id,label,attr_0,attr_1,attr_2,attr_3,attr_4
2451,R2451,2754,35,18,150,56
2452,R2452,2609,129,31,67,3
2453,R2453,2136,24,28,212,70
2454,R2454,2818,67,5,85,7
2455,R2455,2942,202,12,228,79
2456,R2456,3240,309,14,446,96
2457,R2457,2933,38,6,0,0
2458,R2458,3189,5,21,384,48
2459,R2459,2857,267,12,283,127
2460,R2460,2833,120,20,42,11
2461,R2461,3123,228,12,228,-15
2462,R2462,3376,337,36,277,129
2463,R2463,3052,41,10,420,83
2464,R2464,3825,32,18,841,49
2465,R2465,3089,315,7,124,24
2466,R2466,3082,106,10,499,7
2467,R2467,2442,107,22,242,101
2468,R2468,3327,105,17,330,45
2469,R2469,3005,63,21,582,174
2470,R2470,3047,318,12,30,10
2471,R2471,2267,357,5,30,6
2472,R2472,3171,227,11,120,13
2473,R2473,3289,105,10,400,123
2474,R2474,3430,29,17,553,215
2475,R2475,2877,45,7,228,30
2476,R2476,2348,313,19,268,104
2477,R2477,3090,198,19,127,33
2478,R2478,2704,53,5,134,5
2479,R2479,3119,46,15,1282,250
2480,R2480,2701,91,31,30,0
2481,R2481,3101,45,4,85,2
2482,R2482,3114,287,9,0,0
2483,R2483,3062,89,12,30,3
2484,R2484,3197,285,16,684,141
2485,R2485,2894,359,26,192,55
2486,R2486,3248,185,17,488,157
2487,R2487,2285,348,21,30,5
2488,R2488,3230,232,24,743,147
2489,R2489,2964,50,12,134,2
2490,R2490,3315,72,14,443,-13
2491,R2491,3266,200,14,430,133
2492,R2492,3271,210,22,379,50
2493,R2493,3163,77,12,404,47
2494,R2494,2944,323,12,134,40
2495,R2495,3054,333,7,30,4
2496,R2496,3333,120,24,150,-4
2497,R2497,2935,279,11,60,9
2498,R2498,3081,288,12,175,26
2499,R2499,3243,147,41,180,86
2500,R2500,3056,252,6,201,23
2501,R2501,2452,97,20,255,96
2502,R2502,3250,25,12,949,42
2503,R2503,3240,125,20,408,135
2504,R2504,3011,96,7,430,46
2505,R2505,3178,184,4,330,58
2506,R2506,3093,99,5,323,30
2507,R2507,3296,332,5,366,200
2508,R2508,2982,60,10,258,25
2509,R2509,2978,304,27,454,52
2510,R2510,2995,67,23,124,5
2511,R2511,3083,90,4,30,-2
2512,R2512,2723,19,17,108,22
2513,R2513,3203,140,4,42,1
2514,R2514,3017,238,9,0,0
2515,R2515,3177,124,7,153,14
2516,R2516,3226,137,25,660,72
2517,R2517,3125,304,2,153,15
2518,R2518,2988,329,23,424,134
2519,R2519,2889,71,27,30,-5
2520,R2520,2883,108,5,90,2
2521,R2521,2715,353,12,124,47
2522,R2522,2544,307,7,242,18
2523,R2523,3284,76,14,67,21
2524,R2524,3387,346,13,700,95
2525,R2525,3044,52,12,1269,278
2526,R2526,2292,177,29,443,152
2527,R2527,2928,188,22,42,9
2528,R2528,3094,126,16,150,42
2529,R2529,2916,315,13,150,56
2530,R2530,2744,35,27,67,38
2531,R2531,2284,4,21,95,26
2532,R2532,3206,304,7,551,18
2533,R2533,2916,268,27,242,59
2534,R2534,2979,36,8,1050,213
2535,R2535,3347,40,19,30,0
2536,R2536,2961,46,15,180,36
2537,R2537,2912,326,11,201,56
2538,R2538,3323,143,14,730,166
2539,R2539,3133,91,11,42,-1
2540,R2540,3018,80,9,150,4
2541,R2541,2942,0,0,170,20
2542,R2542,3250,185,11,256,40
2543,R2543,2909,18,8,256,6
2544,R2544,2949,350,8,247,13
2545,R2545,2670,55,6,170,-4
2546,R2546,3232,265,8,90,4
2547,R2547,3084,270,0,95,5
2548,R2548,3031,216,8,108,-26
2549,R2549,3146,112,5,95,0
2550,R2550,2942,270,6,339,131
2551,R2551,2790,70,13,457,56
2552,R2552,3206,75,11,42,-8
2553,R2553,2928,350,13,42,5
2554,R2554,2880,110,10,127,48
2555,R2555,2942,18,6,297,47
2556,R2556,2816,225,5,120,6
2557,R2557,2999,249,18,417,59
2558,R2558,3343,295,13,525,125
2559,R2559,2864,23,19,67,21
2560,R2560,2797,173,6,283,24
2561,R2561,3081,201,11,67,5
2562,R2562,3079,115,13,234,37
2563,R2563,2940,41,11,240,-4
2564,R2564,3205,102,17,108,20
2565,R2565,3010,358,17,60,15
2566,R2566,3307,6,15,85,9
2567,R2567,3098,325,11,255,33
2568,R2568,2010,47,25,30,9
2569,R2569,3339,4,13,446,100
2570,R2570,2335,318,12,242,110
2571,R2571,2619,96,17,180,-6
2572,R2572,2717,23,18,182,96
2573,R2573,2917,226,36,792,165
2574,R2574,2996,17,6,85,9
2575,R2575,3147,65,14,228,15
2576,R2576,2921,70,6,210,42
2577,R2577,2906,45,8,576,108
2578,R2578,2886,97,12,182,23
2579,R2579,2527,43,13,150,7
2580,R2580,2833,304,12,300,-50
2581,R2581,3360,130,15,42,9
2582,R2582,3161,228,12,256,56
2583,R2583,3262,12,8,726,114
2584,R2584,3199,119,21,426,107
2585,R2585,2941,238,15,67,15
2586,R2586,3213,355,9,30,4
2587,R2587,2511,122,8,430,33
2588,R2588,2819,126,22,170,33
2589,R2589,2922,207,14,85,3
2590,R2590,2570,11,46,228,150
2591,R2591,2963,42,14,342,59
2592,R2592,3052,81,11,127,26
2593,R2593,2972,160,7,30,-9
2594,R2594,2972,304,11,95,13
2595,R2595,2991,334,21,270,51
2596,R2596,2978,321,26,361,128
2597,R2597,3259,334,25,60,29
2598,R2598,2382,184,17,90,29
2599,R2599,3379,354,19,531,31
2600,R2600,3031,100,4,67,5
2601,R2601,3135,347,9,745,118
2602,R2602,3089,105,19,108,20
2603,R2603,3112,53,9,450,37
2604,R2604,3037,169,10,713,118
2605,R2605,3021,81,11,430,56
2606,R2606,2837,171,24,175,75
2607,R2607,2684,162,10,335,154
2608,R2608,3223,266,10,190,44
2609,R2609,2685,90,5,42,2
2610,R2610,3053,270,8,488,-67
2611,R2611,3337,187,15,510,98
2612,R2612,2282,45,26,108,35
2613,R2613,2719,12,13,30,5
2614,R2614,3204,264,6,90,-14
2615,R2615,3068,311,18,120,34
2616,R2616,2802,32,14,330,60
2617,R2617,2332,0,17,150,70
2618,R2618,2581,69,22,295,33
2619,R2619,3128,125,9,420,82
2620,R2620,3244,21,11,362,23
2621,R2621,2945,29,19,691,168
2622,R2622,3352,243,13,323,114
2623,R2623,2466,0,20,330,29
2624,R2624,2669,295,28,228,110
2625,R2625,2812,71,34,120,-38
2626,R2626,2694,76,20,234,19
2627,R2627,2114,338,15,306,110
2628,R2628,2776,17,13,182,69
2629,R2629,2550,88,7,30,3
2630,R2630,3316,56,23,510,25
2631,R2631,3472,349,12,382,209
2632,R2632,3007,344,13,60,10
2633,R2633,2840,0,11,85,13
2634,R2634,2696,55,13,30,7
2635,R2635,3021,32,22,446,1
2636,R2636,3265,86,28,234,78
2637,R2637,3188,114,3,42,0
2638,R2638,2419,101,14,510,87
2639,R2639,3077,180,9,234,-12
2640,R2640,2859,28,24,85,39
2641,R2641,2104,319,33,134,67
2642,R2642,3078,58,20,60,-12
2643,R2643,2908,323,14,150,73
2644,R2644,3380,29,13,571,141
2645,R2645,3315,85,21,511,30
2646,R2646,3248,311,18,560,162
2647,R2647,3175,105,7,589,-9
2648,R2648,2932,255,18,153,29
2649,R2649,3048,22,10,212,45
2650,R2650,2919,288,18,330,98
2651,R2651,3018,146,7,741,99
2652,R2652,2990,25,15,30,11
2653,R2653,2921,163,13,212,51
2654,R2654,3373,197,6,0,0
2655,R2655,2766,130,16,272,65
2656,R2656,2853,111,17,42,9
2657,R2657,2890,38,3,295,12
2658,R2658,3218,108,15,42,8
2659,R2659,3319,80,13,577,124
2660,R2660,3311,224,20,703,174
2661,R2661,2929,27,7,700,305
2662,R2662,2900,107,14,67,10
2663,R2663,3376,299,12,552,99
2664,R2664,2465,269,25,120,38
2665,R2665,2732,67,5,430,43
2666,R2666,1940,355,33,95,26
2667,R2667,3227,180,16,573,107
2668,R2668,2777,189,20,360,-26
2669,R2669,3135,114,25,268,99
2670,R2670,2969,22,13,60,1
2671,R2671,2444,336,15,182,62
2672,R2672,3174,43,9,0,0
2673,R2673,3276,6,19,283,53
2674,R2674,3102,87,9,60,8
2675,R2675,3129,115,4,210,-3
2676,R2676,2876,52,18,30,0
2677,R2677,2761,273,10,60,10
2678,R2678,2735,50,11,192,17
2679,R2679,2823,329,18,277,74
2680,R2680,3027,139,18,268,62
2681,R2681,2545,349,16,342,114
2682,R2682,3171,52,3,108,1
2683,R2683,2498,262,13,85,15
2684,R2684,3224,307,7,553,114
2685,R2685,2779,65,28,295,47
2686,R2686,3195,333,10,170,23
2687,R2687,3196,110,5,404,56
2688,R2688,2891,52,13,300,39
2689,R2689,3196,51,20,175,49
2690,R2690,3188,56,5,600,13
2691,R2691,3031,73,5,576,40
2692,R2692,3126,45,10,270,51
2693,R2693,3458,304,13,551,142
2694,R2694,2901,317,10,90,34
2695,R2695,2948,69,17,0,0
2696,R2696,3449,327,24,30,10
2697,R2697,3257,211,18,95,14
2698,R2698,3223,36,4,60,5
2699,R2699,2846,72,17,120,54
2700,R2700,3048,73,5,30,-4
2701,R2701,3089,101,5,150,14
2702,R2702,2867,328,22,598,62
2703,R2703,2949,133,13,350,86
2704,R2704,3218,144,6,470,46
2705,R2705,3206,10,7,60,2
2706,R2706,2994,71,19,417,184
2707,R2707,2959,91,17,577,163
2708,R2708,3226,246,17,703,75
2709,R2709,3004,161,16,60,13
2710,R2710,3494,313,28,175,82
2711,R2711,3376,33,12,402,157
2712,R2712,1936,129,20,124,69
2713,R2713,2776,288,25,120,55
2714,R2714,3002,53,17,134,24
2715,R2715,2434,35,19,67,20
2716,R2716,3293,113,12,400,38
2717,R2717,2424,63,19,295,34
2718,R2718,3523,261,7,268,111
2719,R2719,2614,17,28,60,21
2720,R2720,2970,100,14,384,-52
2721,R2721,2961,352,15,636,163
2722,R2722,2993,65,7,134,17
2723,R2723,2843,154,11,247,41
2724,R2724,2875,36,11,30,0
2725,R2725,2343,305,15,30,6
2726,R2726,2932,299,32,258,108
2727,R2727,2906,67,13,481,141
2728,R2728,3087,296,28,210,55
2729,R2729,3072,23,12,212,54
2730,R2730,2044,43,33,360,177
2731,R2731,3201,128,5,108,10
2732,R2732,2924,135,9,150,9
2733,R2733,3134,244,6,120,15
2734,R2734,2752,63,12,42,1
2735,R2735,2961,324,2,150,0
2736,R2736,2749,298,15,30,11
2737,R2737,2975,35,15,693,156
2738,R2738,3064,124,12,301,65
2739,R2739,2931,28,14,391,113
2740,R2740,3030,336,5,67,-2
2741,R2741,2859,18,12,216,33
2742,R2742,2969,177,13,450,52
2743,R2743,2073,279,28,30,21
2744,R2744,3372,313,12,558,33
2745,R2745,3135,156,9,30,5
2746,R2746,3068,93,12,190,21
2747,R2747,2759,53,19,180,38
2748,R2748,3030,108,10,134,2
2749,R2749,3641,295,12,531,229
2750,R2750,2884,153,19,518,218
2751,R2751,3101,56,11,865,262
2752,R2752,2518,9,14,108,25
2753,R2753,2844,319,18,240,53
2754,R2754,3069,181,10,228,7
2755,R2755,3316,301,7,646,26
2756,R2756,2587,112,13,497,61
2757,R2757,3238,128,13,323,73
2758,R2758,2847,52,19,67,19
2759,R2759,3060,327,11,573,85
2760,R2760,2975,71,24,301,-1
2761,R2761,3095,239,24,175,64
2762,R2762,2870,295,28,212,108
2763,R2763,2881,63,11,484,90
2764,R2764,2695,120,7,108,5
2765,R2765,3190,79,16,150,25
2766,R2766,3352,159,19,481,-10
2767,R2767,3059,90,9,256,31
2768,R2768,2911,3,13,547,46
2769,R2769,3123,285,5,234,20
2770,R2770,3500,313,12,270,53
2771,R2771,2959,23,14,324,46
2772,R2772,2789,100,12,60,7
2773,R2773,3098,60,9,180,27
2774,R2774,2789,184,21,30,9
2775,R2775,2590,353,11,242,63
2776,R2776,3151,131,4,306,57
2777,R2777,2161,42,23,424,93
2778,R2778,2778,61,13,270,128
2779,R2779,3451,232,27,426,196
2780,R2780,2811,59,13,541,79
2781,R2781,3108,67,16,324,49
2782,R2782,3003,30,11,270,51
2783,R2783,3252,26,15,360,87
2784,R2784,2950,26,14,540,81
2785,R2785,3084,172,3,362,28
2786,R2786,2416,354,16,534,219
2787,R2787,3261,45,11,192,39
2788,R2788,3246,194,15,382,46
2789,R2789,2570,133,10,30,2
2790,R2790,2873,80,5,390,108
2791,R2791,3304,34,3,120,-2
2792,R2792,3290,215,15,631,129
2793,R2793,2709,84,26,210,73
2794,R2794,3181,217,2,192,1
2795,R2795,3048,209,2,457,97
2796,R2796,3083,79,14,210,38
2797,R2797,3052,130,4,124,6
2798,R2798,2988,208,11,134,13
2799,R2799,2980,7,8,30,-5
2800,R2800,3217,324,8,256,35
2801,R2801,3409,74,10,60,0
2802,R2802,2925,47,8,30,3
2803,R2803,2848,143,9,30,-3
2804,R2804,2535,68,14,228,29
2805,R2805,3073,208,5,671,74
2806,R2806,3146,9,10,120,7
2807,R2807,3308,203,17,212,57
2808,R2808,3215,266,19,60,0
2809,R2809,3175,45,10,30,7
2810,R2810,3176,307,7,339,54
2811,R2811,2558,13,5,67,0
2812,R2812,3256,354,12,247,41
2813,R2813,3000,2,7,360,52
2814,R2814,3086,45,20,450,17
2815,R2815,3287,31,15,661,18
2816,R2816,3068,45,15,240,16
2817,R2817,3444,192,13,598,109
2818,R2818,2455,7,14,190,17
2819,R2819,3209,100,20,350,49
2820,R2820,3116,175,15,577,75
2821,R2821,2978,43,8,240,33
2822,R2822,2304,317,28,277,143
2823,R2823,3273,0,9,190,37
2824,R2824,2887,249,26,319,67
2825,R2825,3195,339,18,127,8
2826,R2826,2827,163,9,192,64
2827,R2827,2991,16,26,339,9
2828,R2828,2905,89,14,60,13
2829,R2829,2063,221,24,258,5
2830,R2830,2698,63,8,180,2
2831,R2831,2851,8,7,67,42
2832,R2832,3079,76,16,42,7
2833,R2833,3187,23,5,30,3
2834,R2834,3565,62,27,283,146
2835,R2835,3093,148,19,499,121
2836,R2836,3292,20,11,361,65
2837,R2837,3056,346,12,192,0
2838,R2838,2255,117,31,95,48
2839,R2839,3103,9,7,228,25
2840,R2840,2598,121,18,300,82
2841,R2841,3011,27,11,85,16
2842,R2842,3033,306,16,85,-3
2843,R2843,3348,90,32,234,98
2844,R2844,2898,275,8,212,43
2845,R2845,3076,92,8,85,6
2846,R2846,2714,259,39,180,80
2847,R2847,2975,250,5,360,30
2848,R2848,3018,163,11,242,10
2849,R2849,2787,28,9,0,0
2850,R2850,2975,35,13,301,43
2851,R2851,2898,203,8,433,157
2852,R2852,3394,7,17,424,194
2853,R2853,2938,330,17,180,-37
2854,R2854,2960,98,16,108,32
2855,R2855,2399,6,16,30,7
2856,R2856,2968,234,9,426,59
2857,R2857,2816,108,33,339,197
2858,R2858,2935,203,21,382,172
2859,R2859,2608,25,18,309,77
2860,R2860,3374,219,14,350,119
2861,R2861,2866,49,20,60,21
2862,R2862,2645,107,6,30,-4
2863,R2863,2560,93,4,190,13
2864,R2864,3152,48,13,67,6
2865,R2865,2766,50,4,120,14
2866,R2866,3056,274,11,120,16
2867,R2867,2982,49,15,323,-5
2868,R2868,3303,4,14,285,64
2869,R2869,3034,83,20,108,13
2870,R2870,2562,66,9,162,46
2871,R2871,2959,346,7,361,139
2872,R2872,3146,35,13,713,-12
2873,R2873,3229,270,17,424,55
2874,R2874,3187,351,7,603,146
2875,R2875,3306,92,16,180,8
2876,R2876,2497,22,9,30,1
2877,R2877,3132,13,13,0,0
2878,R2878,2961,327,22,313,-15
2879,R2879,2003,0,9,0,0
2880,R2880,2903,42,28,255,76
2881,R2881,2684,85,9,120,6
2882,R2882,3060,85,24,67,13
2883,R2883,2693,36,17,474,32
2884,R2884,2965,161,9,270,43
2885,R2885,3267,356,11,323,79
2886,R2886,2507,23,16,30,4
2887,R2887,2924,17,13,942,89
2888,R2888,2400,310,16,234,7
2889,R2889,2896,129,9,256,33
2890,R2890,3348,218,18,417,142
2891,R2891,3168,180,9,330,36
2892,R2892,2849,51,13,212,27
2893,R2893,2953,180,3,90,5
2894,R2894,2154,47,33,212,103
2895,R2895,2916,321,23,300,113
2896,R2896,3008,142,9,162,9
2897,R2897,3043,210,13,30,-3
2898,R2898,3184,116,16,360,46
2899,R2899,3024,17,7,417,52
2900,R2900,2666,309,9,124,19
2901,R2901,3152,9,13,679,75
2902,R2902,2780,330,4,95,8
2903,R2903,3198,339,26,309,117
2904,R2904,2782,81,10,513,65
2905,R2905,2642,19,22,150,76
2906,R2906,3261,94,13,582,10
2907,R2907,2368,46,19,228,84
2908,R2908,2819,45,5,216,28
2909,R2909,3100,53,31,210,62
2910,R2910,3166,16,22,764,359
2911,R2911,3237,267,18,604,133
2912,R2912,2867,136,32,124,33
2913,R2913,3135,243,34,120,53
2914,R2914,2904,57,16,0,0
2915,R2915,2894,72,27,212,70
2916,R2916,3306,298,14,382,76
2917,R2917,2654,301,31,201,65
2918,R2918,3067,307,11,268,50
2919,R2919,3182,152,18,552,118
2920,R2920,2716,36,4,180,0
2921,R2921,3235,183,15,150,17
2922,R2922,2574,306,14,330,91
2923,R2923,2935,7,13,511,137
2924,R2924,3182,202,12,180,19
2925,R2925,2955,274,19,150,26
2926,R2926,3298,133,11,553,84
2927,R2927,3075,39,7,90,0
2928,R2928,2988,313,11,240,65
2929,R2929,3370,107,6,285,47
2930,R2930,2308,324,13,30,6
2931,R2931,3239,22,15,600,121
2932,R2932,3257,359,12,134,24
2933,R2933,3049,341,23,391,31
2934,R2934,3151,25,5,42,3
2935,R2935,3185,188,5,182,14
2936,R2936,3156,308,6,285,61
2937,R2937,2907,337,13,67,0
2938,R2938,2938,151,9,182,11
2939,R2939,2772,141,12,362,79
2940,R2940,2801,28,15,90,15
2941,R2941,2948,135,16,247,16
2942,R2942,2602,82,8,60,-1
2943,R2943,3081,48,6,339,44
2944,R2944,3056,32,9,469,-14
2945,R2945,3102,94,11,283,45
2946,R2946,2614,31,10,421,-25
2947,R2947,3103,349,33,655,247
2948,R2948,3177,63,5,30,-4
2949,R2949,3196,292,19,95,32
2950,R2950,3347,207,22,300,93
2951,R2951,3003,9,11,85,10
2952,R2952,3310,299,15,765,40
2953,R2953,2597,116,24,150,46
2954,R2954,3285,180,7,618,194
2955,R2955,3225,97,11,247,29
2956,R2956,3345,169,10,1140,152
2957,R2957,2957,337,12,509,77
2958,R2958,2755,257,35,210,106
2959,R2959,2320,150,8,404,139
2960,R2960,2745,14,9,313,58
2961,R2961,3184,84,19,693,248
2962,R2962,3081,69,11,67,11
2963,R2963,3363,137,9,743,157
2964,R2964,2815,43,11,376,-9
2965,R2965,2815,39,9,42,12
2966,R2966,2165,325,37,323,143
2967,R2967,3239,293,4,300,41
2968,R2968,3159,110,19,323,5
2969,R2969,3215,204,6,134,11
2970,R2970,3106,12,20,150,39
2971,R2971,2670,162,17,210,86
2972,R2972,2999,125,11,90,-14
2973,R2973,3291,347,19,295,64
2974,R2974,2979,31,27,190,120
2975,R2975,3082,189,13,350,59
2976,R2976,3341,347,33,170,51
2977,R2977,3221,74,14,607,53
2978,R2978,3021,265,19,175,38
2979,R2979,3204,279,14,134,19
2980,R2980,2894,72,9,0,0
2981,R2981,3222,147,16,446,129
2982,R2982,2461,239,21,90,40
2983,R2983,2622,57,15,85,5
2984,R2984,2981,27,22,150,29
2985,R2985,2997,33,11,457,-7
2986,R2986,3129,128,20,240,23
2987,R2987,2967,46,15,767,190
2988,R2988,3193,145,18,805,-14
2989,R2989,3172,163,9,323,63
2990,R2990,2765,318,18,60,16
2991,R2991,3209,228,19,301,29
2992,R2992,2768,110,13,0,0
2993,R2993,3197,43,16,30,3
2994,R2994,3084,99,28,216,38
2995,R2995,3058,298,6,120,-1
2996,R2996,2866,358,17,474,88
2997,R2997,3187,69,8,513,71
2998,R2998,2987,359,9,661,104
2999,R2999,2603,34,14,470,31
3000,R3000,3306,203,6,212,82
3001,R3001,2901,6,17,532,204
3002,R3002,3030,168,18,443,80
3003,R3003,2998,144,15,509,30
3004,R3004,2822,19,16,134,32
3005,R3005,1971,40,21,60,5
3006,R3006,3252,152,6,446,139
3007,R3007,2677,62,17,234,71
3008,R3008,3006,315,10,175,35
3009,R3009,3119,103,16,218,-63
3010,R3010,2869,240,15,120,11
3011,R3011,2891,50,13,175,5
3012,R3012,3171,45,8,30,3
3013,R3013,3135,27,4,666,110
3014,R3014,3144,322,11,960,373
3015,R3015,3084,28,30,402,211
3016,R3016,2891,198,10,0,0
3017,R3017,3200,78,20,210,72
3018,R3018,2148,129,26,120,57
3019,R3019,2190,27,20,60,26
3020,R3020,3116,329,20,212,-3
3021,R3021,2999,62,6,524,113
3022,R3022,2886,245,19,0,0
3023,R3023,2395,70,26,150,51
3024,R3024,3169,55,8,30,1
3025,R3025,3118,314,14,319,-9
3026,R3026,2902,37,12,95,7
3027,R3027,2805,196,6,120,17
3028,R3028,3243,103,3,60,1
3029,R3029,3251,299,12,182,33
3030,R3030,2968,131,14,42,16
3031,R3031,2995,80,9,309,13
3032,R3032,3078,303,13,150,5
3033,R3033,3173,267,12,297,73
3034,R3034,2844,135,9,400,26
3035,R3035,2899,314,27,391,165
3036,R3036,3424,47,10,480,75
3037,R3037,2145,46,28,192,92
3038,R3038,3272,124,19,42,17
3039,R3039,3055,149,15,150,1
3040,R3040,3394,269,14,990,158
3041,R3041,3169,262,10,210,25
3042,R3042,2905,202,11,365,41
3043,R3043,2978,325,8,67,0
3044,R3044,3169,347,14,0,0
3045,R3045,2489,276,23,212,103
3046,R3046,3256,93,9,150,45
3047,R3047,2636,62,19,404,89
3048,R3048,3350,152,18,180,38
3049,R3049,2736,42,18,182,2
3050,R3050,3283,11,14,319,78
3051,R3051,3180,200,5,212,0
3052,R3052,2957,346,32,270,133
3053,R3053,3167,6,11,108,19
3054,R3054,3025,128,8,382,109
3055,R3055,2823,20,14,242,74
3056,R3056,3188,169,29,451,120
3057,R3057,2978,62,11,210,13
3058,R3058,2333,42,19,466,109
3059,R3059,2978,286,8,218,13
3060,R3060,3228,37,5,313,15
3061,R3061,3164,262,16,120,16
3062,R3062,3287,318,7,272,69
3063,R3063,2831,65,20,190,69
3064,R3064,2822,324,19,67,25
3065,R3065,3134,299,9,124,15
3066,R3066,3233,38,11,90,18
3067,R3067,2979,108,30,0,0
3068,R3068,2936,48,18,180,7
3069,R3069,3164,326,5,0,0
3070,R3070,3122,51,3,618,41
3071,R3071,2516,7,23,90,26
3072,R3072,2986,18,17,618,117
3073,R3073,2308,37,28,90,54
3074,R3074,2960,325,8,272,24
3075,R3075,3553,54,22,892,141
3076,R3076,2798,11,4,421,55
3077,R3077,2618,198,28,60,14
3078,R3078,2722,354,4,450,7
3079,R3079,3225,45,22,408,71
3080,R3080,3264,81,23,30,-12
3081,R3081,3159,18,10,182,20
3082,R3082,2958,54,8,912,192
3083,R3083,2952,304,11,0,0
3084,R3084,3044,166,19,902,155
3085,R3085,2964,31,18,376,34
3086,R3086,3079,258,19,618,147
3087,R3087,2844,209,16,212,40
3088,R3088,2749,187,20,228,132
3089,R3089,3073,108,6,42,4
3090,R3090,3117,239,25,60,6
3091,R3091,2886,61,12,295,39
3092,R3092,3085,154,24,283,95
3093,R3093,2795,181,9,60,-2
3094,R3094,2920,88,16,30,5
3095,R3095,3259,208,17,537,165
3096,R3096,2963,281,22,402,166
3097,R3097,3453,310,15,402,34
3098,R3098,2974,10,8,592,244
3099,R3099,3100,63,4,525,5
3100,R3100,3188,2,17,234,30
3101,R3101,3001,65,14,285,61
3102,R3102,3259,354,7,270,101
3103,R3103,2274,112,27,201,63
3104,R3104,3250,82,14,240,-34
3105,R3105,3266,97,6,531,75
3106,R3106,2976,5,14,210,75
3107,R3107,3291,320,15,636,73
3108,R3108,2946,16,12,60,10
3109,R3109,3411,84,21,430,129
3110,R3110,3420,54,16,700,71
3111,R3111,3375,306,12,912,215
3112,R3112,2790,348,24,234,95
3113,R3113,2973,302,22,67,21
3114,R3114,3328,306,16,518,100
3115,R3115,3017,128,8,30,-4
3116,R3116,2838,1,14,324,6
3117,R3117,3289,135,3,0,0
3118,R3118,3071,313,9,95,6
3119,R3119,2553,43,12,210,17
3120,R3120,3260,133,18,212,-4
3121,R3121,2160,9,27,85,22
3122,R3122,2843,11,10,277,32
3123,R3123,3100,151,8,30,0
3124,R3124,3093,17,44,240,16
3125,R3125,2940,56,14,95,-3
3126,R3126,2991,239,13,646,91
3127,R3127,3379,132,14,782,140
3128,R3128,3181,23,4,277,6
3129,R3129,3206,121,14,60,10
3130,R3130,2998,257,4,636,79
3131,R3131,3271,323,20,85,21
3132,R3132,3000,325,13,382,31
3133,R3133,3057,121,14,480,190
3134,R3134,2473,62,29,330,122
3135,R3135,2796,345,18,0,0
3136,R3136,2975,250,11,534,75
3137,R3137,2637,246,3,379,211
3138,R3138,2804,196,8,335,17
3139,R3139,3083,325,10,384,47
3140,R3140,2735,307,5,30,-3
3141,R3141,3290,301,13,840,180
3142,R3142,2725,174,19,60,4
3143,R3143,2675,173,21,270,-80
3144,R3144,3275,322,5,361,32
3145,R3145,2663,37,22,335,16
3146,R3146,3283,272,9,902,173
3147,R3147,2738,337,10,201,13
3148,R3148,2824,96,10,85,13
3149,R3149,1931,143,19,153,55
3150,R3150,3234,75,13,589,66
3151,R3151,3097,248,13,218,-7
3152,R3152,3184,307,2,0,0
3153,R3153,3204,122,6,90,0
3154,R3154,2927,150,18,85,22
3155,R3155,2839,350,13,180,28
3156,R3156,3014,12,19,153,28
3157,R3157,3014,188,9,218,6
3158,R3158,2972,29,24,95,24
3159,R3159,3189,95,8,30,-1
3160,R3160,1946,0,35,162,100
3161,R3161,2922,315,6,395,-9
3162,R3162,3120,46,32,162,39
3163,R3163,2932,109,14,270,38
3164,R3164,2703,139,15,0,0
3165,R3165,2568,191,5,0,0
3166,R3166,3002,172,14,120,25
3167,R3167,3163,63,20,551,88
3168,R3168,3286,7,16,569,62
3169,R3169,3273,345,8,408,99
3170,R3170,3055,84,10,309,42
3171,R3171,3149,130,12,150,43
3172,R3172,3102,9,11,108,21
3173,R3173,2696,58,7,0,0
3174,R3174,2814,72,8,180,23
3175,R3175,2563,73,8,85,11
3176,R3176,2970,232,32,446,281
3177,R3177,3405,202,12,713,210
3178,R3178,2945,270,14,90,49
3179,R3179,3095,109,22,175,46
3180,R3180,2615,1,11,277,61
3181,R3181,3082,346,8,42,3
3182,R3182,3280,45,7,30,2
3183,R3183,2921,289,22,636,205
3184,R3184,3042,40,12,384,62
3185,R3185,2790,323,7,0,0
3186,R3186,3167,162,30,458,177
3187,R3187,2970,61,7,30,4
3188,R3188,3073,20,7,42,7
3189,R3189,2975,315,13,319,144
3190,R3190,3165,301,11,162,26
3191,R3191,3044,62,19,124,7
3192,R3192,2200,281,32,150,60
3193,R3193,3251,39,9,30,0
3194,R3194,2594,60,20,170,43
3195,R3195,3392,195,7,124,0
3196,R3196,3129,135,12,376,53
3197,R3197,2954,256,9,108,19
3198,R3198,2699,165,3,390,2
3199,R3199,3298,183,18,108,12
3200,R3200,2936,306,17,540,290
3201,R3201,3025,353,9,30,4
3202,R3202,3264,134,18,742,148
3203,R3203,2833,300,26,379,114
3204,R3204,2950,342,9,90,14
3205,R3205,2912,288,4,90,11
3206,R3206,3359,44,19,67,4
3207,R3207,3003,62,8,331,26
3208,R3208,2879,215,21,67,29
3209,R3209,2965,236,14,134,23
3210,R3210,3125,4,15,342,67
3211,R3211,2863,62,13,120,52
3212,R3212,3054,20,10,582,195
3213,R3213,3172,63,6,451,-3
3214,R3214,2582,247,12,437,60
3215,R3215,2904,64,9,182,24
3216,R3216,2801,309,25,192,72
3217,R3217,2631,352,2,210,-8
3218,R3218,3001,127,7,120,10
3219,R3219,2747,207,5,90,-3
3220,R3220,3168,28,11,604,75
3221,R3221,3037,169,15,732,38
3222,R3222,3236,137,15,228,46
