id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9
6231,R6231,2265,2866,7925,1531,5113,897,8759,1405,9718,1305
6232,R6232,4835,3041,4706,5011,4151,134,2977,3780,3040,7557
6233,R6233,7233,3503,855,3625,4144,780,4332,8856,7796,5765
6234,R6234,4027,9388,7744,6887,7322,4198,5413,7346,7635,1939
6235,R6235,9111,2064,8872,3874,1312,6861,4665,625,4481,1498
6236,R6236,6951,7903,7375,5370,8636,16,303,2774,5938,6922
6237,R6237,5659,3234,2096,8998,4799,1527,1787,4543,7605,9613
6238,R6238,8134,6075,61,3135,905,9021,8279,13,6335,3027
6239,R6239,9886,8164,4047,7554,7963,1833,7378,5536,4735,715
6240,R6240,9099,2676,9242,3682,9796,4207,6131,93,9442,8675
6241,R6241,364,8990,1484,935,7517,8654,3976,5012,5597,474
6242,R6242,4044,1698,2953,8008,8381,2019,5639,5939,5482,4492
6243,R6243,4476,6635,5649,2731,5296,7556,6696,6722,4618,8875
6244,R6244,9499,2938,6242,8472,9086,2227,6463,7638,6161,2836
6245,R6245,1777,2904,8013,5250,7701,6721,5632,750,3390,8804
6246,R6246,5300,4514,796,2395,3226,1941,5840,676,162,7893
6247,R6247,4426,1981,3707,2904,985,694,4947,3438,3492,5698
6248,R6248,4261,4694,8860,9442,3787,4339,933,4275,4163,7280
6249,R6249,9622,4523,1847,4377,3941,1831,7104,1330,8942,1469
6250,R6250,6518,2150,3055,1101,5666,8737,2915,450,6746,2560
6251,R6251,720,8450,5441,7657,5843,4530,704,1353,7354,6846
6252,R6252,9157,7327,9654,3725,7523,4393,1410,829,8933,2382
6253,R6253,5696,5464,4618,943,169,7043,1277,7543,6588,6754
6254,R6254,7974,9514,9228,2998,4739,3567,5905,1983,6037,3445
6255,R6255,1446,4037,1173,400,9522,6354,2238,293,6394,2381
6256,R6256,3346,2566,3368,6799,9490,4716,5070,4194,8478,7465
6257,R6257,7338,50,3846,1699,4355,1248,2071,1872,2827,2757
6258,R6258,9667,6534,249,6257,3023,7518,4067,4401,1455,2361
6259,R6259,1536,5351,6068,2372,3874,1750,3529,6162,779,3623
6260,R6260,9692,2546,191,8823,2054,5521,8384,5975,5264,9351
6261,R6261,3598,6893,5893,3052,2864,4930,2511,8232,891,4786
6262,R6262,4568,8314,9172,4074,1425,6124,6496,5830,9428,8009
6263,R6263,7974,8382,1937,3952,6424,2870,4347,5746,5779,465
6264,R6264,5084,191,9339,485,3676,573,7501,910,5193,2525
6265,R6265,7198,1718,6756,9640,3165,5172,972,3744,581,430
6266,R6266,591,2888,6622,480,19,879,6314,4233,8487,6060
6267,R6267,9186,4558,6141,4081,9010,6828,2152,7860,5708,8618
6268,R6268,9297,9672,5832,309,5885,5782,2717,4047,3654,9792
6269,R6269,3377,7273,2417,5408,1296,2924,9912,817,7602,5168
6270,R6270,13,5016,9140,5315,4870,808,5872,6310,4661,5572
6271,R6271,1904,5074,3944,3321,8911,3543,8825,9481,4119,6392
6272,R6272,4097,5701,122,4693,5150,3414,8072,3534,3662,3617
6273,R6273,2789,2552,1714,4931,6702,3667,8630,2936,7877,4709
6274,R6274,5849,7194,5222,9060,1,6122,123,7823,6629,201
6275,R6275,5775,8800,8034,4268,7452,6155,6389,4676,6144,1944
6276,R6276,7242,4821,6282,3822,8814,2969,2185,1629,2528,1345
6277,R6277,6635,8132,9362,6159,1665,5147,3323,2791,1266,1969
6278,R6278,1856,2240,5452,7488,5140,3909,2661,2697,3286,3431
6279,R6279,4079,3087,8232,7887,5589,1010,2889,4820,2619,6803
6280,R6280,7623,9334,9265,2242,391,4730,3518,5796,5588,8410
6281,R6281,8363,626,5804,7021,9933,6583,8570,7003,4866,8061
6282,R6282,5756,3929,9156,7782,1290,1064,2445,3415,1554,9739
6283,R6283,7215,3631,9469,4777,1316,9468,6327,6461,123,3151
6284,R6284,6000,2027,7054,290,9572,2554,4775,9449,8486,7554
6285,R6285,2197,939,5376,5401,5330,9691,247,9005,5889,7452
6286,R6286,1396,3090,2680,2139,8620,7034,9821,4734,9266,7955
6287,R6287,3954,4897,9307,7849,9391,7926,2974,7058,4612,2185
6288,R6288,956,4056,1917,2449,3190,7926,9102,5334,8399,8745
6289,R6289,4087,1446,3927,8315,6829,6277,7063,3600,8458,671
6290,R6290,3832,3655,435,6132,8805,2310,7920,7817,7035,729
6291,R6291,768,1626,7722,6589,7316,3690,7579,4944,5709,1528
6292,R6292,4476,7081,5697,8978,4948,690,4869,2996,2104,6596
6293,R6293,8495,763,6171,4009,3357,9160,8613,1898,1816,906
6294,R6294,7093,1674,6169,7583,4521,1628,2353,3793,833,7844
6295,R6295,4749,5137,9926,3483,8114,2304,2774,1943,5427,6177
6296,R6296,640,9436,6544,620,6205,5538,8785,2436,8181,5528
6297,R6297,37,2106,5257,9704,8636,5398,884,9839,7965,5905
6298,R6298,6256,7131,2668,1027,6474,2845,5138,9544,264,6305
6299,R6299,5908,2015,9279,4466,94,5729,83,6304,9481,9350
6300,R6300,3770,4563,6324,777,6623,6363,1021,2827,6972,2702
6301,R6301,3695,3830,3984,3288,6786,3816,5637,707,5040,6694
6302,R6302,7617,9704,5066,7734,1148,5445,9778,8029,1688,3054
6303,R6303,2859,1447,9015,480,3200,9518,4701,806,590,338
6304,R6304,4358,3159,8197,3090,6851,1895,1886,13,8156,6706
6305,R6305,4119,1602,4312,9328,4708,6587,9187,4630,5407,4771
6306,R6306,3603,1884,3106,4085,5026,7978,7180,2158,5616,260
6307,R6307,8451,9887,6733,7991,9164,2236,6562,3346,9154,463
6308,R6308,4805,7245,8315,4310,7229,3927,4144,4642,8301,1933
6309,R6309,6237,3890,886,5590,3838,1576,9608,1101,4247,2217
6310,R6310,6858,4651,200,849,6754,3285,7414,1386,5040,5721
6311,R6311,73,1189,4775,8653,630,5130,2862,5518,2629,8606
6312,R6312,6649,3408,7622,1570,2905,5994,4696,8921,5553,6470
6313,R6313,6811,4793,9638,6315,4277,7119,9863,355,9682,7208
6314,R6314,9450,4121,1212,3073,9368,3172,5765,2883,1160,8765
6315,R6315,8392,5899,7100,8648,9869,7325,9887,7832,1735,3192
6316,R6316,2262,4363,3916,3176,7846,7552,1840,590,7745,6357
6317,R6317,235,2429,3296,3732,2584,5195,9663,9052,2471,6508
6318,R6318,9383,3561,9997,424,5983,8199,5881,9112,5770,579
6319,R6319,9057,4096,3539,519,6582,6104,1599,6200,5011,1236
6320,R6320,276,4612,9860,9596,968,5746,4932,1619,6219,2227
6321,R6321,4194,7216,2557,4972,9835,1140,5195,8365,6113,781
6322,R6322,6811,8288,9397,9881,9526,9088,1371,8536,1128,6339
6323,R6323,5691,5791,1730,9641,6740,7177,2205,6443,2748,2863
6324,R6324,1936,1591,2418,4119,5558,7679,4108,1378,5171,6299
6325,R6325,3227,7940,1675,8788,4230,3990,9809,8752,2810,5907
6326,R6326,5049,8696,8967,1175,6838,9312,889,7198,1263,9613
6327,R6327,5856,1243,8381,5974,8277,2434,1088,6657,279,4103
6328,R6328,9210,3431,4267,4683,2512,5260,8275,9896,335,5939
6329,R6329,7243,3810,4930,8231,7605,3731,1165,6653,5284,2189
6330,R6330,6790,4955,2180,6034,9988,5758,1946,3450,8724,3737
6331,R6331,6395,6508,4371,7412,8724,309,2352,9130,4063,2867
6332,R6332,4080,284,1058,4127,1647,8478,6298,676,4848,140
6333,R6333,1225,3371,4182,1369,7867,9117,2326,625,8668,4516
6334,R6334,2628,9600,2175,3323,3601,5478,9864,755,6573,7217
6335,R6335,2281,90,607,9007,4069,80,9115,7437,6602,2213
6336,R6336,6825,5226,3258,3563,4487,8418,6338,3829,4256,9279
6337,R6337,4739,2521,9739,657,3240,8453,3775,4229,1078,1816
6338,R6338,7174,4258,3769,2893,6292,2150,330,6890,972,5309
6339,R6339,132,9990,1679,4046,4233,3149,2913,9815,8437,2233
6340,R6340,1444,9743,924,3351,7149,5842,901,3279,9775,8414
6341,R6341,9411,7782,349,1013,2490,9658,5884,2187,8008,5886
6342,R6342,8032,6905,2343,486,9256,2670,3458,3801,7788,4510
6343,R6343,8204,6288,7863,8736,7299,3528,1250,5977,9689,4540
6344,R6344,2522,2236,1189,5872,7439,9181,4158,3707,3695,6269
6345,R6345,3604,3351,2629,847,6794,1685,213,2442,5536,2337
6346,R6346,7685,5277,3484,6912,3407,4489,4546,2214,6496,9635
6347,R6347,4784,4177,4284,4974,9420,1125,5767,7375,8626,8182
6348,R6348,8114,3364,7155,8231,1683,9872,182,6646,663,960
6349,R6349,4642,7826,698,5482,340,7364,3528,8747,7965,3821
6350,R6350,6973,8726,934,8375,3404,7975,8405,4255,170,2887
6351,R6351,462,1950,6270,7313,9043,5474,7249,5002,5432,4628
6352,R6352,7985,1674,3655,4588,5403,1143,2214,3829,4269,8055
6353,R6353,1482,6777,5444,7406,3347,370,2837,8011,4613,7642
6354,R6354,499,1142,1062,2507,9689,6415,1064,5864,9447,5009
6355,R6355,8753,1712,2393,2078,1985,1900,1160,3976,9815,7153
6356,R6356,7660,7372,2835,5700,9428,984,2843,7143,2122,343
6357,R6357,1537,4644,4488,9018,264,4129,5509,3783,8280,7888
6358,R6358,9293,7889,1403,5444,1592,8196,5603,3529,1098,529
6359,R6359,7995,7577,3294,8818,9967,7575,3992,1759,9175,2244
6360,R6360,8430,2500,2823,2708,4600,506,8587,1366,132,3241
6361,R6361,1033,2887,4467,3081,7778,6103,184,7252,2634,8845
6362,R6362,2440,6072,7206,7101,8661,8923,4007,5061,9916,1146
6363,R6363,4300,101,1170,8535,1044,8427,5598,4224,4868,6857
6364,R6364,5030,4388,9915,8131,3836,1077,3370,9185,4183,8521
6365,R6365,8257,6600,809,7189,9288,9086,3421,7527,2639,4480
6366,R6366,2075,5738,7614,1101,7792,6809,1297,3833,519,2795
6367,R6367,3369,4521,9730,1664,8175,2025,1452,863,6401,6871
6368,R6368,7321,9063,4327,7335,2205,400,9141,8518,6106,4020
6369,R6369,8590,9058,2608,2548,3982,1579,9741,8857,8680,9355
6370,R6370,6771,9889,2598,9566,9336,2433,2265,6199,2328,130
6371,R6371,7205,8724,3448,3665,6993,3867,1327,2206,1503,6728
6372,R6372,7180,6067,1376,8840,9708,5451,7949,3577,8581,4963
6373,R6373,9476,1496,6932,5882,2298,3081,7748,9018,65,4449
6374,R6374,4129,6269,7102,2342,4263,7344,6747,8775,2560,9790
6375,R6375,9173,5639,5660,6635,2252,985,393,8314,8223,3732
6376,R6376,2024,3754,8862,7059,7459,9052,7596,9407,9262,1813
6377,R6377,4359,9463,575,3250,8891,2816,7167,323,9743,6145
6378,R6378,7869,3436,256,7547,4559,5585,5219,7390,1291,2313
6379,R6379,3859,4134,7062,7782,8991,9317,3428,4752,2312,7578
6380,R6380,3931,2661,2558,1692,7641,2686,6527,8866,8562,7310
6381,R6381,2670,9445,3850,2688,4724,2475,3673,5202,1463,316
6382,R6382,9619,2976,4641,3898,4257,7607,1271,7560,6369,2613
6383,R6383,726,1199,6184,5358,110,5928,3869,9018,2088,6769
6384,R6384,5699,7055,8594,5921,1972,7301,4453,3379,5118,7007
6385,R6385,5002,7130,7350,4181,7841,5907,7527,1938,7755,3413
6386,R6386,1048,1122,4811,9706,3785,5,4435,4024,6654,7374
6387,R6387,7420,9114,8712,2711,9731,4943,309,3206,8379,69
6388,R6388,2196,1681,8071,2772,2207,5904,1132,9330,179,8405
6389,R6389,8941,2403,105,3330,4231,5161,877,5480,3947,4504
6390,R6390,3630,8626,5232,4458,7089,1286,380,7428,5442,8633
6391,R6391,7716,8411,4154,8429,5596,2444,9184,613,9934,1925
6392,R6392,1137,5744,1572,9064,8667,1348,7047,1934,9781,6020
6393,R6393,3395,5079,697,2069,609,9709,8830,5813,4809,9578
6394,R6394,6165,3974,5072,7983,8037,5603,2651,5674,5510,8735
6395,R6395,5080,14,9511,6138,4453,901,9542,3233,5470,4602
6396,R6396,6462,4516,2026,8727,9165,2389,4696,1447,494,4437
6397,R6397,4110,4579,614,3912,3503,2775,5940,7265,4313,3078
6398,R6398,1411,9888,2694,7836,9924,4676,2073,9432,5567,4072
6399,R6399,3646,1446,2726,1757,7943,1873,262,5600,1885,5588
6400,R6400,5859,4492,3703,3594,9483,1321,4103,5533,5579,6927
6401,R6401,4248,3765,7551,948,5231,2524,9856,9336,141,7170
6402,R6402,9126,5614,4566,9798,3711,8708,732,7021,2060,9107
6403,R6403,6186,556,7711,623,3654,6012,6384,1399,118,6286
6404,R6404,8087,607,9155,6042,510,4483,6969,1680,1232,4818
6405,R6405,1722,4725,7506,6320,57,4527,7663,3690,2312,3611
6406,R6406,4393,4356,270,9129,9331,7238,2902,5257,9627,3958
6407,R6407,6108,2813,9641,3881,6798,7052,8905,7336,2728,8916
6408,R6408,6305,2047,2580,9313,9168,6234,3810,5679,1893,336
6409,R6409,519,5155,8161,3262,8391,268,5881,8725,9834,2854
6410,R6410,2850,9340,2036,9248,6412,6128,1762,9812,5433,4485
6411,R6411,1530,6378,6658,4057,7571,8448,2776,2169,7730,6428
6412,R6412,5598,3433,1712,9535,6014,374,7174,9776,7526,2910
6413,R6413,4469,3601,7598,9969,1453,871,781,796,7569,6313
6414,R6414,3529,5316,7647,7062,3186,3673,4788,3027,5168,4094
6415,R6415,1596,2041,4461,9539,6616,8807,1579,7939,6875,8823
6416,R6416,4767,9129,6371,6098,5169,3873,7693,350,642,2583
6417,R6417,6926,6608,6367,4297,980,3056,5689,9313,7102,9061
6418,R6418,4942,4130,218,8874,1727,5573,1266,7792,8005,1362
6419,R6419,396,5233,3179,5938,3379,3099,5133,6655,9911,5885
6420,R6420,7280,1003,1616,7507,7461,601,8759,2377,5394,5567
6421,R6421,7662,7857,297,1353,5879,8484,2064,6608,1539,4486
6422,R6422,504,269,7318,8498,4143,4408,3797,943,3088,617
6423,R6423,2824,8227,1025,8291,7717,8532,5615,4194,2792,5574
6424,R6424,4203,9025,5069,9760,987,9420,8045,2856,1580,9224
6425,R6425,5875,6918,5314,7575,5225,9443,6082,2235,7066,6064
6426,R6426,4153,3535,1985,3200,7912,7721,5159,754,1419,8588
6427,R6427,32,6939,6965,8909,2681,4937,1381,605,3649,8409
6428,R6428,5517,4588,8194,5333,2446,3600,6228,9977,222,5649
6429,R6429,388,2546,426,9051,1709,4347,9401,163,4940,1038
6430,R6430,516,5652,1209,2440,6866,704,6850,917,3501,9251
6431,R6431,4555,1448,4161,5623,3810,4623,9375,4873,4606,6371
6432,R6432,2175,8932,3757,3128,2680,7197,9329,346,611,3104
6433,R6433,965,7481,1630,5939,6588,2740,3593,2010,672,5390
6434,R6434,5545,3097,9576,5558,2066,8442,4748,3834,4052,5236
6435,R6435,4584,9323,199,8339,8495,8969,4295,2488,4432,9020
6436,R6436,5297,7727,6101,1467,6462,6856,7506,978,5737,7953
6437,R6437,5771,6058,6190,8186,4401,5647,995,9953,5697,6968
6438,R6438,5864,4739,9118,1714,2666,5506,5743,5552,851,8129
6439,R6439,6411,378,4274,6878,4884,7488,8013,4633,4222,1581
6440,R6440,3781,4539,1544,210,5780,9350,6784,3811,8135,6827
6441,R6441,5019,5397,3686,7214,7702,3003,9427,9033,1276,2955
6442,R6442,1443,4086,9716,5308,7358,8086,7138,1234,6518,3511
6443,R6443,3610,7982,3856,9947,8450,8154,8718,1173,1335,4308
6444,R6444,8363,7968,6922,7619,1637,8919,2427,1015,8973,5190
6445,R6445,2734,1015,4604,3783,1501,9142,1489,5800,4047,6135
6446,R6446,9026,1299,7198,4868,8285,820,1344,8787,8832,5480
6447,R6447,8631,4687,8019,5209,7233,9331,1346,1166,9512,5334
6448,R6448,3901,6947,137,2044,9480,5259,3454,6830,7890,2999
6449,R6449,6551,9931,6652,7424,7996,9168,4229,814,1700,8520
6450,R6450,733,3453,5943,7600,9448,5835,8568,6366,5544,7100
6451,R6451,9726,4499,6459,6088,3137,404,3663,3499,4106,5374
6452,R6452,4312,8842,366,4416,5930,4218,1297,8109,8330,2100
6453,R6453,9322,7067,4892,5971,8324,2908,4531,679,5542,7633
6454,R6454,6817,731,5870,3341,6123,1121,1240,655,6255,5426
6455,R6455,9454,2024,9396,6287,3972,5731,320,8874,1980,4357
6456,R6456,1400,4387,2577,1456,5198,9084,832,1941,1696,5438
6457,R6457,4187,9193,4396,4299,1922,2066,1839,7799,6026,9692
6458,R6458,6150,5300,6630,2247,9001,3086,201,5614,3246,8215
6459,R6459,4443,6364,2285,7898,1006,9196,7784,7740,7566,1796
6460,R6460,1426,9536,3172,4604,7815,3989,4743,1399,8606,4936
6461,R6461,7025,18,8057,1722,9598,852,6166,9860,4473,5131
6462,R6462,6223,2972,8269,3723,4320,6938,2615,8901,7454,8968
6463,R6463,6294,950,4658,3642,4840,1859,4768,1691,3547,4404
6464,R6464,4297,8322,6119,966,3788,8926,9067,7489,7319,5571
6465,R6465,677,8188,7492,8832,9902,9122,6012,5903,376,256
6466,R6466,8729,2103,5081,2670,6086,3959,5683,5283,7928,5513
6467,R6467,3655,5945,1422,4747,3438,4322,9158,4303,3498,9289
6468,R6468,2562,7674,7971,4135,3328,7945,1788,6375,8219,689
6469,R6469,7106,788,1451,2723,2015,2066,6412,1512,6767,6266
6470,R6470,5095,4249,5180,7004,4953,5311,3287,4263,9019,1326
6471,R6471,4371,6395,9879,8408,5915,8535,6337,3107,2785,7262
6472,R6472,3192,4049,1159,2566,4813,8603,3122,3054,6386,7776
6473,R6473,73,358,3859,3940,8787,9697,1922,5206,6534,2564
6474,R6474,137,217,8881,5854,8736,7839,2535,5752,9584,1153
6475,R6475,423,6500,6358,1514,1451,6385,9026,4485,2290,4867
6476,R6476,6458,2911,3853,6298,6807,5274,9835,4833,4718,288
6477,R6477,6200,7288,2667,190,374,9778,1727,4758,5994,6996
6478,R6478,3539,2472,2983,3470,3174,7991,6599,7525,7243,3275
6479,R6479,2747,2422,1977,9983,6517,2929,4472,1898,6397,5660
6480,R6480,1388,5184,3227,8959,3242,3522,5302,8219,4316,9062
6481,R6481,9138,1251,2744,8411,1826,8329,6319,1410,5740,5594
6482,R6482,5816,3348,334,3924,9632,8168,128,4054,9414,7705
6483,R6483,2029,4373,5684,3708,7880,6773,5009,6188,8567,1948
6484,R6484,4394,8982,6367,4233,8272,8232,9663,5724,5083,78
6485,R6485,2383,9232,9490,2264,9634,2304,7906,8533,352,9463
6486,R6486,67,8281,64,730,9645,3968,1001,652,2537,4437
6487,R6487,1802,8863,4277,3052,5408,8263,5371,8913,9307,8747
6488,R6488,7624,7877,427,8729,771,2636,9615,9832,617,6487
6489,R6489,5191,9907,9379,4332,9745,8860,1894,4206,4407,204
6490,R6490,6546,9652,8698,6974,7362,4414,1735,9480,418,2418
6491,R6491,6907,8750,3978,8710,4114,1320,9448,4463,6076,7863
6492,R6492,9091,9067,977,6694,1473,9581,4118,2838,1799,5138
6493,R6493,5797,5510,5222,8468,2916,6855,2856,6133,152,1310
6494,R6494,1315,8479,9472,6049,3543,3513,2331,950,8985,2742
6495,R6495,961,2338,2890,8392,1688,8574,3384,3254,1356,4283
6496,R6496,1171,5380,5995,9528,9392,7098,8625,76,4590,6585
6497,R6497,904,5333,2381,2259,4474,2666,3009,6642,1013,2186
6498,R6498,5891,9423,2696,5463,5774,7494,9913,9249,5946,6006
6499,R6499,6095,2520,906,8445,6816,5913,2729,2239,7042,2165
6500,R6500,1252,6247,1292,4197,929,9053,3419,105,7017,5327
6501,R6501,404,2467,165,5925,6523,163,4610,5629,5634,1420
6502,R6502,2318,3031,3227,3327,3304,1416,8982,8303,4551,9387
6503,R6503,7450,6691,8090,3697,247,9055,4867,6856,2314,1448
6504,R6504,7610,5320,2622,4495,7930,7227,6441,1712,5352,7590
6505,R6505,9593,1175,954,4174,9198,5728,2087,4980,7781,5137
6506,R6506,3427,9574,2722,6682,3242,8830,8168,1487,6914,6219
6507,R6507,217,6301,9515,9371,5769,1621,7412,1296,7894,7799
6508,R6508,9499,7039,4878,7933,9431,1490,9784,2676,6057,7138
6509,R6509,9468,7991,8561,2107,1426,1805,7473,3116,8968,7744
6510,R6510,910,9785,2920,1720,4003,4095,7677,7055,9663,1371
6511,R6511,8784,9812,9007,9551,8494,9844,4482,2315,4589,1060
6512,R6512,9893,9966,9445,1700,4585,5895,4948,8341,7680,264
6513,R6513,4758,6869,4786,4774,1788,4450,3107,4259,9610,6622
6514,R6514,793,2440,1132,594,9087,6773,2584,5227,7040,7054
6515,R6515,8038,5553,7960,8660,4040,556,521,4330,4972,5840
6516,R6516,283,4700,449,3340,5793,6582,2808,5362,4496,6751
6517,R6517,1305,4831,8304,857,3327,1993,3413,6942,9374,6486
6518,R6518,2895,6448,3580,4004,4753,596,8965,138,5849,7328
6519,R6519,7157,8689,3048,9374,7941,1842,806,2223,7169,8042
6520,R6520,6575,5031,7889,6556,3973,3840,6210,3775,8742,4000
6521,R6521,7161,8151,7930,8587,7633,1681,4583,8393,5021,6910
6522,R6522,9968,2450,9771,3805,5134,7093,8787,6549,8638,1776
6523,R6523,6991,1281,9294,509,9868,2783,8237,9196,9280,9400
6524,R6524,4037,5351,6443,2175,7301,6051,8270,2384,7242,445
6525,R6525,2132,4766,4059,2695,5647,3295,8214,2656,3613,9128
6526,R6526,6133,5163,235,4482,155,6136,4223,9266,4576,5967
6527,R6527,1610,1784,306,5788,324,2159,3687,9943,7940,4312
6528,R6528,517,8766,6063,5956,9352,7256,771,8876,6917,4354
6529,R6529,940,3552,8824,1746,5528,1481,9929,9896,5311,7
6530,R6530,8869,3750,2204,5286,3170,5698,8727,376,772,3212
6531,R6531,1867,8706,2668,1172,8078,9528,6647,5684,8505,7815
6532,R6532,6910,3303,8239,2669,9375,3717,3711,387,3682,738
6533,R6533,4446,591,7166,3122,920,8976,664,6091,2793,2028
6534,R6534,5771,4501,8093,1583,4984,9991,6777,3166,9609,9754
6535,R6535,538,7338,1868,7302,5064,321,1660,7584,8040,2340
6536,R6536,8554,1546,3543,6578,1588,3393,6736,6566,2574,8888
6537,R6537,5579,8177,5185,7817,2898,4150,8146,7995,7008,7638
6538,R6538,3267,5883,6473,8256,3086,7091,3903,498,708,7152
6539,R6539,8831,5979,1072,4445,9429,9672,5873,9847,5812,4375
6540,R6540,5923,7969,3876,2911,6887,5231,1704,6186,2830,754
6541,R6541,1861,2652,7999,4048,6470,1432,7554,2494,9274,5144
6542,R6542,220,7653,199,552,1275,1189,8650,622,4951,8602
6543,R6543,7322,8442,8886,8310,585,9132,4470,4279,8376,1144
6544,R6544,2911,6984,8910,4774,682,7564,2404,3761,748,886
6545,R6545,3340,839,2845,3018,3503,2397,8142,1385,9317,1248
6546,R6546,5747,7667,2604,488,1718,7938,6766,2408,5931,7568
6547,R6547,1326,6313,8221,5952,5980,4476,2363,9970,7495,3181
6548,R6548,5038,5546,8274,8210,7592,7727,3006,9899,8314,4442
6549,R6549,2868,9245,501,6182,5083,6899,8709,6911,785,9753
6550,R6550,3122,7779,8007,8946,3770,6386,6794,3210,6782,3064
6551,R6551,7774,4782,6552,7607,7383,1812,7434,3057,1500,1498
6552,R6552,7766,2389,1999,5851,8703,9778,8349,5860,5633,9800
6553,R6553,897,2174,4234,7279,2324,7651,5815,5384,5781,9688
6554,R6554,380,3143,3152,951,7438,4808,8157,7775,7069,8581
6555,R6555,3387,5850,2642,9217,1527,9296,8653,1319,3484,1337
6556,R6556,6711,8136,2539,7998,7975,9626,6689,8944,3828,6423
6557,R6557,4884,9530,6627,2794,7351,618,2378,8690,8209,1388
6558,R6558,9137,8732,5319,290,4330,587,9406,7544,2608,5051
6559,R6559,6208,4354,870,7128,1817,6583,6755,1923,9948,1919
6560,R6560,6051,932,3000,5032,9955,5647,1126,3605,4165,999
6561,R6561,1316,4675,4465,6015,975,4172,5151,6158,7797,2242
6562,R6562,7640,8628,3598,109,1723,5093,1503,6632,102,349
6563,R6563,5320,5004,1393,5837,3639,694,7861,1805,6846,8081
6564,R6564,284,4294,2802,1432,2500,5135,8643,38,3901,5662
6565,R6565,9788,3636,20,8075,1640,1816,1001,5868,363,6586
6566,R6566,4730,8958,286,5226,9564,8220,1626,145,2433,5557
6567,R6567,5165,2020,6305,4897,6773,4401,804,2456,840,8644
6568,R6568,440,5979,9661,5631,4862,2564,3210,7577,4070,1882
6569,R6569,7754,2868,3530,9742,2185,8798,3057,9417,6132,4310
6570,R6570,8935,4626,4947,2268,8192,8812,2698,3912,903,770
6571,R6571,4160,9976,8062,1636,1308,7133,6186,7992,4736,9765
6572,R6572,160,8893,6105,2485,1101,4681,9193,158,5525,1006
6573,R6573,5502,3548,812,3075,5121,7127,4459,6589,6746,154
6574,R6574,3047,1322,3107,7756,9229,1558,6344,2879,9972,6066
6575,R6575,764,7088,1588,3560,1491,7851,1216,1939,6294,7401
6576,R6576,7233,3498,8151,2109,3959,8087,6274,3610,5362,9878
6577,R6577,3367,1915,7699,5801,5135,6032,893,8899,4432,1812
6578,R6578,7651,6103,8365,4073,5263,2762,9628,3348,8145,2302
6579,R6579,8152,5962,9728,5549,2904,1800,4896,8599,1534,2602
6580,R6580,7458,1349,8791,1995,2423,9640,7346,5540,2753,8761
6581,R6581,9397,7517,9112,4056,8993,8468,3562,6543,7824,5690
6582,R6582,3582,4280,3145,6265,6579,8286,4730,1910,8785,8053
6583,R6583,2187,7712,3794,4575,2596,5045,5837,4050,4594,7103
6584,R6584,1143,2756,4810,1379,8721,9083,3295,7281,4668,6958
6585,R6585,4881,9488,8918,4969,5652,5528,5549,8656,1873,600
6586,R6586,3412,7640,5423,7085,2211,3113,6120,8952,7937,9748
6587,R6587,8787,5835,3305,6705,857,9257,7530,1900,6753,7273
6588,R6588,8351,7895,1745,4989,780,7476,8610,5821,707,3838
6589,R6589,3246,1622,6253,2229,6907,1843,206,584,6438,6660
6590,R6590,9890,9827,8359,9255,4367,5092,6022,8041,9576,2600
6591,R6591,882,3069,857,6102,8438,8106,8178,616,3622,9012
6592,R6592,6289,1960,9569,5087,8588,2229,4936,5426,8676,2775
6593,R6593,6154,7228,3817,3827,4346,4545,1434,2437,9228,6291
6594,R6594,6089,5078,7041,9749,5262,9460,394,8415,1442,4309
6595,R6595,4552,4294,4234,549,1610,1949,5991,5981,252,4886
6596,R6596,3170,6332,5871,3775,8663,4368,6878,3162,4664,6300
6597,R6597,2974,4400,4165,4593,555,9175,6865,455,5843,4350
6598,R6598,6210,4571,4580,8737,9079,4268,4187,5690,9709,3504
6599,R6599,8687,9024,6921,2772,7627,9495,413,5951,3203,7256
6600,R6600,4468,8102,4676,3592,729,9238,4766,9718,2005,784
6601,R6601,6905,6322,8791,2144,4614,3397,4311,2867,3417,805
6602,R6602,7890,2495,2755,794,9289,7267,887,4381,7855,8768
6603,R6603,1976,3364,5556,2987,5410,8571,4274,7613,5489,7112
6604,R6604,6585,5606,3314,5423,6973,6714,458,3309,511,4507
6605,R6605,2876,5337,1493,5333,2416,374,7476,3886,3576,4135
6606,R6606,7004,3068,1117,710,8107,6224,5064,3451,3545,1862
6607,R6607,9117,2954,9449,8523,4743,4246,1392,3363,4356,221
6608,R6608,5258,3911,7161,2193,2361,8660,956,4242,6937,8358
6609,R6609,900,1239,6333,5738,2239,2132,7601,4812,5269,9930
6610,R6610,4818,7278,2774,8933,626,8971,7124,2057,300,1193
6611,R6611,6259,4068,1870,4467,9186,3440,2814,908,5238,2126
6612,R6612,1559,5661,1075,2446,6987,1606,9678,7842,5029,1646
6613,R6613,334,6668,3393,4308,8773,7892,6688,3229,6878,9801
6614,R6614,4596,7652,3113,8891,260,9977,868,5151,1788,6729
6615,R6615,254,5488,2525,3536,5560,8241,569,61,4550,4652
6616,R6616,7523,5783,3425,3493,5153,8937,2871,5292,6417,4132
6617,R6617,765,62,8283,1831,4790,885,9479,8428,5193,4334
