id,label,attr_0,attr_1
7339,R7339,3020,265
7340,R7340,3000,255
7341,R7341,3212,92
7342,R7342,2645,20
7343,R7343,3050,164
7344,R7344,2885,359
7345,R7345,3050,78
7346,R7346,3031,286
7347,R7347,3225,5
7348,R7348,2936,75
7349,R7349,2851,232
7350,R7350,3033,301
7351,R7351,2368,322
7352,R7352,3396,34
7353,R7353,3070,59
7354,R7354,2824,232
7355,R7355,3084,344
7356,R7356,3264,340
7357,R7357,2850,116
7358,R7358,3123,69
7359,R7359,3256,188
7360,R7360,2945,33
7361,R7361,3155,14
7362,R7362,2787,356
7363,R7363,3243,184
7364,R7364,2890,114
7365,R7365,3214,139
7366,R7366,3133,170
7367,R7367,3392,323
7368,R7368,3312,324
7369,R7369,3206,164
7370,R7370,2923,30
7371,R7371,3008,48
7372,R7372,2251,213
7373,R7373,2723,63
7374,R7374,3216,40
7375,R7375,3344,29
7376,R7376,2996,286
7377,R7377,2916,267
7378,R7378,2940,39
7379,R7379,3218,118
7380,R7380,3003,227
7381,R7381,3131,118
7382,R7382,1989,100
7383,R7383,3319,137
7384,R7384,2386,85
7385,R7385,3020,11
7386,R7386,3185,66
7387,R7387,2702,25
7388,R7388,3191,215
7389,R7389,3056,194
7390,R7390,3218,142
7391,R7391,3118,14
7392,R7392,2863,323
7393,R7393,2866,358
7394,R7394,2964,291
7395,R7395,3244,39
7396,R7396,3148,0
7397,R7397,2982,198
7398,R7398,2988,20
7399,R7399,2918,338
7400,R7400,2644,281
7401,R7401,2887,275
7402,R7402,2959,21
7403,R7403,3123,64
7404,R7404,3253,180
7405,R7405,3034,50
7406,R7406,3101,341
7407,R7407,3040,88
7408,R7408,3160,151
7409,R7409,3182,89
7410,R7410,2761,316
7411,R7411,3060,18
7412,R7412,3113,266
7413,R7413,2866,145
7414,R7414,2721,57
7415,R7415,3237,324
7416,R7416,3018,119
7417,R7417,2611,189
7418,R7418,3380,329
7419,R7419,3100,78
7420,R7420,2803,346
7421,R7421,2202,122
7422,R7422,3212,159
7423,R7423,3243,293
7424,R7424,2874,10
7425,R7425,3345,347
7426,R7426,3123,138
7427,R7427,3214,110
7428,R7428,3172,24
7429,R7429,3184,261
7430,R7430,3158,241
7431,R7431,2939,23
7432,R7432,3011,40
7433,R7433,3065,120
7434,R7434,2997,168
7435,R7435,3083,165
7436,R7436,2860,343
7437,R7437,2727,217
7438,R7438,3130,9
7439,R7439,3241,135
7440,R7440,3008,118
7441,R7441,3144,113
7442,R7442,2844,135
7443,R7443,3364,174
7444,R7444,2809,259
7445,R7445,3083,142
7446,R7446,2978,57
7447,R7447,2963,69
7448,R7448,2754,103
7449,R7449,2205,353
7450,R7450,2939,256
7451,R7451,3051,34
7452,R7452,2944,110
7453,R7453,2962,90
7454,R7454,3124,47
7455,R7455,3149,356
7456,R7456,2877,108
7457,R7457,3001,51
7458,R7458,3273,293
7459,R7459,3150,272
7460,R7460,3073,162
7461,R7461,3246,82
7462,R7462,2575,258
7463,R7463,3358,284
7464,R7464,2867,144
7465,R7465,3192,148
7466,R7466,2343,328
7467,R7467,2679,28
7468,R7468,3302,343
7469,R7469,2765,52
7470,R7470,3221,39
7471,R7471,2886,20
7472,R7472,2608,51
7473,R7473,2846,28
7474,R7474,3132,121
7475,R7475,2944,26
7476,R7476,3120,163
7477,R7477,2765,41
7478,R7478,3008,219
7479,R7479,2991,35
7480,R7480,3226,222
7481,R7481,2814,65
7482,R7482,3266,353
7483,R7483,2358,81
7484,R7484,2922,180
7485,R7485,2960,19
7486,R7486,2627,52
7487,R7487,3083,248
7488,R7488,3116,342
7489,R7489,3129,48
7490,R7490,2772,77
7491,R7491,3142,43
7492,R7492,3016,286
7493,R7493,3135,70
7494,R7494,3288,326
7495,R7495,2921,351
7496,R7496,2316,337
7497,R7497,2831,14
7498,R7498,3331,186
7499,R7499,3132,3
7500,R7500,3260,134
7501,R7501,2841,356
7502,R7502,3255,170
7503,R7503,2975,166
7504,R7504,3342,197
7505,R7505,3208,37
7506,R7506,3008,79
7507,R7507,2801,248
7508,R7508,2668,38
7509,R7509,3162,140
7510,R7510,2607,88
7511,R7511,3111,326
7512,R7512,3216,216
7513,R7513,3280,212
7514,R7514,3235,144
7515,R7515,3229,203
7516,R7516,3099,331
7517,R7517,2734,315
7518,R7518,2950,299
7519,R7519,2361,350
7520,R7520,2189,292
7521,R7521,2088,313
7522,R7522,2333,118
7523,R7523,3293,72
7524,R7524,2993,340
7525,R7525,2690,198
7526,R7526,2527,72
7527,R7527,3193,321
7528,R7528,2978,41
7529,R7529,2350,35
7530,R7530,3064,114
7531,R7531,2736,153
7532,R7532,2664,100
7533,R7533,2228,1
7534,R7534,2911,8
7535,R7535,3082,222
7536,R7536,3020,283
7537,R7537,2839,252
7538,R7538,2899,244
7539,R7539,3100,12
7540,R7540,3296,68
7541,R7541,2385,149
7542,R7542,3246,21
7543,R7543,3154,98
7544,R7544,2255,34
7545,R7545,3027,65
7546,R7546,3008,220
7547,R7547,3214,63
7548,R7548,3197,8
7549,R7549,2006,292
7550,R7550,2975,16
7551,R7551,3148,133
7552,R7552,3108,284
7553,R7553,2734,351
7554,R7554,2748,149
7555,R7555,2962,93
7556,R7556,3183,342
7557,R7557,3035,82
7558,R7558,2773,13
7559,R7559,3093,132
7560,R7560,2968,39
7561,R7561,3097,282
7562,R7562,3122,247
7563,R7563,3422,229
7564,R7564,3008,45
7565,R7565,2990,24
7566,R7566,3044,131
7567,R7567,2622,131
7568,R7568,3273,75
7569,R7569,2446,320
7570,R7570,2796,125
7571,R7571,3269,322
7572,R7572,2863,150
7573,R7573,3172,343
7574,R7574,3240,277
7575,R7575,2890,147
7576,R7576,3022,282
7577,R7577,2756,198
7578,R7578,2659,54
7579,R7579,2598,72
7580,R7580,3106,350
7581,R7581,3337,126
7582,R7582,2948,21
7583,R7583,2912,358
7584,R7584,2817,99
7585,R7585,3263,67
7586,R7586,2866,210
7587,R7587,2714,140
7588,R7588,3168,280
7589,R7589,3029,115
7590,R7590,3069,22
7591,R7591,2686,23
7592,R7592,2783,8
7593,R7593,2944,189
7594,R7594,2960,297
7595,R7595,3008,202
7596,R7596,3278,76
7597,R7597,3180,33
7598,R7598,2602,338
7599,R7599,2932,154
7600,R7600,2896,114
7601,R7601,2833,57
7602,R7602,3139,18
7603,R7603,2997,33
7604,R7604,3238,110
7605,R7605,3063,330
7606,R7606,3172,136
7607,R7607,3045,31
7608,R7608,3070,2
7609,R7609,2644,81
7610,R7610,3057,339
7611,R7611,3082,315
7612,R7612,3108,141
7613,R7613,2925,340
7614,R7614,2828,50
7615,R7615,2333,70
7616,R7616,2391,344
7617,R7617,2963,276
7618,R7618,2989,105
7619,R7619,2524,309
7620,R7620,2952,1
7621,R7621,3172,9
7622,R7622,2918,335
7623,R7623,3057,280
7624,R7624,2739,79
7625,R7625,2449,316
7626,R7626,2735,69
7627,R7627,2328,342
7628,R7628,3304,4
7629,R7629,2513,144
7630,R7630,2779,27
7631,R7631,3035,336
7632,R7632,2854,83
7633,R7633,3116,72
7634,R7634,2846,118
7635,R7635,2839,73
7636,R7636,3103,135
7637,R7637,2945,7
7638,R7638,3234,199
7639,R7639,2309,226
7640,R7640,2988,147
7641,R7641,3085,323
7642,R7642,2916,358
7643,R7643,2772,278
7644,R7644,3187,181
7645,R7645,2745,71
7646,R7646,3155,36
7647,R7647,2682,332
7648,R7648,2919,124
7649,R7649,3243,51
7650,R7650,2955,58
7651,R7651,2783,46
7652,R7652,2949,114
7653,R7653,3391,50
7654,R7654,2998,45
7655,R7655,2865,70
7656,R7656,3185,33
7657,R7657,3404,185
7658,R7658,3163,18
7659,R7659,2704,39
7660,R7660,2350,42
7661,R7661,3011,67
7662,R7662,3268,156
7663,R7663,3195,102
7664,R7664,2128,267
7665,R7665,2971,22
7666,R7666,3062,288
7667,R7667,2939,295
7668,R7668,2643,63
7669,R7669,3373,126
7670,R7670,2735,73
7671,R7671,3066,134
7672,R7672,2517,24
7673,R7673,3066,285
7674,R7674,3285,27
7675,R7675,2956,184
7676,R7676,3244,161
7677,R7677,3368,205
7678,R7678,2280,234
7679,R7679,3329,26
7680,R7680,3021,297
7681,R7681,2719,289
7682,R7682,3155,108
7683,R7683,2978,324
7684,R7684,3551,354
7685,R7685,3043,164
7686,R7686,3191,104
7687,R7687,3008,126
7688,R7688,3115,113
7689,R7689,2991,38
7690,R7690,2839,173
7691,R7691,3299,288
7692,R7692,3102,266
7693,R7693,2913,18
7694,R7694,3274,116
7695,R7695,2844,135
7696,R7696,2952,275
7697,R7697,3132,125
7698,R7698,3017,8
7699,R7699,3146,121
7700,R7700,3223,46
7701,R7701,3249,317
7702,R7702,3029,42
7703,R7703,2619,7
7704,R7704,2947,49
7705,R7705,3235,348
7706,R7706,2923,193
7707,R7707,3246,312
7708,R7708,3189,50
7709,R7709,3225,127
7710,R7710,2754,127
7711,R7711,2937,83
7712,R7712,3380,34
7713,R7713,2605,108
7714,R7714,2820,88
7715,R7715,2292,43
7716,R7716,3074,311
7717,R7717,3182,77
7718,R7718,2918,311
7719,R7719,2583,329
7720,R7720,2790,33
7721,R7721,3007,64
7722,R7722,2890,310
7723,R7723,2985,156
7724,R7724,3386,112
7725,R7725,2398,129
7726,R7726,2778,78
7727,R7727,3237,351
7728,R7728,3063,263
7729,R7729,3021,310
7730,R7730,3027,261
7731,R7731,3325,328
7732,R7732,3114,137
7733,R7733,2560,175
7734,R7734,2600,76
7735,R7735,2909,167
7736,R7736,3278,92
7737,R7737,3142,82
7738,R7738,2154,37
7739,R7739,2978,7
7740,R7740,2446,51
7741,R7741,2944,53
7742,R7742,2848,284
7743,R7743,3049,23
7744,R7744,2946,341
7745,R7745,2947,351
7746,R7746,3056,124
7747,R7747,3335,108
7748,R7748,2939,63
7749,R7749,2234,264
7750,R7750,3242,310
7751,R7751,3120,156
7752,R7752,3062,106
7753,R7753,2714,133
7754,R7754,2944,95
7755,R7755,2616,115
7756,R7756,2595,85
7757,R7757,3283,80
7758,R7758,3357,22
7759,R7759,3211,31
7760,R7760,3035,66
7761,R7761,3136,288
7762,R7762,2713,16
7763,R7763,3076,283
7764,R7764,3077,45
7765,R7765,3042,324
7766,R7766,2638,110
7767,R7767,2874,344
7768,R7768,2125,291
7769,R7769,3010,342
7770,R7770,2929,263
7771,R7771,3019,121
7772,R7772,3230,225
7773,R7773,2809,112
7774,R7774,3204,261
7775,R7775,2949,297
7776,R7776,3066,317
7777,R7777,2850,16
7778,R7778,2886,333
7779,R7779,2952,90
7780,R7780,2939,191
7781,R7781,2854,320
7782,R7782,3112,270
7783,R7783,3100,4
7784,R7784,3250,312
7785,R7785,3035,82
7786,R7786,3220,3
7787,R7787,2491,21
7788,R7788,3364,309
7789,R7789,3185,311
7790,R7790,3214,282
7791,R7791,2730,52
7792,R7792,2965,306
7793,R7793,3045,110
7794,R7794,2966,337
7795,R7795,2969,11
7796,R7796,3139,18
7797,R7797,3152,233
7798,R7798,2698,45
7799,R7799,3273,313
7800,R7800,3199,34
7801,R7801,2867,9
7802,R7802,2939,45
7803,R7803,2880,299
7804,R7804,3302,91
7805,R7805,3446,90
7806,R7806,3368,129
7807,R7807,2603,99
7808,R7808,3244,178
7809,R7809,3083,347
7810,R7810,3246,28
7811,R7811,2945,93
7812,R7812,3313,47
7813,R7813,2631,26
7814,R7814,2489,57
7815,R7815,2077,53
7816,R7816,3213,310
7817,R7817,3442,49
7818,R7818,3032,321
7819,R7819,3174,318
7820,R7820,2990,55
7821,R7821,3032,338
7822,R7822,2923,63
7823,R7823,2834,180
7824,R7824,3013,324
7825,R7825,3418,316
7826,R7826,3184,179
7827,R7827,3031,238
7828,R7828,2906,272
7829,R7829,3024,263
7830,R7830,3139,87
7831,R7831,3210,353
7832,R7832,3144,109
7833,R7833,3033,56
7834,R7834,3108,196
7835,R7835,3076,262
7836,R7836,3200,222
7837,R7837,3200,204
7838,R7838,3041,160
7839,R7839,3232,356
7840,R7840,2839,36
7841,R7841,3100,96
7842,R7842,2837,279
7843,R7843,2812,120
7844,R7844,3275,309
7845,R7845,3206,209
7846,R7846,2802,326
7847,R7847,3200,219
7848,R7848,3221,21
7849,R7849,2929,239
7850,R7850,2772,117
7851,R7851,3258,315
7852,R7852,3162,156
7853,R7853,3000,5
7854,R7854,2306,68
7855,R7855,3274,288
7856,R7856,3257,262
7857,R7857,3345,190
7858,R7858,3037,344
7859,R7859,2937,321
7860,R7860,2467,107
7861,R7861,2921,333
7862,R7862,2948,69
7863,R7863,2816,350
7864,R7864,3188,95
7865,R7865,3015,27
7866,R7866,2832,284
7867,R7867,2752,232
7868,R7868,2639,67
7869,R7869,2628,32
7870,R7870,2783,23
7871,R7871,2471,234
7872,R7872,2967,278
7873,R7873,3101,70
7874,R7874,3083,180
7875,R7875,3208,265
7876,R7876,2834,149
7877,R7877,3363,0
7878,R7878,2975,149
7879,R7879,3213,317
7880,R7880,2829,130
7881,R7881,3158,162
7882,R7882,3194,278
7883,R7883,3322,93
7884,R7884,2654,331
7885,R7885,2320,349
7886,R7886,2769,107
7887,R7887,3257,178
7888,R7888,3345,79
7889,R7889,2813,31
7890,R7890,3001,94
7891,R7891,2757,13
7892,R7892,2745,115
7893,R7893,2922,234
7894,R7894,2965,113
7895,R7895,3165,184
7896,R7896,2777,359
7897,R7897,2811,28
7898,R7898,3051,276
7899,R7899,2353,349
7900,R7900,3089,294
7901,R7901,2574,47
7902,R7902,2715,353
7903,R7903,3175,198
7904,R7904,3081,87
7905,R7905,3072,118
7906,R7906,3054,43
7907,R7907,3042,106
7908,R7908,3134,109
7909,R7909,2212,265
7910,R7910,2932,119
7911,R7911,3135,105
7912,R7912,3115,157
7913,R7913,2663,178
7914,R7914,3045,38
7915,R7915,2943,101
7916,R7916,3170,167
7917,R7917,2968,8
7918,R7918,3120,342
7919,R7919,3210,165
7920,R7920,2903,117
7921,R7921,3020,145
7922,R7922,3098,15
7923,R7923,3359,283
7924,R7924,2466,96
7925,R7925,3210,311
7926,R7926,2588,51
7927,R7927,3325,133
7928,R7928,2917,121
7929,R7929,2767,180
7930,R7930,2786,29
7931,R7931,3231,327
7932,R7932,3207,346
7933,R7933,2975,64
7934,R7934,3202,137
7935,R7935,3275,221
7936,R7936,3303,359
7937,R7937,3041,157
7938,R7938,3251,13
7939,R7939,2350,69
7940,R7940,2676,59
7941,R7941,3142,23
7942,R7942,2976,17
7943,R7943,2579,42
7944,R7944,3041,80
7945,R7945,2896,151
7946,R7946,3243,317
7947,R7947,2921,131
7948,R7948,3171,62
7949,R7949,3193,63
7950,R7950,3373,180
7951,R7951,3221,158
7952,R7952,2942,13
7953,R7953,2525,12
7954,R7954,3328,39
7955,R7955,3009,344
7956,R7956,2939,45
7957,R7957,3183,322
7958,R7958,3223,131
7959,R7959,2978,202
7960,R7960,2437,286
7961,R7961,3273,351
7962,R7962,2975,207
7963,R7963,2798,63
7964,R7964,2846,288
7965,R7965,3085,138
7966,R7966,3017,208
7967,R7967,3095,149
7968,R7968,3123,178
7969,R7969,3215,219
7970,R7970,3105,306
7971,R7971,2615,18
7972,R7972,2140,66
7973,R7973,2831,23
7974,R7974,2891,44
7975,R7975,3092,339
7976,R7976,2400,17
7977,R7977,3256,37
7978,R7978,3130,31
7979,R7979,3200,332
7980,R7980,3018,323
7981,R7981,3051,88
7982,R7982,2758,73
7983,R7983,3115,0
7984,R7984,2983,143
7985,R7985,3132,128
7986,R7986,2582,356
7987,R7987,3028,332
7988,R7988,3272,349
7989,R7989,2834,142
7990,R7990,3120,46
7991,R7991,2579,296
7992,R7992,2964,159
7993,R7993,2044,346
7994,R7994,2909,79
7995,R7995,3137,188
7996,R7996,3233,10
7997,R7997,2958,87
7998,R7998,3026,290
7999,R7999,2900,120
8000,R8000,3150,48
8001,R8001,2712,260
8002,R8002,3031,161
8003,R8003,2639,77
8004,R8004,3227,163
8005,R8005,2936,267
8006,R8006,2910,10
8007,R8007,2157,80
8008,R8008,3202,351
8009,R8009,2587,297
8010,R8010,3175,73
8011,R8011,3144,164
8012,R8012,3207,112
8013,R8013,2765,341
8014,R8014,2966,63
8015,R8015,3286,95
8016,R8016,3191,85
8017,R8017,3084,280
8018,R8018,3188,45
8019,R8019,2707,23
8020,R8020,3257,103
8021,R8021,2820,84
8022,R8022,2366,39
8023,R8023,3270,50
8024,R8024,2817,16
8025,R8025,2919,279
8026,R8026,2517,79
8027,R8027,2470,288
8028,R8028,3104,45
8029,R8029,3112,241
8030,R8030,2890,250
8031,R8031,2793,124
8032,R8032,3241,59
8033,R8033,2971,270
8034,R8034,2879,107
8035,R8035,2684,194
8036,R8036,3299,252
8037,R8037,3047,277
8038,R8038,2714,209
8039,R8039,2653,73
8040,R8040,2746,63
8041,R8041,2649,219
8042,R8042,2654,337
8043,R8043,3285,247
8044,R8044,2946,168
8045,R8045,3688,8
8046,R8046,2633,66
8047,R8047,3278,187
8048,R8048,3085,188
8049,R8049,3010,242
8050,R8050,3369,336
8051,R8051,3323,208
8052,R8052,3220,96
8053,R8053,3052,117
8054,R8054,2890,307
8055,R8055,3134,105
8056,R8056,2661,85
8057,R8057,2585,63
8058,R8058,1920,29
8059,R8059,2712,68
8060,R8060,3095,116
8061,R8061,3011,199
8062,R8062,3001,126
8063,R8063,2980,350
8064,R8064,2981,333
8065,R8065,3149,298
8066,R8066,3159,347
8067,R8067,2883,0
8068,R8068,3218,38
8069,R8069,3170,282
8070,R8070,2869,233
8071,R8071,3186,127
8072,R8072,3334,338
8073,R8073,3243,93
8074,R8074,2611,315
8075,R8075,2809,357
8076,R8076,3178,101
8077,R8077,3022,343
8078,R8078,2798,342
8079,R8079,2777,53
8080,R8080,3198,340
8081,R8081,3045,4
8082,R8082,2828,54
8083,R8083,3259,207
8084,R8084,3098,271
8085,R8085,3273,62
8086,R8086,3160,69
8087,R8087,2679,17
8088,R8088,3084,9
8089,R8089,2846,265
8090,R8090,2479,312
8091,R8091,2769,337
8092,R8092,2814,29
8093,R8093,3139,262
8094,R8094,2623,52
8095,R8095,2993,315
8096,R8096,3030,251
8097,R8097,2112,60
8098,R8098,3342,111
8099,R8099,3386,337
8100,R8100,2495,324
8101,R8101,2930,50
8102,R8102,2778,220
8103,R8103,3227,61
8104,R8104,3096,324
8105,R8105,3113,64
8106,R8106,2921,44
8107,R8107,3305,358
8108,R8108,2765,95
8109,R8109,3044,84
8110,R8110,3250,11
8111,R8111,2913,7
8112,R8112,2810,81
8113,R8113,2841,26
8114,R8114,3277,27
8115,R8115,3108,287
8116,R8116,2612,22
8117,R8117,3019,306
8118,R8118,2614,79
8119,R8119,2636,64
8120,R8120,3072,292
8121,R8121,3264,236
8122,R8122,2863,13
8123,R8123,3041,311
8124,R8124,3252,296
8125,R8125,2983,253
8126,R8126,3056,4
8127,R8127,2612,76
8128,R8128,3270,41
8129,R8129,3228,154
8130,R8130,3044,83
8131,R8131,3167,229
8132,R8132,3188,136
8133,R8133,2199,112
8134,R8134,2571,156
8135,R8135,2445,151
8136,R8136,2661,88
8137,R8137,3131,186
8138,R8138,3013,41
8139,R8139,2696,299
8140,R8140,3187,87
8141,R8141,3221,155
8142,R8142,3153,53
8143,R8143,3057,354
8144,R8144,2650,27
8145,R8145,2888,63
8146,R8146,3211,215
8147,R8147,2982,113
8148,R8148,3340,116
8149,R8149,2964,258
8150,R8150,3211,23
8151,R8151,2818,32
8152,R8152,3265,13
8153,R8153,3417,211
8154,R8154,2152,357
8155,R8155,2915,330
8156,R8156,3158,321
8157,R8157,2754,172
8158,R8158,2038,59
8159,R8159,3006,181
8160,R8160,3187,350
8161,R8161,3118,27
8162,R8162,2902,354
8163,R8163,2769,60
8164,R8164,3210,342
8165,R8165,3356,42
8166,R8166,3181,65
8167,R8167,3059,92
8168,R8168,3293,169
8169,R8169,3257,182
8170,R8170,3236,228
8171,R8171,3024,184
8172,R8172,3458,176
8173,R8173,2741,101
8174,R8174,3274,3
8175,R8175,2725,92
8176,R8176,2914,76
8177,R8177,3217,18
8178,R8178,3326,172
8179,R8179,2673,51
8180,R8180,3180,50
8181,R8181,3014,0
8182,R8182,2682,143
8183,R8183,3189,148
8184,R8184,2831,347
8185,R8185,2154,8
8186,R8186,2696,144
8187,R8187,3023,305
8188,R8188,3116,82
8189,R8189,2317,323
8190,R8190,2986,22
8191,R8191,2565,182
8192,R8192,2909,233
8193,R8193,3206,33
8194,R8194,2495,353
8195,R8195,2890,142
8196,R8196,3029,81
8197,R8197,3146,73
8198,R8198,3240,322
8199,R8199,2772,274
8200,R8200,2752,347
8201,R8201,2803,51
8202,R8202,3270,293
8203,R8203,3389,183
8204,R8204,2969,59
8205,R8205,3306,213
8206,R8206,3244,354
8207,R8207,3187,82
8208,R8208,3261,9
8209,R8209,2945,121
8210,R8210,2449,340
8211,R8211,3379,345
8212,R8212,2731,31
8213,R8213,2139,341
8214,R8214,3223,288
8215,R8215,3126,86
8216,R8216,2778,7
8217,R8217,2803,122
8218,R8218,3072,17
8219,R8219,3194,18
8220,R8220,2645,86
8221,R8221,3249,264
8222,R8222,3136,149
8223,R8223,3154,282
8224,R8224,2477,178
8225,R8225,3420,49
8226,R8226,2695,31
8227,R8227,3228,349
8228,R8228,3196,30
8229,R8229,2657,73
8230,R8230,3244,156
8231,R8231,2244,330
8232,R8232,2543,48
8233,R8233,2920,125
8234,R8234,2736,85
8235,R8235,2973,216
8236,R8236,3088,7
8237,R8237,2870,128
8238,R8238,3262,263
8239,R8239,2965,185
8240,R8240,2034,48
8241,R8241,2951,116
8242,R8242,2748,61
8243,R8243,3033,271
8244,R8244,3042,86
8245,R8245,3102,9
8246,R8246,2955,63
8247,R8247,3073,262
8248,R8248,3224,344
8249,R8249,2099,151
8250,R8250,2912,18
8251,R8251,3076,58
8252,R8252,2886,33
8253,R8253,2593,359
8254,R8254,2978,180
8255,R8255,3294,83
8256,R8256,3126,79
8257,R8257,3281,18
8258,R8258,2795,176
8259,R8259,2879,144
8260,R8260,2758,46
8261,R8261,3098,286
8262,R8262,2698,163
8263,R8263,2983,75
8264,R8264,2879,43
8265,R8265,2929,166
8266,R8266,3245,164
8267,R8267,2273,313
8268,R8268,2907,6
8269,R8269,2694,122
8270,R8270,3195,320
8271,R8271,2774,133
8272,R8272,3187,12
8273,R8273,2086,254
8274,R8274,2763,223
8275,R8275,2687,235
8276,R8276,3282,152
8277,R8277,3208,12
8278,R8278,2715,142
8279,R8279,3234,241
8280,R8280,2839,93
8281,R8281,2812,330
8282,R8282,3327,270
8283,R8283,2739,63
8284,R8284,3146,230
8285,R8285,2703,127
8286,R8286,2901,8
8287,R8287,2894,30
8288,R8288,2579,91
8289,R8289,3149,3
8290,R8290,3271,230
8291,R8291,3276,87
8292,R8292,3348,335
8293,R8293,2764,111
8294,R8294,2643,85
8295,R8295,2939,203
8296,R8296,2891,131
8297,R8297,2744,249
8298,R8298,3197,259
8299,R8299,2669,87
8300,R8300,2885,68
8301,R8301,2850,90
8302,R8302,2968,39
8303,R8303,3026,185
8304,R8304,2210,194
8305,R8305,2841,140
8306,R8306,3076,183
8307,R8307,2405,194
8308,R8308,2217,87
8309,R8309,3178,34
8310,R8310,2870,333
8311,R8311,2992,96
8312,R8312,2982,295
8313,R8313,2705,356
8314,R8314,3100,162
8315,R8315,2956,23
8316,R8316,3251,225
8317,R8317,3248,8
8318,R8318,3047,50
8319,R8319,2905,336
8320,R8320,3136,276
8321,R8321,2945,90
8322,R8322,2783,56
8323,R8323,3266,146
8324,R8324,3074,76
8325,R8325,3027,8
8326,R8326,3094,256
8327,R8327,2748,60
8328,R8328,2656,59
8329,R8329,2967,6
8330,R8330,2882,109
8331,R8331,2800,79
8332,R8332,2944,89
8333,R8333,3001,90
8334,R8334,3073,24
8335,R8335,2833,53
8336,R8336,2868,122
8337,R8337,2765,163
8338,R8338,3106,0
8339,R8339,3198,353
8340,R8340,2932,21
8341,R8341,2705,70
8342,R8342,3255,43
8343,R8343,3022,172
8344,R8344,3087,184
8345,R8345,3040,73
8346,R8346,2762,37
8347,R8347,2762,13
8348,R8348,3414,142
8349,R8349,2746,163
8350,R8350,3076,34
8351,R8351,3303,308
8352,R8352,2812,182
8353,R8353,3093,60
8354,R8354,2952,341
8355,R8355,3140,228
8356,R8356,2962,257
8357,R8357,3256,20
8358,R8358,2427,190
8359,R8359,3226,59
8360,R8360,2786,49
8361,R8361,2891,90
8362,R8362,2882,21
8363,R8363,3206,126
8364,R8364,3190,57
8365,R8365,3314,64
8366,R8366,2945,84
8367,R8367,2452,168
8368,R8368,2850,57
8369,R8369,2303,308
8370,R8370,2995,7
8371,R8371,2871,171
8372,R8372,3055,43
8373,R8373,2976,100
8374,R8374,3321,328
8375,R8375,2696,169
8376,R8376,2993,315
8377,R8377,3567,81
8378,R8378,3182,4
8379,R8379,2998,31
8380,R8380,3257,212
8381,R8381,2625,339
8382,R8382,3031,49
8383,R8383,3052,270
8384,R8384,3240,125
8385,R8385,3020,285
8386,R8386,2613,47
8387,R8387,2201,337
8388,R8388,2728,52
8389,R8389,2656,247
8390,R8390,3208,315
8391,R8391,2978,42
8392,R8392,3182,51
8393,R8393,3083,16
8394,R8394,3011,37
8395,R8395,2680,41
8396,R8396,2659,102
8397,R8397,3148,40
8398,R8398,2704,52
8399,R8399,2684,40
8400,R8400,3188,51
8401,R8401,2299,7
8402,R8402,2979,42
8403,R8403,2614,313
8404,R8404,3226,355
8405,R8405,2661,76
8406,R8406,2945,243
8407,R8407,3231,323
8408,R8408,3064,52
8409,R8409,2648,54
8410,R8410,3186,90
8411,R8411,2797,31
8412,R8412,3140,52
8413,R8413,2760,36
8414,R8414,3163,164
8415,R8415,2965,319
8416,R8416,3044,54
8417,R8417,2795,18
8418,R8418,3063,65
8419,R8419,2896,83
8420,R8420,3193,322
8421,R8421,2576,36
8422,R8422,3215,217
8423,R8423,3244,269
8424,R8424,3379,69
8425,R8425,2562,268
8426,R8426,3225,42
8427,R8427,2542,22
8428,R8428,2133,335
8429,R8429,3583,42
8430,R8430,3340,293
8431,R8431,2836,267
8432,R8432,3224,170
8433,R8433,3149,348
8434,R8434,3085,249
8435,R8435,2900,294
8436,R8436,2908,141
8437,R8437,2671,116
8438,R8438,2982,0
8439,R8439,3358,270
8440,R8440,2876,354
8441,R8441,3208,110
8442,R8442,2968,171
8443,R8443,2507,320
8444,R8444,3049,88
8445,R8445,2181,337
8446,R8446,3044,18
8447,R8447,3070,23
8448,R8448,2042,296
8449,R8449,2725,87
8450,R8450,2724,139
8451,R8451,3081,28
8452,R8452,2962,172
8453,R8453,3253,21
8454,R8454,2975,315
8455,R8455,3042,157
8456,R8456,3290,45
8457,R8457,2618,44
8458,R8458,2889,210
8459,R8459,3178,1
8460,R8460,3221,45
8461,R8461,3042,342
8462,R8462,3172,136
8463,R8463,2955,35
8464,R8464,2378,145
8465,R8465,3404,268
8466,R8466,3307,82
8467,R8467,3280,31
8468,R8468,2987,297
8469,R8469,3152,63
8470,R8470,2674,180
8471,R8471,3132,261
8472,R8472,3165,170
8473,R8473,3021,98
8474,R8474,2978,112
8475,R8475,2674,210
8476,R8476,2998,135
8477,R8477,3139,21
8478,R8478,3102,181
8479,R8479,2703,336
8480,R8480,2962,345
8481,R8481,3161,279
8482,R8482,2374,67
8483,R8483,3177,74
8484,R8484,3141,202
8485,R8485,2928,56
8486,R8486,3317,23
8487,R8487,3153,343
8488,R8488,3250,66
8489,R8489,2699,135
8490,R8490,2669,32
8491,R8491,2735,180
8492,R8492,3256,334
8493,R8493,2906,57
8494,R8494,2948,315
8495,R8495,2937,345
8496,R8496,2934,323
8497,R8497,3073,31
8498,R8498,2522,163
8499,R8499,2982,356
8500,R8500,2985,185
8501,R8501,3332,351
8502,R8502,2974,161
8503,R8503,3178,67
