id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
8511,R8511,2903,99,13,60,7,4460,241
8512,R8512,3068,303,19,674,298,960,165
8513,R8513,3177,72,2,30,0,5236,222
8514,R8514,3185,31,4,124,3,4315,219
8515,R8515,3309,150,11,192,41,3245,235
8516,R8516,3260,201,18,514,144,2791,209
8517,R8517,3294,43,15,270,68,4367,221
8518,R8518,3273,75,11,450,-5,1503,234
8519,R8519,2548,293,10,42,5,1611,193
8520,R8520,3226,345,16,631,87,2086,188
8521,R8521,3330,153,23,845,214,2700,240
8522,R8522,2768,349,21,85,19,2910,176
8523,R8523,2845,28,10,297,34,1548,216
8524,R8524,2977,199,27,180,-14,2139,200
8525,R8525,3263,101,11,511,39,1200,238
8526,R8526,2814,330,27,85,42,3776,145
8527,R8527,3124,96,6,90,-5,591,231
8528,R8528,2562,50,21,124,34,454,225
8529,R8529,3161,96,19,124,-7,1224,247
8530,R8530,2924,113,2,180,15,4090,222
8531,R8531,2883,284,14,170,22,2779,182
8532,R8532,2922,115,25,134,36,5910,253
8533,R8533,2955,6,5,309,42,3596,214
8534,R8534,2818,88,17,30,10,5285,243
8535,R8535,3415,74,10,860,-77,842,233
8536,R8536,3390,234,15,573,133,3540,194
8537,R8537,2597,90,12,170,33,1061,239
8538,R8538,2735,57,8,323,31,2312,226
8539,R8539,2944,343,11,484,46,3381,199
8540,R8540,3241,67,14,569,73,3904,233
8541,R8541,3018,109,10,127,17,6296,238
8542,R8542,3051,296,20,85,24,1350,159
8543,R8543,3090,248,3,153,-6,815,214
8544,R8544,3105,192,10,350,42,1915,219
8545,R8545,2774,350,14,127,27,2792,193
8546,R8546,3340,321,10,371,13,5146,194
8547,R8547,2987,274,7,30,4,1889,201
8548,R8548,3155,15,5,782,-39,524,216
8549,R8549,2478,264,7,366,91,810,202
8550,R8550,2724,357,29,67,18,1666,162
8551,R8551,3039,306,20,255,66,994,160
8552,R8552,3367,281,14,480,-8,3037,180
8553,R8553,3200,88,14,0,0,2766,240
8554,R8554,3169,117,20,339,89,3355,250
8555,R8555,2727,71,9,324,-11,983,231
8556,R8556,2805,255,11,67,14,2135,195
8557,R8557,2595,43,9,600,16,1142,222
8558,R8558,3280,280,5,60,16,3444,205
8559,R8559,2841,230,24,120,4,1771,177
8560,R8560,3195,339,8,42,5,5114,203
8561,R8561,3190,264,12,633,77,797,191
8562,R8562,2592,119,15,108,15,1082,245
8563,R8563,3184,341,21,960,-18,1471,173
8564,R8564,3044,338,13,234,59,2526,191
8565,R8565,2394,287,28,277,189,1209,131
8566,R8566,2968,228,25,240,55,5195,174
8567,R8567,3249,21,19,920,120,2233,205
8568,R8568,2710,346,14,240,30,2215,193
8569,R8569,3124,334,7,488,-61,1044,204
8570,R8570,2523,270,2,162,30,973,213
8571,R8571,2864,358,23,150,39,955,178
8572,R8572,3123,189,6,216,14,6612,220
8573,R8573,3151,58,9,430,18,1800,227
8574,R8574,3163,169,4,0,0,1952,222
8575,R8575,2474,21,21,67,0,731,202
8576,R8576,3076,211,6,759,17,272,216
8577,R8577,2962,242,12,499,59,5728,196
8578,R8578,2766,98,13,30,-7,794,240
8579,R8579,3182,344,17,420,122,1489,183
8580,R8580,3238,45,8,612,31,1691,223
8581,R8581,3271,265,15,242,48,3483,181
8582,R8582,3172,156,29,716,291,1154,237
8583,R8583,2662,345,7,240,10,765,207
8584,R8584,2202,312,7,270,130,0,200
8585,R8585,2859,21,12,124,49,127,212
8586,R8586,2290,349,30,150,63,1233,151
8587,R8587,3193,346,16,150,22,1065,187
8588,R8588,2797,77,13,67,8,1795,236
8589,R8589,2339,337,16,242,123,716,182
8590,R8590,2804,36,13,700,113,420,219
8591,R8591,3044,36,8,108,17,6349,220
8592,R8592,3277,1,25,382,103,1822,176
8593,R8593,2661,46,25,295,168,930,218
8594,R8594,3365,288,5,306,26,1230,205
8595,R8595,3011,234,16,470,142,2944,191
8596,R8596,2799,79,13,283,50,1803,237
8597,R8597,3188,317,9,569,13,3878,197
8598,R8598,2727,187,27,190,90,1507,212
8599,R8599,2926,28,8,108,10,4643,217
8600,R8600,2831,163,8,30,-4,2044,228
8601,R8601,2671,334,24,108,27,1734,159
8602,R8602,3153,9,18,532,37,2041,196
8603,R8603,3292,291,7,960,157,990,199
8604,R8604,2766,9,13,339,64,2907,205
8605,R8605,3101,62,13,85,14,1630,230
8606,R8606,2903,301,17,150,36,4137,172
8607,R8607,2946,56,22,120,17,2060,228
8608,R8608,2033,320,43,175,142,162,79
8609,R8609,2828,306,21,277,74,2428,156
8610,R8610,2814,88,12,192,43,1328,238
8611,R8611,2599,104,21,180,112,782,250
8612,R8612,2878,183,15,175,46,1073,222
8613,R8613,3373,81,9,335,41,2563,232
8614,R8614,2917,354,25,150,51,1146,169
8615,R8615,3112,305,26,510,282,1470,139
8616,R8616,3296,83,16,309,73,3241,241
8617,R8617,2879,296,6,95,14,1812,203
8618,R8618,3291,45,28,108,6,5041,214
8619,R8619,2901,33,10,258,31,3451,218
8620,R8620,2551,244,12,339,23,904,195
8621,R8621,2376,59,21,60,36,1100,231
8622,R8622,2605,355,11,42,5,1556,202
8623,R8623,3028,0,13,127,24,2730,200
8624,R8624,2669,25,13,210,-16,912,213
8625,R8625,2751,69,7,339,35,1621,228
8626,R8626,2232,328,12,42,4,1289,191
8627,R8627,3039,276,21,379,118,2919,158
8628,R8628,3043,160,10,67,-9,2255,231
8629,R8629,3244,21,15,626,126,3048,208
8630,R8630,3014,249,17,600,-106,1825,181
8631,R8631,2913,90,7,228,10,4095,231
8632,R8632,3137,42,13,725,21,2125,222
8633,R8633,3177,181,14,792,-41,849,224
8634,R8634,3327,51,6,408,103,2967,223
8635,R8635,2710,173,29,60,20,2541,224
8636,R8636,2411,170,28,120,53,552,227
8637,R8637,3109,31,15,153,3,914,215
8638,R8638,2754,0,27,319,150,1320,170
8639,R8639,2935,89,18,212,57,1572,244
8640,R8640,2658,253,15,30,3,1466,185
8641,R8641,2074,58,33,361,10,379,222
8642,R8642,2286,286,26,210,84,1104,139
8643,R8643,3169,113,7,384,107,3945,233
8644,R8644,3106,68,13,658,238,2054,233
8645,R8645,2839,103,18,212,60,690,247
8646,R8646,3041,83,11,0,0,3226,235
8647,R8647,3182,68,8,270,7,3681,229
8648,R8648,3331,239,8,469,6,741,205
8649,R8649,3329,2,27,331,73,5259,171
8650,R8650,3022,132,24,495,245,895,250
8651,R8651,2896,122,32,108,42,6169,254
8652,R8652,3383,25,11,402,115,5126,215
8653,R8653,3257,62,5,190,5,6359,224
8654,R8654,2847,39,12,255,46,1328,220
8655,R8655,2393,336,31,108,39,750,138
8656,R8656,3033,270,7,309,49,3107,202
8657,R8657,2725,154,17,108,24,1601,238
8658,R8658,3219,290,19,330,101,1205,165
8659,R8659,2858,39,13,127,0,2951,220
8660,R8660,3191,37,7,430,59,3182,220
8661,R8661,2600,336,13,319,134,525,190
8662,R8662,2849,134,21,162,59,4543,248
8663,R8663,3112,5,18,283,32,1574,195
8664,R8664,3062,322,14,60,8,1650,183
8665,R8665,3080,54,8,277,-9,6780,225
8666,R8666,3004,283,25,607,-116,1931,143
8667,R8667,3146,55,13,153,14,624,228
8668,R8668,3336,247,6,30,2,1230,207
8669,R8669,2959,158,9,309,42,5317,231
8670,R8670,3194,100,50,127,96,2970,237
8671,R8671,2955,30,9,30,3,4478,218
8672,R8672,2510,324,14,192,41,150,183
8673,R8673,2844,164,15,124,40,4264,232
8674,R8674,3327,169,15,537,48,4137,230
8675,R8675,3237,344,9,819,219,4315,203
8676,R8676,2851,87,34,60,44,1712,246
8677,R8677,3230,341,9,30,4,4561,201
8678,R8678,2998,265,8,684,102,5838,200
8679,R8679,2927,82,17,256,40,2039,241
8680,R8680,3099,257,10,30,1,2059,196
8681,R8681,3076,332,5,285,22,2768,209
8682,R8682,2190,56,32,234,50,666,221
8683,R8683,3162,152,11,247,53,2912,234
8684,R8684,2804,135,10,319,36,3553,236
8685,R8685,2971,5,21,400,-54,631,187
8686,R8686,3393,336,8,474,101,2571,203
8687,R8687,3008,23,10,212,13,4519,214
8688,R8688,3284,331,27,30,13,2486,147
8689,R8689,2791,281,8,0,0,2132,199
8690,R8690,3248,114,16,295,66,1296,246
8691,R8691,2788,88,8,175,10,3048,232
8692,R8692,2903,68,18,90,14,4745,235
8693,R8693,3177,62,13,418,73,2942,230
8694,R8694,2771,34,12,30,2,2387,218
8695,R8695,2591,326,10,108,20,1570,195
8696,R8696,2923,349,14,201,38,3334,194
8697,R8697,2645,114,6,255,26,272,230
8698,R8698,3210,284,4,792,26,1050,209
8699,R8699,2548,92,14,443,29,361,242
8700,R8700,2632,9,19,175,75,808,195
8701,R8701,2758,61,29,242,109,1182,229
8702,R8702,2982,297,3,242,17,4881,210
8703,R8703,3112,133,12,210,33,5128,239
8704,R8704,2794,146,14,162,24,1026,239
8705,R8705,3029,306,8,30,4,3388,198
8706,R8706,2852,252,13,90,8,2058,190
8707,R8707,2925,142,3,240,17,4060,223
8708,R8708,2113,274,28,90,55,984,133
8709,R8709,2560,346,4,350,23,1170,212
8710,R8710,2585,55,6,162,0,964,224
8711,R8711,3204,300,20,366,61,1959,159
8712,R8712,2440,305,18,30,12,658,168
8713,R8713,2923,305,10,134,30,1999,194
8714,R8714,2871,185,29,240,109,1442,212
8715,R8715,2976,27,8,815,178,2852,217
8716,R8716,3186,345,11,175,12,2100,198
8717,R8717,3129,10,15,216,19,1693,202
8718,R8718,3031,15,13,443,7,3791,208
8719,R8719,2985,35,18,216,66,2177,216
8720,R8720,3163,126,14,182,29,811,243
8721,R8721,3063,76,6,300,-36,684,228
8722,R8722,3239,270,10,228,51,2721,193
8723,R8723,2911,113,5,90,0,1677,230
8724,R8724,3253,60,22,240,38,4648,231
8725,R8725,2674,10,5,30,-1,1767,214
8726,R8726,2726,86,25,67,-15,150,247
8727,R8727,3032,96,5,268,39,2671,228
8728,R8728,3193,270,10,459,81,1231,194
8729,R8729,3172,120,25,319,81,3427,253
8730,R8730,2919,66,13,95,2,680,232
8731,R8731,3319,47,20,134,30,4535,222
8732,R8732,2345,317,17,30,10,362,174
8733,R8733,2941,59,15,408,159,1387,230
8734,R8734,3205,39,17,30,11,1992,218
8735,R8735,2893,77,29,277,119,4160,241
8736,R8736,2815,39,9,42,12,2293,221
8737,R8737,3703,6,10,1114,294,5109,208
8738,R8738,2199,358,36,162,96,1019,144
8739,R8739,3300,190,9,492,73,3818,220
8740,R8740,3007,206,17,175,42,1670,207
8741,R8741,2971,354,13,295,89,780,198
8742,R8742,2935,258,24,480,301,1722,156
8743,R8743,3073,359,17,95,35,2724,193
8744,R8744,2296,318,22,30,16,631,158
8745,R8745,3507,30,17,631,95,2729,213
8746,R8746,2964,352,12,90,24,1369,199
8747,R8747,3006,27,27,309,130,1922,197
8748,R8748,2678,135,7,258,-3,1846,232
8749,R8749,3036,88,5,153,13,2958,228
8750,R8750,2865,153,12,67,9,3260,234
8751,R8751,2912,223,18,120,19,5059,194
8752,R8752,2562,123,7,0,0,1203,231
8753,R8753,3390,345,12,516,98,2536,196
8754,R8754,2625,24,11,216,43,1600,214
8755,R8755,2892,157,11,446,28,2098,232
8756,R8756,2965,7,16,153,-2,4640,199
8757,R8757,2886,74,14,408,121,1549,236
8758,R8758,3224,24,9,124,0,1812,216
8759,R8759,3128,328,8,180,18,5292,202
8760,R8760,3195,19,14,95,24,942,208
8761,R8761,3099,309,28,722,324,942,135
8762,R8762,3189,284,2,67,3,1398,214
8763,R8763,3058,51,12,67,-2,1705,226
8764,R8764,2638,80,7,190,-10,424,230
8765,R8765,2832,338,11,60,7,2406,195
8766,R8766,2787,57,28,85,8,216,227
8767,R8767,3025,213,10,270,41,3072,212
8768,R8768,3197,50,4,552,-23,5411,221
8769,R8769,3138,23,12,400,140,4790,212
8770,R8770,2786,105,7,228,36,2896,233
8771,R8771,3134,109,22,361,96,908,251
8772,R8772,3045,140,17,85,23,769,243
8773,R8773,3121,78,23,153,59,4006,242
8774,R8774,2731,77,4,170,18,2197,226
8775,R8775,3216,5,6,510,25,1742,213
8776,R8776,2843,122,17,484,72,960,247
8777,R8777,3290,73,24,242,90,3765,240
8778,R8778,2852,73,6,85,13,3967,227
8779,R8779,2988,146,5,408,23,4953,227
8780,R8780,3060,157,6,543,56,5774,227
8781,R8781,2939,162,9,459,33,2708,229
8782,R8782,3252,89,13,330,56,150,240
8783,R8783,2991,88,16,124,30,2006,242
8784,R8784,2926,74,12,153,10,4974,235
8785,R8785,2530,128,14,339,75,361,243
8786,R8786,3089,307,5,95,7,240,206
8787,R8787,3302,320,16,693,74,2024,177
8788,R8788,2604,186,10,30,0,1262,222
8789,R8789,2197,352,26,0,0,1080,166
8790,R8790,2982,45,2,300,30,4348,220
8791,R8791,2681,102,8,390,34,741,234
8792,R8792,2884,158,8,170,51,3872,229
8793,R8793,2863,175,26,108,32,4041,224
8794,R8794,2811,29,10,85,0,624,217
8795,R8795,2995,18,7,485,10,1770,215
8796,R8796,2765,215,22,240,-29,1507,194
8797,R8797,2958,282,22,108,23,720,152
8798,R8798,3049,326,2,384,29,4549,215
8799,R8799,3024,63,11,424,20,5425,230
8800,R8800,2663,135,6,30,4,2100,229
8801,R8801,3039,135,2,30,-1,990,222
8802,R8802,3027,233,9,780,36,5851,205
8803,R8803,2737,47,32,150,84,1357,213
8804,R8804,2984,9,8,309,51,1761,211
8805,R8805,3327,88,15,85,14,3600,241
8806,R8806,3263,133,18,721,147,2522,246
8807,R8807,2185,156,32,67,30,1518,237
8808,R8808,3045,351,16,30,9,4669,189
8809,R8809,3280,38,14,376,91,4260,219
8810,R8810,3123,32,15,335,13,2920,216
8811,R8811,3244,103,17,360,106,1812,247
8812,R8812,3249,118,12,660,61,1451,241
8813,R8813,3047,37,5,323,60,819,220
8814,R8814,3094,0,1,335,17,2630,217
8815,R8815,2924,158,11,30,3,1410,232
8816,R8816,2282,37,26,108,39,638,209
8817,R8817,3573,119,28,940,354,2607,254
8818,R8818,2697,64,9,335,46,547,229
8819,R8819,2865,39,3,42,0,1385,220
8820,R8820,3274,158,15,480,72,2722,235
8821,R8821,3237,173,14,285,30,4176,228
8822,R8822,3146,111,6,272,38,5461,230
8823,R8823,3453,96,18,324,56,2347,246
8824,R8824,2575,319,21,234,109,607,160
8825,R8825,3113,7,23,467,0,1253,185
8826,R8826,2884,192,7,270,35,2977,220
8827,R8827,2525,105,7,150,-3,600,233
8828,R8828,2883,310,12,216,17,3421,186
8829,R8829,2574,332,17,0,0,566,177
8830,R8830,3246,228,28,201,37,2067,167
8831,R8831,2395,30,28,247,125,805,198
8832,R8832,3138,86,32,457,33,810,246
8833,R8833,2974,328,12,323,78,4084,190
8834,R8834,1920,136,15,85,21,95,243
8835,R8835,2846,123,18,466,75,1020,247
8836,R8836,3108,338,5,503,23,1201,209
8837,R8837,2582,112,26,42,15,908,253
8838,R8838,3105,107,15,150,34,270,245
8839,R8839,2201,330,21,108,33,1328,165
8840,R8840,2883,153,14,85,13,4149,236
8841,R8841,2572,52,12,451,44,618,226
8842,R8842,3054,69,7,480,-45,4061,228
8843,R8843,3388,330,26,390,159,3518,150
8844,R8844,3133,325,13,335,0,1847,187
8845,R8845,3178,93,13,324,65,3628,241
8846,R8846,3137,293,7,573,100,2916,200
8847,R8847,3067,104,21,42,10,6791,250
8848,R8848,2949,239,13,450,46,5668,195
8849,R8849,2998,13,8,658,82,5656,213
8850,R8850,2911,11,2,234,32,4116,217
8851,R8851,3141,55,8,201,41,5355,225
8852,R8852,2682,68,16,258,76,2325,235
8853,R8853,3058,86,14,30,8,1463,240
8854,R8854,2983,308,19,67,17,182,166
8855,R8855,3117,4,14,120,20,3883,201
8856,R8856,2644,84,11,190,34,1698,235
8857,R8857,3314,123,21,295,-18,828,250
8858,R8858,3007,306,2,277,22,1952,213
8859,R8859,3185,135,3,95,3,4338,225
8860,R8860,2687,82,7,408,40,953,230
8861,R8861,3058,16,8,67,4,2145,214
8862,R8862,2762,111,7,30,0,4009,232
8863,R8863,3126,36,14,371,62,5006,218
8864,R8864,3154,262,20,808,233,3381,167
8865,R8865,3099,56,26,509,67,666,227
8866,R8866,3295,26,10,120,8,1973,215
8867,R8867,2862,140,8,60,-2,2281,233
8868,R8868,3267,145,25,170,29,4159,245
8869,R8869,2782,99,14,242,75,1476,243
8870,R8870,2880,45,15,285,51,1461,223
8871,R8871,2238,289,22,350,147,484,154
8872,R8872,2694,119,6,366,86,543,230
8873,R8873,3020,42,17,1203,254,2780,220
8874,R8874,2720,340,16,210,61,1841,184
8875,R8875,2755,111,4,30,-1,2885,227
8876,R8876,2959,311,10,443,44,2900,194
8877,R8877,2633,75,7,150,5,3298,229
8878,R8878,3116,3,5,591,35,1945,213
8879,R8879,2911,73,6,277,63,450,227
8880,R8880,3206,135,8,85,8,1798,233
8881,R8881,2937,242,29,242,123,1358,152
8882,R8882,2891,62,15,242,31,3168,231
8883,R8883,3009,57,16,256,42,4788,229
8884,R8884,2875,13,16,499,80,3165,203
8885,R8885,2996,138,24,268,112,1533,248
8886,R8886,3124,17,12,330,29,1663,210
8887,R8887,3120,90,18,60,15,990,244
8888,R8888,3168,30,9,350,39,4572,218
8889,R8889,3005,29,6,247,16,1595,218
8890,R8890,2060,338,25,30,15,892,158
8891,R8891,2711,117,14,277,15,1418,244
8892,R8892,3491,154,19,234,84,4024,239
8893,R8893,2981,55,14,150,33,1624,228
8894,R8894,3226,230,15,636,153,6066,196
8895,R8895,2960,36,13,285,-12,1482,219
8896,R8896,3246,207,20,481,130,2761,203
8897,R8897,3277,334,8,67,12,6346,202
8898,R8898,2868,310,16,67,13,3432,174
8899,R8899,3142,331,13,793,273,793,188
8900,R8900,3091,269,9,175,25,5658,196
8901,R8901,3054,340,8,661,82,5706,204
8902,R8902,3446,147,18,124,39,4155,242
8903,R8903,2823,222,21,85,13,1481,189
8904,R8904,2852,356,14,323,22,1921,197
8905,R8905,3224,6,15,268,3,3692,200
8906,R8906,3061,346,4,324,73,2524,212
8907,R8907,3103,4,13,95,21,3840,202
8908,R8908,3072,68,17,120,32,3043,235
8909,R8909,2604,271,32,108,32,949,121
8910,R8910,2860,232,3,242,33,840,215
8911,R8911,2946,57,11,641,186,1542,228
8912,R8912,2939,90,9,108,7,3662,233
8913,R8913,2950,204,21,175,69,5288,204
8914,R8914,2412,225,18,484,214,342,194
8915,R8915,2894,115,27,212,83,2379,254
8916,R8916,3313,17,6,108,-8,3137,215
8917,R8917,3081,113,12,150,32,3345,240
8918,R8918,2967,225,4,300,19,4923,215
8919,R8919,2953,193,22,42,16,1736,212
8920,R8920,2871,270,13,883,191,2281,185
8921,R8921,2983,131,15,466,182,4481,243
8922,R8922,3322,29,15,361,23,1639,213
8923,R8923,2986,117,8,67,10,3736,235
8924,R8924,3049,182,16,872,119,3090,223
8925,R8925,2351,323,22,175,57,1075,159
8926,R8926,2701,140,18,60,13,1627,244
8927,R8927,3182,118,5,247,50,3169,228
8928,R8928,3034,280,13,134,10,5521,183
8929,R8929,3283,78,14,270,49,3489,237
8930,R8930,3004,68,5,390,59,3945,225
8931,R8931,3195,255,5,510,63,1191,207
8932,R8932,3236,292,14,210,14,607,179
8933,R8933,3164,148,22,150,12,1179,243
8934,R8934,2875,73,13,212,46,1500,235
8935,R8935,3173,27,15,90,19,3316,212
8936,R8936,2558,51,21,60,-7,666,225
8937,R8937,2881,107,9,351,60,2424,236
8938,R8938,2824,240,25,67,11,1249,166
8939,R8939,3092,101,17,240,47,4872,246
8940,R8940,3320,76,31,153,37,5166,240
8941,R8941,3054,77,4,162,13,6460,226
8942,R8942,2596,191,23,268,89,1976,213
8943,R8943,2966,255,10,0,0,1448,197
8944,R8944,3418,224,29,671,295,3231,169
8945,R8945,2941,45,8,150,29,1061,222
8946,R8946,3158,220,12,295,37,2165,206
8947,R8947,2841,291,14,90,15,2652,178
8948,R8948,3211,253,5,242,-9,6107,209
8949,R8949,3011,6,7,335,-6,3755,211
8950,R8950,3119,307,2,648,65,2136,213
8951,R8951,2998,72,11,277,21,2676,233
8952,R8952,3004,153,16,85,1,576,238
8953,R8953,2450,96,2,242,18,888,223
8954,R8954,3413,59,24,85,10,3413,230
8955,R8955,2955,331,8,90,21,4097,201
8956,R8956,2832,47,12,560,89,2402,224
8957,R8957,3015,30,5,30,2,4970,218
8958,R8958,2469,135,23,228,66,1167,249
8959,R8959,2887,17,5,450,78,1187,216
8960,R8960,2714,13,18,162,-76,162,200
8961,R8961,3024,29,12,488,69,4554,216
8962,R8962,3213,346,26,335,75,3632,160
8963,R8963,2668,18,17,30,5,2048,205
8964,R8964,3019,154,22,162,29,331,240
8965,R8965,3034,3,5,42,-6,3212,214
8966,R8966,2984,29,6,324,54,1033,218
8967,R8967,3014,188,5,1045,118,5760,220
8968,R8968,2365,262,19,566,140,579,170
8969,R8969,2684,194,26,210,100,1797,205
8970,R8970,3149,70,5,30,9,2315,225
8971,R8971,2984,321,10,95,17,3245,194
8972,R8972,2926,125,17,30,-2,4446,246
8973,R8973,3244,295,15,285,37,1276,178
8974,R8974,3088,172,12,300,-19,510,228
8975,R8975,3149,351,12,124,15,2763,199
8976,R8976,3419,308,10,997,169,1215,191
8977,R8977,2568,61,23,85,11,2100,231
8978,R8978,3028,315,27,443,106,1302,138
8979,R8979,2839,77,17,408,129,474,239
8980,R8980,3269,349,15,212,57,2835,191
8981,R8981,2835,324,6,30,-5,5169,204
8982,R8982,3206,221,9,127,22,1084,209
8983,R8983,2949,318,23,150,62,1878,154
8984,R8984,2894,249,10,644,248,1199,199
8985,R8985,2713,16,10,60,2,1234,212
8986,R8986,3274,33,13,684,126,824,217
8987,R8987,2969,348,17,819,171,3018,186
8988,R8988,3122,239,26,90,11,2769,164
8989,R8989,3464,170,22,108,20,3207,230
8990,R8990,2948,163,6,42,1,1995,226
8991,R8991,2981,315,7,175,5,5815,202
8992,R8992,3317,2,17,785,150,2563,194
8993,R8993,2940,221,19,212,101,853,194
8994,R8994,3160,22,9,618,52,5290,214
8995,R8995,3133,287,11,134,6,4592,188
8996,R8996,3271,107,17,285,57,391,247
8997,R8997,3189,222,14,85,22,3030,202
8998,R8998,2821,37,22,120,33,1570,214
8999,R8999,3065,108,18,134,38,4849,247
9000,R9000,3081,117,11,242,33,3893,239
9001,R9001,2975,295,4,0,0,5496,209
9002,R9002,2701,63,1,127,2,912,220
9003,R9003,2769,355,16,95,-30,90,192
9004,R9004,2873,357,8,153,18,3720,207
9005,R9005,3137,318,17,362,62,297,172
9006,R9006,3011,308,8,361,92,3051,197
9007,R9007,2020,46,17,362,52,424,223
9008,R9008,2698,19,27,190,54,2040,189
9009,R9009,3155,36,11,579,-39,870,219
9010,R9010,3299,242,5,0,0,1343,211
9011,R9011,3233,270,0,351,0,170,217
9012,R9012,2936,93,13,67,17,4522,240
9013,R9013,2663,343,13,408,-7,1265,193
9014,R9014,2179,30,22,150,58,1082,207
9015,R9015,3025,352,5,247,5,1470,211
9016,R9016,2872,27,1,67,-8,1041,218
9017,R9017,2394,90,5,0,0,731,227
9018,R9018,3275,27,17,390,24,830,211
9019,R9019,3194,339,12,474,75,484,193
9020,R9020,3158,24,5,127,10,2509,217
9021,R9021,2975,38,18,630,206,1772,217
9022,R9022,3102,253,9,300,36,5793,201
9023,R9023,3059,49,9,90,14,3196,224
9024,R9024,2578,220,27,150,93,1537,177
9025,R9025,3176,64,7,323,61,2710,227
9026,R9026,3043,52,15,957,224,1130,227
9027,R9027,2906,330,17,170,46,4009,177
9028,R9028,2790,159,25,300,89,1723,237
9029,R9029,3140,269,10,342,48,5756,195
9030,R9030,3219,48,11,0,0,2465,224
9031,R9031,2684,76,17,212,60,1353,238
9032,R9032,3092,85,37,537,-12,751,243
9033,R9033,2962,119,12,424,-2,3355,241
9034,R9034,2742,169,10,339,71,2771,228
9035,R9035,3123,329,13,769,-19,4286,187
9036,R9036,2609,283,9,85,1,466,194
9037,R9037,3144,36,7,256,24,2931,220
9038,R9038,2967,29,17,30,9,330,212
9039,R9039,3074,285,24,180,33,932,147
9040,R9040,3353,158,24,800,5,1456,238
9041,R9041,3275,107,5,124,7,1144,229
9042,R9042,2443,306,12,30,5,1284,185
9043,R9043,2633,50,18,466,-77,2886,225
9044,R9044,2836,66,10,192,25,2451,230
9045,R9045,2859,286,20,787,158,2160,162
9046,R9046,3331,342,18,616,186,2567,179
9047,R9047,3052,95,9,108,-4,3183,234
9048,R9048,2566,210,35,67,41,1761,170
9049,R9049,3150,146,7,42,4,4671,230
9050,R9050,2231,40,25,402,281,446,213
9051,R9051,3132,196,15,255,52,6243,215
9052,R9052,3175,116,8,120,-3,2295,235
9053,R9053,3243,93,17,150,-5,1584,244
9054,R9054,3080,47,12,134,-5,4126,224
9055,R9055,2878,139,32,228,132,2108,248
9056,R9056,2759,88,12,210,24,1706,238
9057,R9057,3162,180,19,420,71,3736,223
9058,R9058,3226,47,16,247,36,1239,224
9059,R9059,3152,338,8,240,26,1560,204
9060,R9060,3063,282,10,301,6,1604,193
9061,R9061,3207,209,5,342,39,845,216
9062,R9062,3035,315,4,234,27,2881,210
9063,R9063,2667,22,7,30,2,1543,216
9064,R9064,2949,294,6,361,43,5719,202
9065,R9065,3300,62,13,256,10,3403,230
9066,R9066,2669,335,25,120,56,1302,154
9067,R9067,2011,275,16,323,89,480,174
9068,R9068,2727,75,34,108,72,108,238
9069,R9069,2619,123,24,297,62,2074,252
9070,R9070,3179,11,6,120,0,3363,214
9071,R9071,3330,245,20,1090,331,3546,174
9072,R9072,3227,28,8,242,29,711,217
9073,R9073,3004,342,3,228,26,4963,213
9074,R9074,2886,325,31,228,43,240,130
9075,R9075,2813,85,35,395,183,968,244
9076,R9076,3218,117,14,323,-31,828,244
9077,R9077,3001,125,13,210,49,4226,241
9078,R9078,3043,319,10,685,26,1590,194
9079,R9079,3085,62,19,150,42,4996,233
9080,R9080,3271,62,17,0,0,2927,232
9081,R9081,2865,296,13,60,6,5440,183
9082,R9082,2559,63,8,30,-5,2837,228
9083,R9083,3150,34,5,201,21,2268,219
9084,R9084,2901,294,15,85,16,3212,178
9085,R9085,2974,355,10,108,-5,875,203
9086,R9086,2570,124,22,0,0,1403,251
9087,R9087,2907,313,17,95,8,3274,171
9088,R9088,3216,348,26,95,38,4165,162
9089,R9089,3330,72,24,552,101,1221,239
9090,R9090,2716,41,17,108,25,1132,219
9091,R9091,2721,43,11,30,-4,2708,222
9092,R9092,2875,289,11,216,31,2423,188
9093,R9093,2952,88,9,553,24,1025,234
9094,R9094,2820,68,20,182,58,4000,236
9095,R9095,2913,299,15,30,10,5743,175
9096,R9096,3263,302,16,424,77,591,174
9097,R9097,2898,194,8,330,18,3663,219
9098,R9098,3150,39,20,474,224,1981,216
9099,R9099,3142,354,16,85,14,1132,191
9100,R9100,2735,85,8,295,27,1482,232
9101,R9101,2800,172,16,180,45,1206,229
9102,R9102,3138,266,11,685,101,1834,193
9103,R9103,3294,62,22,616,152,1405,233
9104,R9104,2959,127,10,331,132,5066,237
9105,R9105,2925,21,16,30,3,3421,208
9106,R9106,3185,52,21,395,85,4997,226
9107,R9107,2988,135,9,150,39,4260,235
9108,R9108,2929,331,22,150,47,5267,164
9109,R9109,3231,213,29,339,94,870,181
9110,R9110,2709,57,10,283,20,1824,227
9111,R9111,3215,218,20,824,1,426,195
9112,R9112,2152,305,29,242,129,404,128
9113,R9113,2928,120,7,285,81,1679,232
9114,R9114,2922,36,12,384,55,4121,219
9115,R9115,2850,312,23,150,43,4621,151
9116,R9116,3090,56,7,85,4,4116,225
9117,R9117,1904,37,18,0,0,42,216
9118,R9118,2662,121,7,150,34,3368,232
9119,R9119,3076,48,7,85,14,1337,223
