id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9
1338,R1338,3024,29,12,488,69,4554,216,213,132,789
1339,R1339,2727,51,9,0,0,2382,225,220,128,2295
1340,R1340,3290,182,7,997,128,2383,223,245,156,2022
1341,R1341,2382,73,27,85,23,469,239,179,53,511
1342,R1342,3256,197,30,323,125,2659,196,248,167,977
1343,R1343,3354,181,13,319,62,3072,224,248,154,1120
1344,R1344,2714,86,11,153,25,1992,236,222,117,1304
1345,R1345,3122,59,4,108,16,2486,223,231,143,1130
1346,R1346,3116,82,11,212,10,3676,235,220,115,3880
1347,R1347,2890,171,17,379,36,5192,230,245,141,4110
1348,R1348,2759,333,3,175,28,2457,212,235,161,6301
1349,R1349,3217,24,11,738,182,1006,214,215,136,1958
1350,R1350,2998,32,37,268,94,2274,185,135,58,1860
1351,R1351,2993,295,13,108,23,2424,182,236,194,899
1352,R1352,3244,17,12,959,43,3997,210,214,140,2542
1353,R1353,3154,151,16,741,218,1123,238,238,125,2154
1354,R1354,3023,310,19,150,63,2460,164,223,198,1080
1355,R1355,2792,325,24,457,37,977,152,205,189,1194
1356,R1356,3229,46,14,722,119,1742,224,208,115,3005
1357,R1357,3190,266,12,175,14,3543,190,245,194,1633
1358,R1358,2919,258,8,313,35,1482,201,245,182,1348
1359,R1359,2059,221,29,67,27,446,174,252,201,534
1360,R1360,2804,141,3,180,13,3135,224,238,150,5982
1361,R1361,3247,41,15,700,72,1549,221,205,116,2432
1362,R1362,2970,175,10,192,24,5223,226,245,151,2089
1363,R1363,2906,71,25,90,39,6149,238,183,61,4353
1364,R1364,2799,84,25,216,47,2493,246,188,56,830
1365,R1365,2854,319,17,351,62,4099,173,221,188,5574
1366,R1366,2736,52,11,162,5,1092,226,215,122,892
1367,R1367,2945,205,12,150,26,5295,213,251,171,3298
1368,R1368,3245,332,11,457,97,808,193,225,172,1967
1369,R1369,2857,113,22,492,184,1019,251,212,77,469
1370,R1370,3071,353,6,108,9,1371,210,230,158,1765
1371,R1371,3236,206,13,212,35,3698,212,252,173,2837
1372,R1372,2795,212,8,242,27,2242,214,247,170,2759
1373,R1373,2859,119,26,150,62,4742,253,208,66,4725
1374,R1374,2501,84,5,270,20,934,227,231,139,4734
1375,R1375,3200,155,12,162,49,858,234,241,136,2539
1376,R1376,3087,22,17,404,103,2652,207,201,126,2630
1377,R1377,2681,123,30,42,20,1600,254,201,51,1440
1378,R1378,3024,58,14,170,26,4136,230,209,109,4039
1379,R1379,2934,32,9,495,57,503,218,221,139,1027
1380,R1380,3369,243,10,350,47,3800,201,248,184,2113
1381,R1381,3179,9,8,134,20,1221,211,224,150,624
1382,R1382,3048,188,14,268,-32,2044,221,250,159,3900
1383,R1383,2616,102,10,30,1,2165,237,227,120,2313
1384,R1384,2753,322,22,127,58,2832,159,212,191,1973
1385,R1385,2721,345,5,258,54,1110,211,232,160,1951
1386,R1386,3178,285,3,124,2,5040,212,239,165,2495
1387,R1387,2682,115,20,120,43,983,250,217,86,1140
1388,R1388,3087,273,12,390,-24,2611,186,243,196,757
1389,R1389,2944,34,25,42,20,2698,207,177,94,2045
1390,R1390,3234,158,15,108,20,1288,235,241,133,2642
1391,R1391,3270,114,8,108,7,6132,235,232,129,182
1392,R1392,3175,7,10,641,65,1827,208,220,149,2538
1393,R1393,2919,274,7,256,19,5370,202,242,179,4764
1394,R1394,2706,120,7,30,3,1786,232,235,136,992
1395,R1395,3227,290,14,201,48,4546,180,237,197,3288
1396,R1396,2602,238,21,0,0,2527,176,252,209,1961
1397,R1397,2996,149,6,134,8,1032,227,240,146,1243
1398,R1398,3013,35,11,573,36,1182,219,215,130,2315
1399,R1399,2935,211,30,300,93,1006,181,251,189,283
1400,R1400,3048,90,4,0,0,3221,226,233,143,607
1401,R1401,2932,262,11,560,26,5672,192,246,192,2079
1402,R1402,3232,148,14,30,-5,1092,238,238,126,1240
1403,R1403,3149,337,14,853,4,4213,189,220,170,3842
1404,R1404,2832,80,19,309,114,2469,241,202,84,350
1405,R1405,3241,198,22,323,65,600,207,252,170,1087
1406,R1406,3031,161,9,30,-6,2412,230,242,144,3891
1407,R1407,2955,40,11,904,207,2656,221,215,127,696
1408,R1408,3142,351,6,30,2,2006,209,229,159,1992
1409,R1409,3017,37,5,390,32,1839,220,229,145,1396
1410,R1410,3245,100,7,450,-23,805,231,231,133,3013
1411,R1411,3179,309,16,674,40,1956,176,228,192,466
1412,R1412,2262,328,22,120,34,1209,161,208,183,726
1413,R1413,2629,38,8,90,4,120,220,223,138,495
1414,R1414,3384,210,20,0,0,2185,201,254,182,3425
1415,R1415,2358,33,10,430,202,1284,218,218,135,626
1416,R1416,3161,229,14,330,52,192,199,252,188,3097
1417,R1417,3300,2,15,402,113,1451,197,209,148,2630
1418,R1418,3157,162,8,313,17,1034,229,242,146,2256
1419,R1419,2949,54,8,30,9,1384,225,223,131,443
1420,R1420,2998,183,8,618,89,5760,222,246,157,3070
1421,R1421,2340,123,18,67,18,120,248,223,96,626
1422,R1422,2965,36,6,418,46,3645,220,226,142,5574
1423,R1423,3066,232,13,190,43,750,198,252,189,1061
1424,R1424,3103,338,15,30,11,437,187,218,170,819
1425,R1425,3515,17,12,560,68,1380,210,214,140,1907
1426,R1426,3056,269,16,451,127,6039,175,244,207,1604
1427,R1427,2927,4,16,272,43,1762,198,208,146,2818
1428,R1428,2924,238,3,270,10,4045,214,242,166,4257
1429,R1429,2904,167,11,300,21,2522,229,244,146,2329
1430,R1430,3239,128,8,330,85,1440,234,235,132,2042
1431,R1431,3230,21,16,0,0,4425,208,205,130,3507
1432,R1432,2994,87,14,430,68,5180,240,215,102,1913
1433,R1433,3088,134,17,210,34,755,244,230,109,787
1434,R1434,3133,237,8,210,21,1465,206,247,179,2218
1435,R1435,3159,40,8,331,68,3000,221,222,135,1571
1436,R1436,3372,352,14,552,157,924,194,214,158,713
1437,R1437,3426,4,18,552,78,4080,193,202,144,3480
1438,R1438,2639,110,6,108,22,1194,230,234,138,391
1439,R1439,3414,317,19,966,275,4205,166,220,192,2564
1440,R1440,3212,131,17,134,22,1777,245,228,105,1486
1441,R1441,2992,347,8,342,44,4161,206,228,160,2072
1442,R1442,2612,45,7,85,-1,759,222,224,137,1673
1443,R1443,2734,56,7,134,30,2402,225,226,135,5454
1444,R1444,2796,217,11,324,74,339,208,251,178,2065
1445,R1445,3012,4,6,295,46,4146,212,228,154,1260
1446,R1446,3096,68,9,376,-16,3941,229,223,126,4810
1447,R1447,3283,119,15,277,50,1974,245,225,105,1471
1448,R1448,3122,157,10,30,-1,2717,232,242,140,1256
1449,R1449,2880,299,6,313,28,2389,202,238,175,2480
1450,R1450,3060,22,8,451,61,2886,215,222,144,1848
1451,R1451,2908,120,5,256,11,2245,229,235,140,2475
1452,R1452,2926,303,8,510,28,3221,198,236,178,3705
1453,R1453,2879,88,25,180,77,180,248,189,55,1026
1454,R1454,3178,240,13,330,68,1396,196,250,191,2484
1455,R1455,2699,242,17,182,4,1350,186,251,201,1209
1456,R1456,3035,34,7,212,26,3273,219,225,142,1714
1457,R1457,3110,123,16,787,79,2876,245,227,106,2713
1458,R1458,2212,51,32,162,80,1015,217,155,49,1585
1459,R1459,2909,45,7,335,6,4692,222,225,138,4218
1460,R1460,3073,117,16,277,88,3665,246,224,102,2599
1461,R1461,3047,27,13,42,3,6561,214,212,132,3059
1462,R1462,3018,265,25,240,97,2750,150,242,226,2419
1463,R1463,3155,164,12,85,13,3431,231,243,141,1558
1464,R1464,3283,61,6,573,78,3340,225,228,137,4380
1465,R1465,3182,353,4,108,-2,1560,213,233,158,730
1466,R1466,2593,139,17,162,52,360,244,232,111,1710
1467,R1467,2992,232,15,60,18,3311,194,252,193,1262
1468,R1468,2835,121,15,60,13,1338,244,227,107,2546
1469,R1469,2843,119,15,85,14,1181,245,225,104,782
1470,R1470,3074,333,19,649,305,1053,173,212,176,1355
1471,R1471,3250,156,16,382,78,1816,236,240,129,1358
1472,R1472,3224,32,19,0,0,1661,212,195,112,2440
1473,R1473,3009,175,9,630,123,1574,225,245,153,2002
1474,R1474,3076,284,9,201,-22,764,195,241,185,1914
1475,R1475,3185,54,12,0,0,1878,227,213,117,2083
1476,R1476,2988,245,13,488,82,5922,194,250,193,3198
1477,R1477,2390,214,12,150,34,816,209,251,177,1589
1478,R1478,2928,287,9,95,8,4968,195,240,185,2108
1479,R1479,2561,335,29,300,147,256,142,187,177,845
1480,R1480,2732,47,18,0,0,1323,223,199,104,1690
1481,R1481,3449,67,4,0,0,3218,223,232,144,2483
1482,R1482,2907,111,8,283,-7,648,234,231,129,1956
1483,R1483,2989,152,10,192,35,4430,233,240,138,2021
1484,R1484,2837,180,4,216,21,3209,221,242,156,2851
1485,R1485,2816,72,19,268,18,2663,238,201,87,4198
1486,R1486,2380,133,9,30,0,679,235,236,132,1006
1487,R1487,2975,87,5,268,30,5322,227,231,138,1890
1488,R1488,3006,189,7,510,-14,1500,221,246,160,1530
1489,R1489,2848,24,19,240,46,1377,206,195,120,2672
1490,R1490,3156,54,4,67,2,3976,222,230,143,342
1491,R1491,2711,181,23,335,71,3216,221,247,147,1744
1492,R1492,2544,342,14,459,57,960,189,217,166,1216
1493,R1493,2878,83,8,95,13,1624,232,226,127,1131
1494,R1494,2959,356,15,644,56,3163,196,213,154,1471
1495,R1495,2810,135,2,300,19,2232,222,238,152,2148
1496,R1496,3168,245,4,108,6,4542,212,243,169,1172
1497,R1497,3022,43,10,60,10,3415,222,219,131,726
1498,R1498,2814,109,21,42,8,964,251,211,78,2162
1499,R1499,2459,280,5,361,153,1061,205,240,174,1282
1500,R1500,2766,19,11,0,0,1864,212,217,141,2096
1501,R1501,2882,143,5,0,0,1201,227,239,145,1687
1502,R1502,3008,254,8,828,112,5873,203,245,181,6297
1503,R1503,2876,180,3,339,33,3031,221,241,156,2525
1504,R1504,3552,84,32,335,50,2581,245,169,28,3824
1505,R1505,3015,28,17,810,249,1705,211,201,121,2151
1506,R1506,2956,125,8,134,17,384,234,235,133,2185
1507,R1507,2592,196,20,67,23,1410,211,252,167,1481
1508,R1508,3084,306,8,67,6,1689,197,235,178,1033
1509,R1509,2823,168,16,30,3,4070,231,245,140,1277
1510,R1510,2810,76,29,150,31,256,241,172,0,1513
1511,R1511,2920,90,9,285,36,3482,235,225,121,2991
1512,R1512,2841,130,24,201,51,2160,250,218,81,1355
1513,R1513,3134,177,5,134,-2,4063,222,242,155,1481
1514,R1514,2877,187,4,270,20,2951,220,242,158,3796
1515,R1515,2502,326,21,108,48,768,164,212,185,552
1516,R1516,2819,232,9,674,54,2105,206,248,179,1800
1517,R1517,3110,32,13,120,5,2195,216,211,128,2131
1518,R1518,3080,30,8,124,18,3760,218,223,141,313
1519,R1519,2673,84,5,127,6,175,227,231,139,1104
1520,R1520,3140,321,34,234,106,3065,117,186,199,2836
1521,R1521,3444,241,13,895,176,3551,194,250,193,424
1522,R1522,2909,189,5,361,104,2613,220,243,159,1425
1523,R1523,3333,114,16,592,110,3108,245,223,102,2701
1524,R1524,3007,353,10,90,8,2867,203,223,158,1610
1525,R1525,2791,141,16,566,157,2751,241,234,118,1952
1526,R1526,3312,29,19,711,105,969,210,196,116,540
1527,R1527,3414,212,9,391,19,2780,213,249,172,1855
1528,R1528,3057,6,11,351,9,3097,206,218,149,285
1529,R1529,2992,92,8,365,55,4239,233,227,126,2046
1530,R1530,2540,108,11,153,19,0,239,227,117,655
1531,R1531,3102,34,14,603,27,1290,217,207,122,2721
1532,R1532,3277,229,14,446,54,2970,198,252,190,3061
1533,R1533,2936,223,10,258,-12,2155,207,250,178,395
1534,R1534,3324,37,14,170,27,2093,219,208,122,1617
1535,R1535,3017,7,18,785,245,872,195,201,140,1425
1536,R1536,3172,233,24,60,-15,2206,172,253,210,3329
1537,R1537,2843,29,20,331,146,1020,209,193,113,997
1538,R1538,3198,23,18,503,7,3790,207,200,124,2907
1539,R1539,3270,157,10,306,36,1384,232,242,140,2851
1540,R1540,2954,72,3,240,-5,1181,223,233,146,2072
1541,R1541,2483,125,11,120,31,516,239,232,122,1405
1542,R1542,2431,17,27,67,31,1006,187,172,111,1172
1543,R1543,2875,328,18,30,9,2922,173,216,181,1855
1544,R1544,2365,246,27,201,85,532,156,249,223,1839
1545,R1545,2908,17,11,124,23,1761,211,218,142,1379
1546,R1546,2891,355,15,85,20,2854,195,213,154,1967
1547,R1547,3066,113,11,361,3,1302,239,229,119,1500
1548,R1548,3276,315,10,395,118,5127,192,232,179,1761
1549,R1549,2252,352,22,150,59,1295,176,196,154,722
1550,R1550,2950,95,18,85,12,2375,245,211,89,1872
1551,R1551,2950,292,16,451,112,5021,174,236,201,430
1552,R1552,2802,62,9,42,4,2268,228,221,126,3089
1553,R1553,3061,44,14,272,77,1797,222,209,118,3602
1554,R1554,3296,26,13,192,93,4859,213,211,132,124
1555,R1555,2858,323,14,860,126,108,185,225,180,1466
1556,R1556,2628,64,19,234,-13,420,234,199,90,1182
1557,R1557,3320,285,17,875,198,3862,172,238,205,2305
1558,R1558,3213,20,13,212,57,726,210,211,135,1880
1559,R1559,2687,198,18,424,0,499,212,252,169,892
1560,R1560,2677,343,15,335,24,860,189,217,165,1413
1561,R1561,2821,40,16,180,35,3545,220,204,114,2836
1562,R1562,2878,267,10,242,106,2037,193,244,190,845
1563,R1563,3072,186,17,258,57,480,220,250,157,1370
1564,R1564,2972,31,1,60,5,4644,218,235,154,1825
1565,R1565,3115,270,7,67,-3,2012,203,242,179,2128
1566,R1566,3280,150,11,342,60,1518,235,240,134,2016
1567,R1567,2942,194,22,150,62,543,210,252,165,1530
1568,R1568,2836,286,6,190,35,2032,203,240,176,2791
1569,R1569,2879,114,21,175,78,182,251,213,79,1073
1570,R1570,3174,293,7,134,40,2706,200,239,178,932
1571,R1571,2611,34,16,170,13,1621,216,203,118,1992
1572,R1572,2477,277,15,418,116,778,179,242,202,1359
1573,R1573,2558,27,15,153,39,1914,212,206,127,2001
1574,R1574,3051,12,12,162,24,2821,208,216,144,1205
1575,R1575,3196,285,20,309,66,4767,161,235,212,3207
1576,R1576,2847,100,19,382,228,525,248,210,83,966
1577,R1577,3044,12,19,95,33,2642,198,199,134,1605
1578,R1578,2983,194,11,150,21,837,219,249,163,242
1579,R1579,2955,99,9,212,-14,1230,235,228,125,644
1580,R1580,3000,288,10,376,23,4803,193,239,186,201
1581,R1581,3236,252,8,633,126,1368,204,245,180,2636
1582,R1582,2888,14,14,67,4,1758,206,210,139,1103
1583,R1583,3103,0,12,685,59,3738,202,217,152,2746
1584,R1584,2993,23,5,351,35,3822,217,228,148,1448
1585,R1585,3043,297,4,242,21,2190,208,238,169,1315
1586,R1586,2897,329,21,201,70,216,164,210,182,1521
1587,R1587,3201,204,18,872,-68,4119,207,253,175,1388
1588,R1588,2908,309,7,301,-67,1236,202,236,173,484
1589,R1589,2948,133,15,285,22,2542,243,231,113,2614
1590,R1590,2870,244,6,108,14,2805,208,245,175,2312
1591,R1591,3057,86,10,330,53,5610,235,223,119,4214
1592,R1592,2943,87,5,90,25,3364,227,231,138,2295
1593,R1593,2227,291,31,153,61,902,119,218,230,450
1594,R1594,2982,27,14,218,36,1181,213,209,129,2325
1595,R1595,2801,2,13,750,102,360,202,215,150,1022
1596,R1596,2875,114,21,0,0,218,251,213,80,1034
1597,R1597,3270,272,6,474,42,1809,204,242,176,722
1598,R1598,2951,266,11,0,0,2586,193,245,191,735
1599,R1599,2894,21,14,256,-3,1493,210,209,133,2218
1600,R1600,3316,99,26,706,132,1803,252,195,54,2461
1601,R1601,2450,348,22,547,245,1167,173,198,159,362
1602,R1602,3144,333,22,443,68,3611,163,205,178,1507
1603,R1603,2194,353,33,67,50,1374,145,163,142,1283
1604,R1604,2830,203,2,212,6,759,218,240,159,513
1605,R1605,2736,186,16,335,6,2255,221,250,157,2380
1606,R1606,2801,87,9,404,102,3078,233,226,125,6371
1607,R1607,3103,0,1,30,0,5243,217,236,156,1307
1608,R1608,3055,210,15,309,38,1573,207,253,178,573
1609,R1609,3115,301,11,324,40,3102,190,236,186,1655
1610,R1610,2985,6,7,446,66,5067,212,226,152,5744
1611,R1611,2878,265,14,30,7,2067,183,245,201,1358
1612,R1612,2718,162,5,95,7,1120,225,241,150,2086
1613,R1613,2913,0,9,190,36,4227,206,222,154,6173
1614,R1614,3070,90,8,90,6,3540,232,228,129,5343
1615,R1615,3295,3,18,582,158,1158,192,202,144,5310
1616,R1616,3066,334,7,30,5,2656,204,231,166,600
1617,R1617,2833,26,20,323,67,2215,207,194,117,618
1618,R1618,2990,267,9,404,97,5331,197,244,186,947
1619,R1619,2619,124,17,295,78,990,246,226,102,582
1620,R1620,2933,85,14,190,48,3473,240,215,102,2912
1621,R1621,3253,321,20,210,108,454,163,215,190,2546
1622,R1622,3133,95,12,402,87,577,239,222,112,636
1623,R1623,2672,61,12,564,5,819,230,215,117,1549
1624,R1624,2965,326,5,342,56,4710,206,234,166,5543
1625,R1625,3181,118,10,0,0,2247,238,231,122,4078
1626,R1626,3091,293,12,247,60,3406,185,237,192,564
1627,R1627,3258,73,11,180,100,4886,233,218,115,1537
1628,R1628,2665,348,21,95,26,1760,176,200,159,2821
1629,R1629,3040,304,3,295,18,2249,210,238,166,1262
1630,R1630,2905,104,15,503,73,582,245,219,99,1384
1631,R1631,2714,80,12,361,65,2389,236,219,113,2224
1632,R1632,2854,330,15,67,12,3226,183,220,176,2465
1633,R1633,3184,340,11,0,0,1794,197,224,166,1826
1634,R1634,2808,331,20,108,53,3587,169,211,179,5872
1635,R1635,3066,45,5,0,0,3632,222,228,142,1679
1636,R1636,2980,212,4,201,-3,3662,216,244,165,1443
1637,R1637,3311,325,19,488,84,4514,168,215,185,1138
1638,R1638,2942,313,8,127,7,1926,198,234,175,808
1639,R1639,2711,17,9,0,0,1116,213,221,145,1376
1640,R1640,3173,357,19,295,28,324,186,202,151,2121
1641,R1641,3253,139,5,433,35,720,228,238,144,1597
1642,R1642,2878,168,7,60,1,3690,226,243,151,3702
1643,R1643,3509,327,15,190,15,1689,183,223,178,2092
1644,R1644,2964,277,8,218,30,3927,198,242,183,684
1645,R1645,3168,10,4,216,29,2808,215,231,153,3607
1646,R1646,2995,348,9,330,47,4101,203,225,161,2160
1647,R1647,3191,59,10,247,46,339,228,219,124,2185
1648,R1648,2811,39,10,150,16,3212,221,219,132,6240
1649,R1649,3287,164,14,331,69,3191,232,244,140,2110
1650,R1650,3171,90,23,454,96,4290,248,196,64,3331
1651,R1651,2896,205,11,60,5,1917,214,250,170,2208
1652,R1652,3389,65,30,247,106,5074,232,166,45,201
1653,R1653,3179,319,17,295,77,3643,174,222,187,3331
1654,R1654,3198,127,2,582,102,1549,223,237,150,2516
1655,R1655,3104,45,7,295,1,4001,222,225,138,1914
1656,R1656,3286,100,11,297,41,1528,238,226,118,2210
1657,R1657,3256,201,8,474,54,2509,217,247,165,1440
1658,R1658,3484,12,15,631,136,4272,203,208,140,3449
1659,R1659,3163,22,10,404,86,1082,214,218,140,1546
1660,R1660,2584,185,29,335,178,1357,212,245,148,1044
1661,R1661,2880,270,2,319,50,2306,213,240,165,2326
1662,R1662,3225,21,8,690,81,6351,215,223,145,1401
1663,R1663,3074,324,4,170,9,1536,209,235,164,1655
1664,R1664,2909,66,19,492,138,612,235,199,88,1430
1665,R1665,2592,345,19,335,170,644,180,207,164,1591
1666,R1666,2578,265,23,162,60,966,156,243,222,1749
1667,R1667,2931,112,3,457,49,3219,224,236,148,1894
1668,R1668,2677,29,9,30,-2,1541,217,221,139,1200
1669,R1669,3074,122,9,366,8,1471,235,233,129,1442
1670,R1670,3030,12,32,418,162,418,169,157,108,1788
1671,R1671,3295,215,8,446,68,3971,213,248,171,2298
1672,R1672,3066,42,7,30,5,4835,222,224,137,2239
1673,R1673,2976,254,31,443,154,2791,134,241,234,543
1674,R1674,2262,2,12,42,9,1321,203,216,151,541
1675,R1675,2711,293,4,108,-1,2028,209,239,168,3960
1676,R1676,2795,90,9,228,8,2322,233,227,125,2052
1677,R1677,3359,127,5,247,33,1173,229,237,142,1518
1678,R1678,2654,162,15,42,11,1484,233,243,136,6438
1679,R1679,2970,68,14,379,100,1771,233,212,108,2922
1680,R1680,2939,45,2,277,43,4436,220,234,150,6181
1681,R1681,2695,66,9,67,1,1528,229,221,124,1702
1682,R1682,3197,243,30,90,-5,2183,147,247,226,3315
1683,R1683,2991,51,15,882,96,1396,226,206,109,1914
1684,R1684,3376,268,8,779,190,967,199,243,184,633
1685,R1685,3066,81,3,60,-3,2368,223,234,146,2181
1686,R1686,2955,179,11,547,37,2798,225,247,153,2274
1687,R1687,2884,153,19,518,218,2315,239,238,121,1961
1688,R1688,3035,304,20,85,23,1920,160,225,204,1451
1689,R1689,3250,45,5,474,102,713,221,229,144,1872
1690,R1690,3143,176,9,30,5,3426,225,245,153,1575
1691,R1691,3120,63,3,190,21,2486,222,233,146,1087
1692,R1692,3129,315,18,42,-1,2337,170,223,192,2984
1693,R1693,3341,121,1,404,112,1630,221,237,152,2915
1694,R1694,3022,322,11,268,72,552,191,229,177,752
1695,R1695,3028,201,15,42,8,3165,212,252,170,1406
1696,R1696,3017,180,6,636,107,2033,222,244,156,2362
1697,R1697,2980,29,18,323,66,2955,211,197,117,872
1698,R1698,3228,57,30,192,51,5472,224,162,50,1388
1699,R1699,2255,325,34,150,111,511,118,182,192,481
1700,R1700,3014,16,18,658,9,2490,201,199,130,2287
1701,R1701,3023,27,8,306,3,4253,217,223,142,1273
1702,R1702,3166,140,12,390,95,240,237,236,128,953
1703,R1703,3086,121,23,351,150,1698,252,214,76,2763
1704,R1704,2819,345,23,85,25,1104,169,197,163,1842
1705,R1705,2982,165,15,488,43,604,232,244,139,2051
1706,R1706,2950,112,10,384,60,3426,238,229,121,2221
1707,R1707,3036,346,9,134,48,1248,203,226,161,1371
1708,R1708,3083,101,15,510,14,3655,244,218,99,4658
1709,R1709,2879,0,12,30,0,5370,202,217,152,976
1710,R1710,3178,345,18,918,403,1101,181,208,164,1528
1711,R1711,3104,12,9,30,5,4050,211,221,147,1822
1712,R1712,3325,183,5,516,-3,774,221,243,157,4365
1713,R1713,2988,323,10,108,19,3243,195,230,174,1959
1714,R1714,2234,121,39,201,121,973,251,178,15,376
1715,R1715,3308,350,22,85,12,3411,175,198,157,2424
1716,R1716,3121,36,8,0,0,1396,220,222,138,2372
1717,R1717,2952,297,3,324,25,1965,210,238,166,2047
1718,R1718,2902,20,10,150,18,1614,213,218,141,2751
1719,R1719,2937,214,20,210,111,2864,196,254,187,1201
1720,R1720,3038,351,9,270,39,2914,205,226,159,1698
1721,R1721,2549,345,3,95,4,470,214,235,159,1277
1722,R1722,3399,89,29,680,114,2007,248,181,41,1731
1723,R1723,3000,29,2,216,19,2070,218,233,152,1082
1724,R1724,3034,36,4,457,48,3025,219,230,148,569
1725,R1725,3274,26,8,731,48,2001,216,222,142,685
1726,R1726,3180,1,13,90,16,752,200,214,151,2467
1727,R1727,3053,144,2,612,56,2866,222,238,152,1040
1728,R1728,2762,24,12,270,68,1340,213,214,135,926
1729,R1729,3226,27,1,564,75,631,218,236,155,484
1730,R1730,3260,13,9,499,37,6137,212,222,148,918
1731,R1731,3223,53,10,120,10,5751,226,219,127,1140
1732,R1732,3055,45,8,162,20,4777,222,223,136,571
1733,R1733,3069,109,16,510,28,997,245,221,99,1855
1734,R1734,3036,76,10,684,-28,1348,232,222,121,1124
1735,R1735,3024,189,10,335,23,5608,221,247,160,1800
1736,R1736,3016,136,19,297,111,1364,246,229,103,1790
1737,R1737,2285,358,26,301,160,967,171,183,142,1263
1738,R1738,2963,305,17,277,42,4769,171,229,197,1974
1739,R1739,2685,73,13,576,-56,3032,235,215,110,2661
1740,R1740,3021,357,4,30,2,3063,213,232,157,424
1741,R1741,2965,90,15,324,77,2268,242,214,98,1754
1742,R1742,2749,336,6,30,-5,3577,207,232,164,5821
1743,R1743,2853,93,14,175,30,2620,242,217,102,2848
1744,R1744,2990,67,10,531,168,313,230,221,123,618
1745,R1745,3054,45,14,295,9,1804,223,210,118,1207
1746,R1746,3060,85,9,234,23,3807,233,225,124,2555
1747,R1747,2303,236,27,474,9,1298,163,251,216,830
1748,R1748,2838,78,24,300,141,892,243,188,61,1100
1749,R1749,3203,0,0,0,0,4970,218,238,156,297
1750,R1750,3150,267,10,192,30,5728,193,244,190,2761
1751,R1751,2982,115,10,285,50,4402,237,231,124,1871
1752,R1752,2699,95,19,150,6,2818,247,208,82,1194
1753,R1753,2744,43,8,0,0,2676,222,222,135,4537
1754,R1754,2660,217,23,150,60,1974,188,254,193,1466
1755,R1755,2903,131,10,30,-1,1440,237,235,127,1801
1756,R1756,2598,91,21,277,67,824,247,203,76,510
1757,R1757,3029,335,9,258,111,2509,200,228,167,2126
1758,R1758,2635,39,9,256,23,875,221,219,133,930
1759,R1759,2947,17,13,525,82,2781,208,212,139,1829
1760,R1760,2863,78,12,201,15,2840,235,219,114,2724
1761,R1761,3054,2,21,390,-5,1154,185,195,142,2125
1762,R1762,2648,39,13,124,1,1430,220,210,122,1973
1763,R1763,3059,331,13,382,55,1209,188,223,174,2377
1764,R1764,2832,42,7,0,0,2932,221,225,139,4134
1765,R1765,2819,2,12,95,6,1717,203,216,151,1691
1766,R1766,3274,30,10,433,85,469,217,218,136,1329
1767,R1767,2989,206,7,607,-31,1500,216,247,166,1624
1768,R1768,2809,315,17,0,0,2465,172,223,191,1380
1769,R1769,3282,216,6,631,98,552,214,246,168,1426
1770,R1770,3441,342,28,361,191,1022,153,187,166,1549
1771,R1771,2951,176,14,400,30,1880,226,247,149,1921
1772,R1772,2696,100,31,90,52,90,252,181,32,2496
1773,R1773,3061,56,30,361,167,2297,223,162,51,1950
1774,R1774,2841,68,20,365,179,382,236,197,84,1919
1775,R1775,3320,95,8,426,41,1440,234,228,126,2429
1776,R1776,2705,17,12,124,20,2432,210,214,140,594
1777,R1777,3179,258,18,551,113,6032,175,248,210,1917
1778,R1778,3059,63,2,0,0,1369,221,234,150,1897
1779,R1779,2955,263,18,474,56,5638,174,246,210,5603
1780,R1780,2928,310,11,90,1,4864,190,233,183,2184
1781,R1781,2895,346,26,162,59,808,160,189,160,1460
1782,R1782,3201,54,6,60,6,4092,224,226,137,3451
1783,R1783,1942,15,30,240,91,210,178,163,107,812
1784,R1784,2532,150,15,108,23,1082,238,238,125,1699
1785,R1785,2614,336,9,150,53,752,201,229,167,6315
1786,R1786,2913,262,10,297,75,2952,194,246,190,2097
1787,R1787,3450,94,19,134,30,1794,247,207,81,2001
1788,R1788,3318,91,24,192,78,5161,248,195,63,90
1789,R1789,3165,337,12,360,65,2631,195,224,168,1590
1790,R1790,2688,52,11,376,-28,731,226,215,122,150
1791,R1791,2976,71,19,309,56,1900,237,200,87,1385
1792,R1792,3167,53,16,95,7,1507,227,204,106,2466
1793,R1793,3097,145,15,270,82,437,240,236,122,1209
1794,R1794,2963,212,9,366,26,4230,212,249,172,1742
1795,R1795,3110,184,24,60,9,2888,217,248,151,1173
1796,R1796,2374,83,11,408,153,576,236,220,114,1758
1797,R1797,2008,21,3,0,0,270,217,232,152,323
1798,R1798,2903,55,4,175,15,3950,222,231,145,3810
1799,R1799,3250,122,9,67,7,5530,235,233,129,792
1800,R1800,3167,338,18,430,126,2184,179,212,171,2095
1801,R1801,3246,171,10,351,16,4472,227,245,149,912
1802,R1802,3172,281,8,182,19,1451,197,241,184,268
1803,R1803,2870,107,7,30,7,5055,233,232,131,4390
1804,R1804,3108,279,18,120,47,2403,168,240,211,745
1805,R1805,3390,305,10,108,17,2343,194,235,181,2508
1806,R1806,3327,13,27,391,71,5213,183,173,116,430
