id,label,attr_0,attr_1,attr_2,attr_3,attr_4
2655,R2655,5045,8991.2,8991.2,8990.8,8991.2
2656,R2656,8867.6,8867.2,8867.6,8867.2,5663
2657,R2657,8425.6,8425.8,8425.6,7871,8425.8
2658,R2658,9463.8,9464.0,9463.6,9464.0,2681
2659,R2659,9941.0,9940.6,9941.0,9940.8,296
2660,R2660,9584.8,9585.0,9584.8,9585.0,2076
2661,R2661,9965.0,175,9965.0,9965.0,9965.0
2662,R2662,8481.4,8481.2,7594,8481.4,8481.4
2663,R2663,9369.8,3150,9369.8,9369.8,9369.8
2664,R2664,8930.2,8930.4,5348,8930.6,8930.6
2665,R2665,8728.4,8728.2,8728.6,8728.6,6358
2666,R2666,8985.0,8984.8,8985.0,5075,8985.2
2667,R2667,8730.6,8730.2,6348,8730.6,8730.6
2668,R2668,889,9822.0,9822.0,9822.4,9822.2
2669,R2669,9065.2,9064.8,9065.0,4675,9064.8
2670,R2670,9204.6,3977,9204.6,9204.8,9204.6
2671,R2671,8426.6,7866,8426.8,8427.0,8426.6
2672,R2672,2244,9551.2,9551.4,9551.2,9551.4
2673,R2673,8276.4,8619,8276.0,8276.4,8276.4
2674,R2674,9088.4,4558,9088.4,9088.4,9088.4
2675,R2675,9291.0,9291.4,3544,9291.4,9291.2
2676,R2676,9692.6,9692.8,1536,9692.6,9692.6
2677,R2677,8991.0,8990.8,5046,8990.6,8991.0
2678,R2678,760,9847.8,9847.8,9848.0,9848.0
2679,R2679,8556.0,7219,8556.2,8556.2,8556.4
2680,R2680,8274.0,8273.8,8631,8273.8,8273.8
2681,R2681,9891.0,544,9891.2,9891.4,9891.0
2682,R2682,1694,9661.2,9661.4,9661.0,9661.4
2683,R2683,9814.8,9815.2,9815.0,925,9815.0
2684,R2684,9400.4,9400.2,9400.2,2998,9400.2
2685,R2685,9492.0,9491.8,2540,9492.2,9492.0
2686,R2686,8843,8231.2,8231.6,8231.4,8231.4
2687,R2687,9959.8,201,9960.0,9959.8,9960.0
2688,R2688,8189.0,9055,8188.8,8188.8,8188.8
2689,R2689,8379.4,8379.2,8104,8379.4,8379.4
2690,R2690,9121.0,9120.8,4395,9120.8,9121.2
2691,R2691,9824.6,877,9824.8,9824.6,9824.4
2692,R2692,9478.4,9478.8,9478.4,9478.8,2607
2693,R2693,8177.8,8178.2,8178.0,8178.2,9110
2694,R2694,7314,8537.2,8537.4,8537.0,8537.2
2695,R2695,9910.8,445,9910.8,9911.2,9910.8
2696,R2696,9202.8,9202.8,9203.0,3985,9202.8
2697,R2697,6154,8769.0,8769.4,8769.4,8769.0
2698,R2698,8154.0,8154.0,9230,8154.2,8154.2
2699,R2699,5342,8931.6,8931.8,8931.4,8931.8
2700,R2700,8486.6,8486.4,8486.4,8486.8,7567
2701,R2701,8874.4,8874.8,5627,8874.6,8874.6
2702,R2702,8246.0,8245.8,8771,8245.6,8245.6
2703,R2703,8919.8,8920.0,8920.2,8920.2,5400
2704,R2704,9749.6,9749.6,1253,9749.6,9749.4
2705,R2705,9888.8,9888.8,9888.6,9888.8,557
2706,R2706,9206.6,9206.4,9206.4,3968,9206.2
2707,R2707,9224.6,3878,9224.4,9224.2,9224.4
2708,R2708,8153.2,8153.2,9235,8153.0,8153.0
2709,R2709,9303.6,9303.6,3482,9303.4,9303.8
2710,R2710,9810.6,9810.6,9810.4,9810.2,948
2711,R2711,9431.2,9431.2,9431.4,9431.4,2844
2712,R2712,9502.0,9502.0,2490,9502.2,9501.8
2713,R2713,9993.8,9994.2,9993.8,30,9993.8
2714,R2714,9957.0,9957.0,9957.0,9956.8,216
2715,R2715,8907.2,8907.2,8907.4,8907.6,5463
2716,R2716,9325,8135.0,8134.8,8135.0,8134.8
2717,R2717,9833.4,9833.4,9833.4,832,9833.8
2718,R2718,1288,9742.2,9742.6,9742.6,9742.6
2719,R2719,9981.0,9981.0,9980.8,95,9980.8
2720,R2720,9049.2,9049.0,9049.0,4754,9049.2
2721,R2721,9605.6,9605.6,9605.8,1972,9605.6
2722,R2722,8689.8,6551,8689.6,8689.8,8690.0
2723,R2723,9219.8,9220.0,9219.8,9220.0,3900
2724,R2724,9794.4,9794.4,9794.6,1028,9794.4
2725,R2725,9637.4,9637.6,9637.6,1813,9637.2
2726,R2726,8837.0,8836.8,5815,8836.8,8836.8
2727,R2727,8523.6,8523.8,8524.0,7381,8523.6
2728,R2728,9468.2,9468.6,2658,9468.4,9468.4
2729,R2729,9825.6,9825.2,9825.2,9825.6,873
2730,R2730,758,9848.6,9848.6,9848.2,9848.6
2731,R2731,7916,8416.8,8416.8,8416.6,8417.0
2732,R2732,8070.0,8070.2,8070.0,8070.4,9649
2733,R2733,9512.6,9512.6,9512.6,9512.4,2437
2734,R2734,6903,8619.4,8619.4,8619.4,8619.4
2735,R2735,8897.2,8897.4,8897.4,5513,8897.2
2736,R2736,6986,8602.6,8603.0,8602.6,8603.0
2737,R2737,8145.0,9275,8144.8,8144.8,8144.8
2738,R2738,9431.8,9431.6,9431.8,9431.6,2842
2739,R2739,9235.8,9235.6,9235.4,9235.4,3822
2740,R2740,8179.4,9104,8179.0,8179.4,8179.4
2741,R2741,1179,9764.0,9764.2,9764.2,9764.2
2742,R2742,9886.8,565,9887.2,9886.8,9887.0
2743,R2743,363,9927.6,9927.6,9927.6,9927.6
2744,R2744,8196.4,8196.6,8196.4,8196.2,9018
2745,R2745,9511.0,9510.8,2446,9511.0,9510.6
2746,R2746,8500.4,8500.4,8500.4,8500.8,7497
2747,R2747,163,9967.2,9967.6,9967.2,9967.2
2748,R2748,8148.0,8148.0,8148.0,8147.8,9261
2749,R2749,9732.8,9733.0,9732.6,9732.8,1336
2750,R2750,9374.4,9374.4,9374.6,3128,9374.2
2751,R2751,9997.2,9997.6,9997.6,9997.2,13
2752,R2752,2229,9554.0,9554.4,9554.0,9554.2
2753,R2753,8272.6,8272.2,8272.2,8272.2,8638
2754,R2754,8559.2,8559.2,7205,8558.8,8559.0
2755,R2755,5793,8841.2,8841.4,8841.2,8841.4
2756,R2756,9960,8007.8,8007.8,8008.2,8008.2
2757,R2757,8785.2,8785.0,6074,8785.4,8785.2
2758,R2758,5965,8807.2,8807.2,8807.2,8806.8
2759,R2759,9764.2,9764.2,9764.6,9764.2,1178
2760,R2760,9909,8018.0,8018.4,8018.4,8018.0
2761,R2761,9267.2,3663,9267.6,9267.4,9267.4
2762,R2762,8581.8,8582.0,8581.8,7091,8581.6
2763,R2763,9772.2,9772.2,9772.0,1139,9772.0
2764,R2764,2681,9464.0,9463.8,9464.0,9463.8
2765,R2765,1172,9765.6,9765.8,9765.6,9765.8
2766,R2766,8378.4,8378.6,8107,8378.4,8378.4
2767,R2767,9558.6,2207,9558.8,9558.6,9558.8
2768,R2768,9638.0,1811,9637.6,9637.6,9637.8
2769,R2769,9033.6,4833,9033.2,9033.4,9033.4
2770,R2770,8083.6,9581,8083.6,8083.6,8083.6
2771,R2771,9366.8,9367.0,3166,9366.8,9366.8
2772,R2772,3628,9274.6,9274.4,9274.4,9274.4
2773,R2773,9298.2,9298.2,9297.8,3510,9297.8
2774,R2774,9532.2,9532.0,9532.4,9532.0,2339
2775,R2775,9225.0,3876,9225.0,9225.0,9224.6
2776,R2776,6838,8632.6,8632.2,8632.4,8632.4
2777,R2777,6142,8771.6,8771.8,8771.6,8771.4
2778,R2778,7554,8489.2,8489.4,8489.4,8489.4
2779,R2779,8958.4,5209,8958.0,8958.4,8958.4
2780,R2780,540,9892.0,9892.0,9892.0,9892.2
2781,R2781,8848.8,8848.6,8848.6,5756,8848.8
2782,R2782,9276.8,9276.6,3616,9276.6,9276.8
2783,R2783,6139,8772.4,8772.4,8772.4,8772.4
2784,R2784,8259.6,8259.8,8701,8259.8,8259.6
2785,R2785,9516.6,9516.4,2418,9516.4,9516.4
2786,R2786,6037,8792.6,8792.6,8792.6,8792.6
2787,R2787,8937.2,8937.0,8937.0,8937.2,5314
2788,R2788,8436.8,8436.4,8436.4,7817,8436.4
2789,R2789,8671.0,8670.8,8670.8,6646,8671.0
2790,R2790,9036.2,4820,9035.8,9035.8,9036.0
2791,R2791,8581.4,7093,8581.6,8581.4,8581.4
2792,R2792,9616.6,9616.2,9616.2,9616.2,1918
2793,R2793,8743.0,8743.0,8743.4,6284,8743.0
2794,R2794,6659,8668.0,8668.4,8668.4,8668.0
2795,R2795,8668.0,8668.2,8668.0,8668.4,6659
2796,R2796,8061.0,8060.6,8060.8,9696,8061.0
2797,R2797,9223.6,3882,9223.4,9223.4,9223.6
2798,R2798,9496.2,9496.4,9496.4,2518,9496.2
2799,R2799,9148.2,4260,9148.2,9148.0,9148.0
2800,R2800,9675.4,9675.0,9675.4,9675.4,1624
2801,R2801,9629.6,9629.6,1851,9629.8,9629.8
2802,R2802,9129.8,4351,9129.6,9129.8,9130.0
2803,R2803,8227.2,8226.8,8865,8227.2,8227.0
2804,R2804,9118,8176.4,8176.2,8176.6,8176.2
2805,R2805,2419,9516.0,9516.0,9516.4,9516.0
2806,R2806,9473.6,9473.6,9473.6,9473.4,2633
2807,R2807,8514.6,8514.6,8514.6,7428,8514.6
2808,R2808,9841.6,791,9841.6,9842.0,9841.6
2809,R2809,8079,8384.4,8384.4,8384.0,8384.0
2810,R2810,8880.8,8880.8,8881.0,5596,8880.6
2811,R2811,8410.2,7950,8410.0,8409.8,8409.8
2812,R2812,8514.2,8514.4,8514.4,7428,8514.2
2813,R2813,9336.8,9336.6,3317,9336.8,9336.6
2814,R2814,9054.6,9054.6,9054.8,4727,9054.4
2815,R2815,9158.8,9158.8,9158.8,4205,9159.2
2816,R2816,8118.4,8118.2,8118.6,9408,8118.4
2817,R2817,8885.4,8885.6,5572,8885.4,8885.4
2818,R2818,9458.6,9458.4,2708,9458.2,9458.6
2819,R2819,8298.6,8298.4,8298.8,8298.6,8507
2820,R2820,8474.6,8474.4,8474.4,7627,8474.8
2821,R2821,195,9961.0,9961.0,9961.0,9961.2
2822,R2822,9018.8,9018.8,9018.6,4907,9018.4
2823,R2823,9338.0,9338.0,3310,9338.2,9337.8
2824,R2824,6559,8688.2,8688.4,8688.4,8688.0
2825,R2825,9038.2,9038.2,9038.6,9038.2,4808
2826,R2826,8018.2,8018.0,8017.8,8018.0,9910
2827,R2827,2444,9511.4,9511.2,9511.0,9511.0
2828,R2828,9989.2,53,9989.6,9989.2,9989.4
2829,R2829,9324.6,9324.4,3378,9324.4,9324.4
2830,R2830,9350.0,9349.8,9350.2,9349.8,3250
2831,R2831,2453,9509.4,9509.4,9509.6,9509.4
2832,R2832,8030.2,9850,8029.8,8030.2,8029.8
2833,R2833,8679.8,8680.0,8680.0,8679.8,6601
2834,R2834,9617.0,1916,9617.0,9616.6,9617.0
2835,R2835,9597.0,9596.8,2015,9596.8,9597.0
2836,R2836,8784.4,6078,8784.2,8784.4,8784.2
2837,R2837,3107,9378.6,9378.8,9378.6,9378.6
2838,R2838,9619.6,9620.0,9619.8,9619.6,1901
2839,R2839,8218.6,8218.4,8907,8218.8,8218.4
2840,R2840,8203.0,8202.8,8203.0,8986,8203.0
2841,R2841,9997.2,9997.2,15,9996.8,9997.2
2842,R2842,8075.8,8075.8,8075.8,9620,8076.0
2843,R2843,9136.4,9136.6,9136.4,9136.2,4318
2844,R2844,8332,8333.4,8333.4,8333.8,8333.4
2845,R2845,8660.0,6699,8660.0,8660.0,8660.0
2846,R2846,8981.4,8981.6,8981.4,5092,8981.6
2847,R2847,8136.6,8136.6,8136.8,9316,8137.0
2848,R2848,9001.4,9001.4,9001.0,4994,9001.0
2849,R2849,8670.0,8670.0,8670.2,8670.2,6650
2850,R2850,9225.6,9225.4,9225.6,3872,9225.8
2851,R2851,8331.4,8331.4,8331.2,8331.0,8344
2852,R2852,9493.4,9493.4,2534,9493.4,9493.4
2853,R2853,9599.6,9599.4,9599.8,2002,9599.8
2854,R2854,9401.0,2995,9401.2,9401.0,9400.8
2855,R2855,9033.2,4835,9033.0,9032.8,9033.0
2856,R2856,9136.0,9135.8,9136.0,4320,9136.0
2857,R2857,2162,9567.6,9567.6,9567.6,9567.6
2858,R2858,9543.0,9543.0,9542.8,9543.2,2285
2859,R2859,7426,8514.6,8514.6,8515.0,8514.8
2860,R2860,8843.6,5781,8844.0,8843.8,8844.0
2861,R2861,9003.6,4982,9003.8,9003.8,9003.4
2862,R2862,146,9970.8,9970.6,9971.0,9970.6
2863,R2863,8147.2,9264,8147.0,8147.4,8147.0
2864,R2864,518,9896.4,9896.4,9896.2,9896.2
2865,R2865,9398.6,9398.4,9398.2,9398.2,3008
2866,R2866,6391,8722.0,8721.6,8721.8,8722.0
2867,R2867,4097,9180.6,9180.6,9180.6,9180.6
2868,R2868,9541.0,9541.2,9541.2,2295,9541.0
2869,R2869,9938.6,9938.2,308,9938.2,9938.4
2870,R2870,8157.6,9213,8157.4,8157.4,8157.4
2871,R2871,2201,9559.8,9560.0,9559.6,9560.0
2872,R2872,9861.8,9862.0,690,9862.0,9862.0
2873,R2873,9756.4,9756.2,9756.4,9756.0,1219
2874,R2874,8143.6,9281,8144.0,8144.0,8143.6
2875,R2875,8161.6,8161.6,8161.6,9192,8161.8
2876,R2876,9906.0,9906.0,469,9906.4,9906.4
2877,R2877,9917.8,410,9918.0,9917.8,9917.8
2878,R2878,8537.6,8537.4,7313,8537.6,8537.6
2879,R2879,8063,8387.6,8387.4,8387.4,8387.6
2880,R2880,9834.4,827,9834.4,9834.8,9834.4
2881,R2881,9475.8,9476.0,2621,9475.6,9475.8
2882,R2882,8246.8,8246.6,8247.0,8766,8247.0
2883,R2883,8325.4,8325.0,8325.0,8374,8325.4
2884,R2884,8862.6,5688,8862.2,8862.2,8862.6
2885,R2885,9480.0,2600,9480.0,9480.0,9479.8
2886,R2886,8359.8,8359.8,8202,8359.8,8359.8
2887,R2887,1929,9614.2,9614.4,9614.4,9614.2
2888,R2888,9994.6,9994.8,26,9995.0,9995.0
2889,R2889,8156.0,8156.0,9219,8156.2,8156.4
2890,R2890,8656.6,8656.6,8656.8,8656.8,6716
2891,R2891,8405.2,7975,8405.2,8405.2,8405.0
2892,R2892,9216.0,9216.4,3919,9216.2,9216.4
2893,R2893,8140.6,8140.2,8140.4,8140.2,9298
2894,R2894,9030.6,9030.6,9030.6,9030.6,4848
2895,R2895,8170.8,8170.8,9145,8170.8,8171.0
2896,R2896,9189.2,9189.6,4053,9189.6,9189.4
2897,R2897,8533.2,8533.4,8533.6,8533.6,7333
2898,R2898,6204,8759.4,8759.4,8759.2,8759.2
2899,R2899,8896.2,8896.4,5518,8896.4,8896.2
2900,R2900,3000,9400.0,9399.8,9400.2,9399.8
2901,R2901,8073.0,9636,8073.0,8073.0,8073.0
2902,R2902,8112,8377.8,8377.8,8377.6,8377.6
2903,R2903,8378.4,8378.0,8109,8378.2,8378.4
2904,R2904,8093.0,8093.4,9534,8093.4,8093.4
2905,R2905,9479.4,9479.2,9479.4,2604,9479.0
2906,R2906,8190,8362.2,8361.8,8361.8,8361.8
2907,R2907,8741,8251.8,8251.6,8251.8,8251.8
2908,R2908,8568.0,8567.8,8567.8,8567.6,7161
2909,R2909,8980.6,8980.6,8980.2,8980.6,5098
2910,R2910,8605.6,8605.8,8605.6,6972,8605.4
2911,R2911,8269.2,8269.4,8269.4,8269.4,8654
2912,R2912,174,9965.2,9965.2,9965.2,9965.2
2913,R2913,8686.8,8686.4,8686.4,8686.4,6567
2914,R2914,9050.6,4747,9050.8,9050.4,9050.8
2915,R2915,8383.0,8383.0,8086,8382.8,8382.6
2916,R2916,9069.8,9069.6,9069.4,9069.8,4652
2917,R2917,8815.4,8815.2,8815.4,8815.0,5924
2918,R2918,9619.4,9619.4,9619.4,1903,9619.2
2919,R2919,8780.6,8780.4,8780.2,6098,8780.2
2920,R2920,9461.6,9461.6,9461.2,2693,9461.2
2921,R2921,8761.2,6194,8761.0,8761.2,8761.4
2922,R2922,5057,8988.4,8988.8,8988.6,8988.4
2923,R2923,9653.4,9653.4,9653.2,1734,9653.0
2924,R2924,9304.8,3475,9304.8,9305.0,9304.8
2925,R2925,9143.0,9143.0,9143.0,4285,9142.8
2926,R2926,8445.0,8445.0,8445.4,7774,8445.4
2927,R2927,9594.6,9595.0,9594.6,2026,9595.0
2928,R2928,8873.8,8873.8,8873.8,5632,8873.4
2929,R2929,9314.6,3428,9314.6,9314.6,9314.4
2930,R2930,9256.2,9256.2,9256.2,3719,9256.2
2931,R2931,9703.0,1485,9703.2,9703.0,9703.0
2932,R2932,8955.0,8954.8,8955.2,5225,8955.2
2933,R2933,9009.6,9009.6,9009.6,4951,9009.6
2934,R2934,9296.6,3517,9296.6,9296.6,9296.6
2935,R2935,9492.8,9492.6,9492.8,9492.6,2537
2936,R2936,8635.4,8635.8,6822,8635.4,8635.8
2937,R2937,8493.8,8494.0,8493.8,8494.0,7530
2938,R2938,9469.4,9469.2,9469.0,2654,9469.4
2939,R2939,8378.0,8378.0,8111,8377.6,8377.8
2940,R2940,3395,9321.2,9321.0,9321.2,9320.8
2941,R2941,9399.4,9399.0,9399.4,3004,9399.0
2942,R2942,8342.4,8288,8342.6,8342.6,8342.6
2943,R2943,9300.6,3497,9300.8,9300.4,9300.4
2944,R2944,6106,8778.8,8778.6,8778.6,8778.8
2945,R2945,9268.6,9268.8,9268.8,3656,9268.8
2946,R2946,8465.4,8465.6,8465.4,7673,8465.2
2947,R2947,9090.8,4547,9090.4,9090.6,9090.4
2948,R2948,9482.0,2591,9481.6,9481.8,9481.6
2949,R2949,8812.6,8812.6,8812.2,8812.4,5938
2950,R2950,9069.8,9069.6,9069.8,4651,9069.8
2951,R2951,8264.2,8680,8263.8,8264.0,8263.8
2952,R2952,8498.4,8498.4,8498.6,8498.4,7508
2953,R2953,8417.2,7914,8417.2,8417.4,8417.0
2954,R2954,8280.6,8280.6,8280.2,8598,8280.2
2955,R2955,9634.6,9634.6,9634.4,9634.6,1827
2956,R2956,8020.8,8021.0,8021.0,9895,8021.2
2957,R2957,2638,9472.6,9472.2,9472.4,9472.6
2958,R2958,8834.6,8834.2,5828,8834.2,8834.6
2959,R2959,9262.8,9262.6,9262.6,3687,9262.4
2960,R2960,9329.0,3354,9329.0,9329.4,9329.0
2961,R2961,8832.6,8832.8,8833.0,5836,8833.0
2962,R2962,8321.2,8393,8321.2,8321.2,8321.4
2963,R2963,2586,9482.8,9482.6,9482.6,9482.8
2964,R2964,9764.6,9764.8,1176,9764.8,9764.8
2965,R2965,8552,8289.4,8289.6,8289.6,8289.4
2966,R2966,8555.4,8555.0,8555.2,7224,8555.0
2967,R2967,9917,8016.8,8016.6,8016.8,8016.6
2968,R2968,9758.6,9758.4,1207,9758.8,9758.4
2969,R2969,8058.4,8058.6,8058.6,9707,8058.6
2970,R2970,8833.0,8833.0,5835,8832.8,8833.0
2971,R2971,9169.8,9169.6,4152,9169.8,9169.4
2972,R2972,9274.2,9274.2,3630,9274.2,9274.0
2973,R2973,9109.0,9109.0,9109.0,9109.4,4454
2974,R2974,40,9992.2,9992.2,9991.8,9991.8
2975,R2975,6885,8622.8,8623.2,8623.2,8623.0
2976,R2976,1331,9734.0,9733.6,9734.0,9733.6
2977,R2977,9455,8109.2,8108.8,8109.2,8109.0
2978,R2978,3579,9284.0,9284.2,9284.4,9284.2
2979,R2979,9573,8085.2,8085.2,8085.6,8085.2
2980,R2980,8090.6,9546,8091.0,8090.6,8091.0
2981,R2981,7792,8441.6,8441.6,8441.8,8441.4
2982,R2982,9104.2,9104.0,9104.0,9104.0,4479
2983,R2983,9730.6,9730.2,9730.2,9730.4,1348
2984,R2984,3381,9323.8,9323.6,9324.0,9324.0
2985,R2985,9139.6,9139.6,4302,9139.6,9139.6
2986,R2986,8533.0,8533.2,7335,8533.0,8533.2
2987,R2987,9601.8,1990,9601.8,9602.0,9601.8
2988,R2988,8656.8,8657.0,6715,8657.2,8656.8
2989,R2989,8125.0,8124.8,8124.8,9375,8125.2
2990,R2990,8156,8369.0,8369.0,8369.0,8368.6
2991,R2991,9897.4,513,9897.6,9897.2,9897.6
2992,R2992,9258.8,9258.8,9258.8,3707,9258.6
2993,R2993,8332.4,8332.4,8332.6,8337,8332.8
2994,R2994,8703.6,6482,8703.6,8703.6,8703.8
2995,R2995,8223.6,8883,8223.2,8223.6,8223.4
2996,R2996,9392.6,9392.8,3036,9392.8,9393.0
2997,R2997,9508.8,9508.8,9508.8,9508.6,2457
2998,R2998,8876.0,5620,8875.8,8876.2,8876.0
2999,R2999,6807,8638.4,8638.4,8638.4,8638.4
3000,R3000,4545,9090.8,9091.2,9091.0,9090.8
3001,R3001,9272.2,9272.6,3638,9272.6,9272.4
3002,R3002,8111.8,8111.6,9442,8111.4,8111.8
3003,R3003,8459.8,7700,8459.8,8459.8,8460.0
3004,R3004,8582.4,8582.2,8582.0,7089,8582.0
3005,R3005,8386.0,8386.2,8386.0,8386.0,8069
3006,R3006,8980.8,8980.4,8980.6,5097,8980.6
3007,R3007,8854.2,8853.8,5730,8853.8,8854.2
3008,R3008,8306.6,8466,8306.8,8307.0,8306.8
3009,R3009,8039.8,9800,8040.0,8040.0,8040.0
3010,R3010,1219,9756.0,9756.2,9756.0,9756.2
3011,R3011,9652.0,9651.8,9651.8,1740,9652.2
3012,R3012,8397.8,8010,8397.8,8398.2,8398.0
3013,R3013,9776.2,1120,9776.2,9775.8,9775.8
3014,R3014,9913.4,9913.4,9913.6,433,9913.2
3015,R3015,9667.4,9667.6,1663,9667.6,9667.4
3016,R3016,1750,9650.0,9650.0,9650.0,9650.0
3017,R3017,8387.2,8387.0,8065,8387.2,8386.8
3018,R3018,8490.2,8490.6,8490.6,7548,8490.2
3019,R3019,8602.0,8602.0,6991,8601.6,8601.8
3020,R3020,9349.2,9349.0,9349.0,9348.8,3255
3021,R3021,8346.2,8268,8346.4,8346.2,8346.2
3022,R3022,8549,8290.2,8290.2,8290.2,8290.0
3023,R3023,9907.0,466,9907.0,9906.8,9907.0
3024,R3024,8723.0,8722.8,8722.6,6386,8723.0
3025,R3025,9383.2,9383.0,3084,9383.0,9383.2
3026,R3026,8305.6,8472,8305.6,8305.4,8305.6
3027,R3027,8990.8,8991.2,5045,8990.8,8991.2
3028,R3028,2879,9424.0,9424.2,9424.4,9424.0
3029,R3029,9740.6,9740.6,9740.6,9740.6,1297
3030,R3030,9577.6,9577.8,2112,9577.4,9577.8
3031,R3031,9948.2,9948.0,9948.2,260,9947.8
3032,R3032,1903,9619.4,9619.4,9619.6,9619.4
3033,R3033,9936.8,316,9936.6,9936.6,9936.8
3034,R3034,8698.4,8698.4,8698.2,6508,8698.2
3035,R3035,8340.0,8340.4,8340.4,8299,8340.2
3036,R3036,8128.6,9357,8128.4,8128.6,8128.4
3037,R3037,9145.8,9145.6,9145.6,4271,9145.6
3038,R3038,9323.8,9323.4,3382,9323.8,9323.8
3039,R3039,9478.0,2610,9478.0,9478.2,9478.0
3040,R3040,9921.0,9921.2,394,9921.2,9921.2
3041,R3041,9122.4,9122.6,9122.4,9122.6,4387
3042,R3042,8527.8,8528.0,8528.0,7361,8527.8
3043,R3043,8836.0,8836.2,8835.8,5820,8836.0
3044,R3044,314,9937.4,9937.0,9937.2,9937.4
3045,R3045,9430.4,9430.4,9430.2,2849,9430.4
3046,R3046,9316.0,9315.6,9316.0,9315.6,3421
3047,R3047,9465.0,2676,9464.8,9464.6,9465.0
3048,R3048,8154.4,8154.8,8154.6,8154.8,9227
3049,R3049,9387.4,9387.8,9387.6,9387.8,3062
3050,R3050,8931.6,8931.2,8931.2,5343,8931.6
3051,R3051,9302.8,3485,9303.2,9303.0,9303.0
3052,R3052,8511.8,7442,8511.8,8511.8,8511.4
3053,R3053,8692.0,8691.8,8691.8,6540,8692.0
3054,R3054,9164.4,4177,9164.6,9164.6,9164.6
3055,R3055,7943,8411.2,8411.6,8411.6,8411.4
3056,R3056,9824.2,9824.6,878,9824.6,9824.6
3057,R3057,9536.6,9536.8,9536.8,2317,9536.8
3058,R3058,8985.8,8986.2,8986.0,8986.0,5070
3059,R3059,2718,9456.4,9456.2,9456.4,9456.4
3060,R3060,8353.4,8353.4,8353.0,8234,8353.4
3061,R3061,8701.2,8701.2,6493,8701.4,8701.6
3062,R3062,913,9817.2,9817.4,9817.2,9817.6
3063,R3063,3009,9398.2,9398.2,9398.4,9398.4
3064,R3064,8348.8,8348.6,8348.6,8348.8,8257
3065,R3065,8269.8,8269.6,8269.6,8269.6,8652
3066,R3066,8074.6,9626,8075.0,8074.8,8075.0
3067,R3067,9092.6,9092.6,4536,9092.8,9093.0
3068,R3068,9425.4,9425.2,9425.4,2874,9425.4
3069,R3069,9286.4,3569,9286.0,9286.2,9286.0
3070,R3070,8282.6,8282.6,8282.2,8588,8282.6
3071,R3071,9888.0,9887.8,561,9888.0,9888.0
3072,R3072,9171.0,9170.6,9171.0,9171.0,4146
3073,R3073,8152.0,8151.8,8152.0,8151.8,9241
3074,R3074,8999.2,8999.2,8999.0,8999.4,5004
3075,R3075,8503.2,7484,8503.4,8503.4,8503.2
3076,R3076,8547.2,8547.0,8547.0,8546.8,7265
3077,R3077,9239.4,9239.6,9239.6,9239.8,3802
3078,R3078,8627.8,8627.8,8627.8,6862,8627.8
3079,R3079,8200.2,8998,8200.4,8200.6,8200.2
3080,R3080,9234.2,3828,9234.4,9234.6,9234.2
3081,R3081,5625,8875.0,8874.8,8875.2,8874.8
3082,R3082,930,9814.0,9813.8,9814.0,9813.8
3083,R3083,9768.4,9768.2,9768.4,9768.4,1158
3084,R3084,9704.6,9705.0,9705.0,1476,9705.0
3085,R3085,9142.8,9142.8,9143.0,9142.8,4285
3086,R3086,9751.2,9751.4,9751.0,9751.0,1244
3087,R3087,9752.2,9751.8,9752.2,1240,9752.2
3088,R3088,8359.8,8359.8,8202,8359.6,8359.8
3089,R3089,5432,8913.6,8913.4,8913.4,8913.4
3090,R3090,9613.8,1930,9614.2,9614.2,9614.2
3091,R3091,9861.2,9861.6,9861.2,693,9861.4
3092,R3092,9371.0,9370.6,9371.0,9370.6,3146
3093,R3093,8725.6,8725.6,6373,8725.6,8725.6
3094,R3094,8867.0,5665,8867.2,8866.8,8867.2
3095,R3095,8730.2,8730.4,8730.0,6349,8730.2
3096,R3096,9338.2,9338.6,3308,9338.2,9338.2
3097,R3097,9895.4,522,9895.4,9895.6,9895.6
3098,R3098,8346.8,8265,8346.8,8347.2,8347.2
3099,R3099,9454.8,2725,9455.0,9454.8,9455.2
3100,R3100,3854,9229.2,9229.4,9229.4,9229.2
3101,R3101,8213.0,8213.4,8934,8213.2,8213.0
3102,R3102,8333.2,8333.0,8333.2,8333.2,8335
3103,R3103,646,9870.8,9870.8,9870.8,9871.0
3104,R3104,8296.0,8296.0,8519,8296.4,8296.4
3105,R3105,8679.4,8679.4,8679.6,8679.4,6602
3106,R3106,8767.6,8767.6,8767.4,8767.2,6163
3107,R3107,8982.8,8982.4,5087,8982.8,8982.6
3108,R3108,8978.2,5108,8978.6,8978.4,8978.6
3109,R3109,8795.6,6022,8795.4,8795.4,8795.8
3110,R3110,8866.2,8866.2,5670,8865.8,8866.0
3111,R3111,9003.8,9004.0,4981,9003.8,9003.6
3112,R3112,9879.0,9879.0,606,9879.0,9879.0
3113,R3113,9612.2,9612.4,9612.4,9612.2,1938
3114,R3114,8007.4,9963,8007.4,8007.4,8007.6
3115,R3115,8136.4,8136.4,8136.0,8136.2,9319
3116,R3116,792,9841.8,9841.4,9841.8,9841.8
3117,R3117,8295.6,8295.4,8295.8,8295.6,8522
3118,R3118,9452.6,9452.6,9452.8,2736,9453.0
3119,R3119,1719,9656.2,9656.4,9656.4,9656.2
3120,R3120,8600.6,8600.6,6996,8600.8,8601.0
3121,R3121,8629.2,8629.0,8629.0,6855,8628.8
