id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9
8458,R8458,9270.0,9270.0,9270.2,9270.0,9270.0,3649,9270.4,9270.0,9270.2,9270.0
8459,R8459,9020.4,9020.2,9020.2,9020.2,9020.4,9020.4,9020.4,4898,9020.2,9020.4
8460,R8460,9878.8,9878.4,9878.4,9878.6,9878.4,9878.6,9878.6,9878.6,607,9878.8
8461,R8461,9867.8,9867.6,9867.6,9868.0,9868.0,9867.6,661,9868.0,9868.0,9867.8
8462,R8462,8198.4,8198.2,8198.0,8198.2,8198.0,8198.0,9009,8198.0,8198.4,8198.0
8463,R8463,8144.8,8144.4,8144.4,8144.6,9277,8144.8,8144.8,8144.8,8144.4,8144.4
8464,R8464,8745,8251.2,8251.2,8251.2,8250.8,8251.0,8250.8,8251.2,8250.8,8250.8
8465,R8465,9481.8,9482.0,9481.6,9481.8,9482.0,9481.8,9481.6,9481.6,2591,9481.6
8466,R8466,9714.2,9713.8,9713.8,9713.8,9714.0,9714.0,1430,9713.8,9713.8,9714.0
8467,R8467,8455.0,8455.0,8455.2,8455.2,7725,8455.0,8455.0,8455.0,8454.8,8454.8
8468,R8468,8995.2,8995.0,8995.2,8995.0,8995.0,8994.8,5025,8994.8,8995.2,8994.8
8469,R8469,9174.6,9174.4,9174.8,4127,9174.4,9174.6,9174.8,9174.8,9174.8,9174.6
8470,R8470,9722.4,9722.4,9722.6,9722.8,1387,9722.8,9722.4,9722.6,9722.6,9722.6
8471,R8471,8249.8,8250.0,8249.6,8249.6,8250.0,8751,8249.8,8250.0,8249.8,8249.6
8472,R8472,9784.4,9784.2,9784.0,9784.2,9784.0,9784.4,9784.0,1079,9784.0,9784.0
8473,R8473,9885.4,574,9885.0,9885.4,9885.0,9885.0,9885.0,9885.0,9885.4,9885.0
8474,R8474,9597.2,9597.2,9597.0,2014,9597.4,9597.4,9597.4,9597.4,9597.4,9597.2
8475,R8475,9811.2,9811.0,9811.2,9811.0,9811.2,9811.0,9811.2,9811.0,9811.2,945
8476,R8476,9665.8,9666.0,9665.8,9665.8,1670,9666.2,9666.2,9666.0,9666.2,9666.2
8477,R8477,8259.4,8259.4,8259.6,8259.2,8259.4,8259.6,8259.6,8259.2,8259.6,8703
8478,R8478,8371.2,8371.0,8370.8,8371.0,8371.0,8371.0,8371.0,8371.2,8145,8370.8
8479,R8479,9856.0,9856.0,9856.0,9855.6,9855.6,9856.0,9855.8,9855.6,721,9855.6
8480,R8480,9390.2,3048,9390.6,9390.6,9390.6,9390.6,9390.6,9390.4,9390.2,9390.2
8481,R8481,7969,8406.4,8406.4,8406.4,8406.2,8406.4,8406.2,8406.2,8406.4,8406.2
8482,R8482,8755.6,8755.4,8755.4,8755.8,8755.8,6222,8755.4,8755.8,8755.6,8755.8
8483,R8483,9655.6,9655.6,9655.2,9655.4,9655.2,9655.6,9655.4,9655.6,1723,9655.6
8484,R8484,8956.2,8956.2,8956.0,8956.0,8956.0,8956.2,8956.2,8956.2,8956.0,5220
8485,R8485,9961.2,9961.0,194,9961.0,9961.0,9961.2,9961.0,9961.4,9961.2,9961.0
8486,R8486,8661.2,6695,8661.2,8661.0,8661.0,8660.8,8660.8,8660.8,8660.8,8661.0
8487,R8487,8333.4,8333.4,8333.6,8333.2,8333,8333.4,8333.2,8333.4,8333.2,8333.6
8488,R8488,8001.2,8001.0,8001.2,9995,8000.8,8001.0,8001.2,8001.0,8001.0,8001.0
8489,R8489,8863.6,8863.8,5682,8863.8,8863.6,8863.4,8863.6,8863.6,8863.8,8863.4
8490,R8490,8155.8,8155.6,8155.8,8155.6,8155.6,8155.4,8155.6,8155.4,8155.4,9222
8491,R8491,8173.4,8173.4,8173.2,8173.2,9134,8173.2,8173.0,8173.0,8173.0,8173.0
8492,R8492,8195.0,8195.2,8195.2,8195.2,9024,8195.0,8195.4,8195.0,8195.2,8195.0
8493,R8493,9206.0,9206.0,9206.2,9206.2,3969,9206.0,9206.4,9206.2,9206.4,9206.0
8494,R8494,9369.4,3152,9369.6,9369.6,9369.8,9369.8,9369.6,9369.4,9369.8,9369.6
8495,R8495,9099.0,4504,9099.2,9099.2,9099.4,9099.4,9099.0,9099.2,9099.4,9099.0
8496,R8496,8748.6,8748.8,8748.8,8748.6,8748.8,8748.8,8748.8,8748.4,8748.8,6257
8497,R8497,8219.2,8219.4,8219.2,8903,8219.4,8219.2,8219.4,8219.4,8219.4,8219.2
8498,R8498,8282.6,8587,8282.4,8282.4,8282.8,8282.8,8282.6,8282.6,8282.6,8282.4
8499,R8499,9194.2,9194.0,9193.8,9194.0,9194.2,9193.8,4030,9194.0,9194.0,9193.8
8500,R8500,9545.0,9545.2,9545.0,2274,9545.4,9545.4,9545.2,9545.2,9545.4,9545.2
8501,R8501,9535.2,2323,9535.6,9535.4,9535.4,9535.6,9535.2,9535.6,9535.4,9535.4
8502,R8502,9415.0,9415.0,9415.2,9414.8,9415.0,2925,9414.8,9415.0,9414.8,9414.8
8503,R8503,4103,9179.2,9179.2,9179.6,9179.6,9179.4,9179.4,9179.2,9179.2,9179.6
8504,R8504,2811,9437.8,9438.0,9437.6,9437.6,9437.6,9437.8,9437.6,9437.8,9438.0
8505,R8505,9483.0,9483.0,9483.0,9483.4,9483.2,9483.2,9483.2,9483.4,2584,9483.0
8506,R8506,8588.8,8588.6,8588.4,8588.8,8588.8,8588.6,8588.4,8588.6,8588.8,7057
8507,R8507,8075.2,8075.2,8075.0,8075.4,8075.4,8075.4,9624,8075.2,8075.2,8075.2
8508,R8508,8300.2,8300.2,8300.2,8299.8,8299.8,8299.8,8500,8299.8,8299.8,8300.2
8509,R8509,8978.8,8979.2,8978.8,8979.2,8978.8,8978.8,5105,8979.2,8978.8,8978.8
8510,R8510,9991.4,9991.6,9991.2,9991.4,9991.2,9991.4,43,9991.6,9991.6,9991.4
8511,R8511,9984.4,9984.0,79,9984.0,9984.2,9984.2,9984.2,9984.2,9984.0,9984.4
8512,R8512,9696.2,9696.4,9696.4,9696.4,1519,9696.2,9696.4,9696.4,9696.4,9696.4
8513,R8513,9413.0,2936,9412.8,9412.6,9412.6,9412.6,9413.0,9412.6,9412.8,9412.6
8514,R8514,9642.2,9642.0,9642.2,9642.2,9642.2,9642.2,1789,9642.4,9642.4,9642.4
8515,R8515,9772.8,9772.6,9773.0,9773.0,9772.6,9772.6,9772.8,1136,9772.6,9773.0
8516,R8516,8605.8,8606.0,8606.0,8605.6,8605.6,8605.6,8606.0,6971,8606.0,8606.0
8517,R8517,8218.6,8218.8,8218.8,8218.6,8218.8,8218.8,8907,8218.6,8218.4,8218.4
8518,R8518,9081.2,9081.0,9080.8,9080.8,4595,9080.8,9081.0,9081.0,9081.0,9081.0
8519,R8519,8748.0,8747.6,8747.8,8747.8,8747.8,8747.8,6261,8747.6,8748.0,8747.8
8520,R8520,8586.8,8586.8,7067,8586.8,8586.6,8586.8,8586.8,8586.6,8586.6,8586.4
8521,R8521,8483.6,7582,8483.6,8483.6,8483.6,8483.6,8483.6,8483.8,8483.6,8483.6
8522,R8522,9174.4,9174.2,9174.4,9174.4,9174.4,9174.4,9174.6,4128,9174.2,9174.2
8523,R8523,8579,8284.0,8284.4,8284.2,8284.2,8284.0,8284.2,8284.2,8284.0,8284.4
8524,R8524,494,9901.0,9901.4,9901.0,9901.4,9901.4,9901.4,9901.0,9901.2,9901.2
8525,R8525,9311.8,9312.0,3441,9312.0,9311.6,9311.8,9312.0,9311.6,9312.0,9312.0
8526,R8526,8602.6,8603.0,6986,8602.8,8602.6,8602.8,8602.6,8602.8,8602.8,8602.6
8527,R8527,9033.6,9033.8,9033.8,9033.6,9034.0,9034.0,4831,9034.0,9034.0,9033.6
8528,R8528,8791.8,8791.8,8792.0,8791.8,8792.2,6040,8791.8,8791.8,8791.8,8792.2
8529,R8529,9118.0,9118.0,9118.0,4410,9118.2,9117.8,9118.0,9118.2,9118.2,9118.2
8530,R8530,8156.6,9216,8156.6,8157.0,8156.6,8157.0,8156.8,8157.0,8157.0,8156.8
8531,R8531,8469.0,7654,8469.4,8469.2,8469.4,8469.4,8469.2,8469.2,8469.2,8469.2
8532,R8532,9929.4,9929.4,9929.4,9929.4,9929.4,9929.4,9929.4,352,9929.6,9929.4
8533,R8533,8086.8,8087.0,8086.6,8087.0,8087.0,9566,8087.0,8087.0,8086.8,8086.6
8534,R8534,9498.4,2509,9498.4,9498.2,9498.2,9498.2,9498.0,9498.2,9498.0,9498.0
8535,R8535,8126.8,8126.4,8126.4,8126.4,8126.4,9367,8126.6,8126.8,8126.4,8126.6
8536,R8536,9834.4,9834.6,827,9834.6,9834.6,9834.6,9834.6,9834.4,9834.4,9834.8
8537,R8537,9079.2,9079.0,9079.0,9079.2,9079.0,9079.0,9079.0,4605,9078.8,9079.2
8538,R8538,8154.2,8154.2,8154.2,8154.4,8154.2,8154.2,8154.6,8154.6,8154.6,9228
8539,R8539,8562.4,8562.0,8562.4,8562.4,7189,8562.2,8562.0,8562.4,8562.0,8562.0
8540,R8540,9283.4,9283.6,9283.4,9283.8,9283.8,9283.8,9283.6,9283.8,3582,9283.8
8541,R8541,8146.6,8146.4,9267,8146.8,8146.6,8146.8,8146.8,8146.4,8146.8,8146.8
8542,R8542,3025,9394.8,9394.8,9394.8,9394.8,9395.0,9394.8,9395.0,9394.8,9395.0
8543,R8543,8609.6,8609.4,8609.4,8609.4,8609.6,8609.6,8609.6,8609.8,8609.6,6952
8544,R8544,8164.2,8164.4,8164.6,8164.6,8164.4,8164.6,8164.6,8164.6,9178,8164.2
8545,R8545,8350.2,8349.8,8350.0,8349.8,8250,8349.8,8350.0,8349.8,8350.0,8350.0
8546,R8546,8643.6,8643.4,8643.6,8643.2,8643.2,6783,8643.6,8643.6,8643.6,8643.4
8547,R8547,8612.2,6938,8612.4,8612.6,8612.2,8612.6,8612.4,8612.6,8612.2,8612.4
8548,R8548,9188.0,9187.8,9188.2,4060,9187.8,9188.0,9187.8,9188.0,9188.0,9188.2
8549,R8549,8896.2,8896.2,8896.6,8896.4,8896.6,8896.2,8896.6,5518,8896.2,8896.4
8550,R8550,9208.6,9208.2,9208.2,9208.4,9208.4,9208.6,9208.6,9208.6,3958,9208.6
8551,R8551,9527,8094.8,8094.4,8094.8,8094.8,8094.6,8094.6,8094.8,8094.4,8094.6
8552,R8552,9426.4,9426.6,9426.4,9426.4,9426.6,9426.4,9426.6,2867,9426.4,9426.4
8553,R8553,182,9963.4,9963.6,9963.6,9963.4,9963.8,9963.4,9963.6,9963.8,9963.8
8554,R8554,8785.2,8785.0,8785.0,8784.8,8785.2,8785.2,8784.8,6075,8785.0,8784.8
8555,R8555,8432.4,8432.8,8432.6,8432.4,8432.4,8432.4,8432.8,8432.4,7837,8432.8
8556,R8556,8044.8,8044.8,8045.0,8044.8,8044.8,8044.8,8045.0,8045.0,8045.0,9775
8557,R8557,9824.2,9824.2,9824.4,9824.0,9824.4,9824.2,9824.2,879,9824.0,9824.0
8558,R8558,9313.2,9313.2,3434,9313.2,9313.0,9313.0,9313.0,9313.0,9313.4,9313.4
8559,R8559,9582.6,9582.4,9582.4,9582.6,9582.8,9582.4,2087,9582.4,9582.8,9582.4
8560,R8560,8926.4,8926.4,8926.4,8926.2,8926.4,8926.6,8926.4,8926.4,5368,8926.4
8561,R8561,8976.8,8976.4,8976.4,8976.4,8976.8,8976.8,5117,8976.8,8976.4,8976.4
8562,R8562,8612.0,8612.0,8612.0,8612.2,8612.0,8612.2,8611.8,8612.0,8611.8,6940
8563,R8563,2061,9588.0,9587.8,9587.6,9588.0,9587.6,9588.0,9588.0,9588.0,9587.8
8564,R8564,9564.2,9564.4,9564.4,9564.4,9564.4,2178,9564.4,9564.4,9564.6,9564.6
8565,R8565,9873.6,9873.4,633,9873.6,9873.2,9873.2,9873.2,9873.6,9873.6,9873.6
8566,R8566,8875.6,5622,8875.8,8875.6,8875.4,8875.4,8875.8,8875.4,8875.6,8875.6
8567,R8567,8899.0,5506,8899.0,8898.6,8898.8,8898.6,8898.8,8898.6,8898.8,8898.6
8568,R8568,9730.8,9730.8,9731.0,9731.0,9730.6,1346,9730.8,9731.0,9730.8,9730.8
8569,R8569,8831.6,8831.4,5842,8831.4,8831.4,8831.8,8831.4,8831.4,8831.8,8831.4
8570,R8570,9427.2,9427.2,9427.0,2865,9426.8,9427.2,9426.8,9427.0,9427.2,9427.2
8571,R8571,4911,9017.8,9017.8,9017.6,9017.8,9017.6,9017.6,9017.6,9017.8,9018.0
8572,R8572,9905.6,472,9905.6,9905.8,9905.4,9905.4,9905.6,9905.6,9905.6,9905.4
8573,R8573,8050.6,8050.4,8050.6,8050.8,8050.4,9747,8050.8,8050.6,8050.4,8050.8
8574,R8574,9704.4,9704.4,9704.6,9704.6,1477,9704.4,9704.6,9704.4,9704.8,9704.6
8575,R8575,8678.2,8678.6,8678.6,8678.4,8678.2,8678.6,8678.6,8678.6,6608,8678.4
8576,R8576,9469.2,9469.2,9469.4,2654,9469.4,9469.4,9469.4,9469.0,9469.0,9469.2
8577,R8577,8946.0,5271,8945.8,8945.8,8945.8,8945.8,8945.8,8945.8,8945.8,8945.6
8578,R8578,8532.6,8532.8,8533.0,8532.6,8532.6,8533.0,8532.8,8532.8,8532.8,7336
8579,R8579,9108.6,9109.0,9108.6,9108.6,9108.6,9108.8,9108.8,9109.0,4456,9108.6
8580,R8580,8710.8,8710.8,8710.8,8711.0,8710.6,8710.8,6446,8710.8,8710.6,8711.0
8581,R8581,8809.2,8809.4,8809.6,8809.6,8809.4,8809.6,5953,8809.2,8809.2,8809.4
8582,R8582,3330,9333.8,9334.2,9334.2,9334.2,9333.8,9334.2,9334.0,9334.2,9333.8
8583,R8583,9213.2,9213.0,9213.0,9213.2,9213.0,9213.2,9213.0,9212.8,9212.8,3935
8584,R8584,9096.6,4516,9096.8,9096.8,9096.6,9096.8,9097.0,9096.8,9096.6,9096.8
8585,R8585,8234.4,8234.4,8234.2,8234.2,8234.2,8234.0,8234.4,8234.2,8829,8234.4
8586,R8586,8051.6,8051.8,8051.8,8051.6,8051.6,9741,8052.0,8051.8,8052.0,8052.0
8587,R8587,9998.0,9998.0,10,9998.0,9998.0,9997.8,9998.2,9998.0,9998.2,9998.0
8588,R8588,2718,9456.6,9456.2,9456.2,9456.6,9456.6,9456.6,9456.2,9456.4,9456.4
8589,R8589,9436.6,9436.6,9437.0,9437.0,9436.8,9437.0,2816,9436.8,9436.6,9436.8
8590,R8590,9730.6,9730.6,9730.2,9730.4,9730.4,9730.6,9730.4,9730.4,1348,9730.4
8591,R8591,9572.6,9572.6,2136,9572.8,9572.8,9573.0,9572.6,9573.0,9572.6,9573.0
8592,R8592,9202.8,9202.4,3987,9202.6,9202.6,9202.4,9202.6,9202.8,9202.8,9202.6
8593,R8593,9930.4,9930.2,9930.2,9930.4,9930.0,9930.0,9930.0,349,9930.4,9930.0
8594,R8594,9435.2,9435.2,9435.4,2823,9435.2,9435.6,9435.2,9435.2,9435.4,9435.6
8595,R8595,8156.8,8156.8,8156.8,8157.0,8157.2,8156.8,8157.2,9215,8156.8,8157.0
8596,R8596,9592.0,9592.0,9591.6,9591.8,2041,9591.6,9592.0,9591.6,9591.6,9591.6
8597,R8597,8868.8,8868.6,8868.8,8868.4,8868.8,8868.6,8868.6,5657,8868.8,8868.6
8598,R8598,9780.0,9780.2,9780.4,9780.4,9780.0,9780.2,9780.2,9780.4,9780.0,1099
8599,R8599,9026.0,9026.0,9026.0,9025.8,9026.2,9025.8,4870,9026.0,9026.0,9026.2
8600,R8600,9745.2,9745.2,9745.0,9745.0,9745.4,1274,9745.0,9745.4,9745.2,9745.4
8601,R8601,6185,8763.0,8762.8,8763.2,8763.0,8763.2,8763.2,8763.2,8763.0,8762.8
8602,R8602,8027.2,8027.2,8027.2,8026.8,8027.2,8027.0,8026.8,9865,8027.2,8026.8
8603,R8603,6588,8682.6,8682.4,8682.6,8682.2,8682.4,8682.2,8682.4,8682.4,8682.2
8604,R8604,9499.6,9499.6,2503,9499.2,9499.6,9499.2,9499.6,9499.4,9499.2,9499.6
8605,R8605,5935,8813.2,8813.2,8812.8,8813.0,8813.0,8812.8,8813.2,8813.0,8813.2
8606,R8606,9035.0,9034.8,4825,9035.0,9034.8,9035.0,9035.0,9035.2,9034.8,9035.2
8607,R8607,8407.2,8407.0,8406.8,8406.8,8406.8,8406.8,7965,8406.8,8407.2,8406.8
8608,R8608,4239,9152.4,9152.0,9152.4,9152.4,9152.2,9152.2,9152.4,9152.0,9152.4
8609,R8609,8057.2,8057.6,9713,8057.2,8057.2,8057.2,8057.2,8057.4,8057.2,8057.2
8610,R8610,9542.0,2291,9541.6,9541.8,9542.0,9541.8,9541.8,9541.8,9541.8,9542.0
8611,R8611,8770.0,8769.8,8769.8,8770.0,8769.6,8769.6,6151,8770.0,8769.6,8770.0
8612,R8612,9800.8,996,9800.8,9800.6,9800.6,9801.0,9800.6,9800.8,9800.6,9800.8
8613,R8613,8626.2,8626.2,8626.4,8626.4,8626.0,8626.4,6869,8626.0,8626.0,8626.4
8614,R8614,9495.6,9495.6,9495.6,9495.6,9495.6,9496.0,9495.6,9495.6,2521,9496.0
8615,R8615,9545.8,2271,9545.6,9545.8,9545.8,9545.8,9545.8,9545.6,9545.8,9545.8
8616,R8616,9501.8,9502.2,9502.2,9501.8,9501.8,2490,9501.8,9501.8,9501.8,9501.8
8617,R8617,9088,8182.4,8182.4,8182.2,8182.2,8182.4,8182.6,8182.2,8182.4,8182.2
8618,R8618,217,9956.4,9956.8,9956.6,9956.6,9956.6,9956.4,9956.6,9956.4,9956.8
8619,R8619,8341.0,8340.6,8341.0,8341.0,8340.8,8340.6,8340.6,8296,8341.0,8340.6
8620,R8620,9125.4,9125.6,9125.4,9125.4,9125.4,9125.2,4373,9125.2,9125.4,9125.6
8621,R8621,9124.6,9124.4,9124.4,9124.8,9124.6,9124.8,9124.6,4377,9124.8,9124.4
8622,R8622,8026.4,8026.6,8026.2,8026.2,9868,8026.4,8026.4,8026.6,8026.4,8026.4
8623,R8623,9104.4,9104.4,9104.0,9104.4,9104.2,4479,9104.4,9104.0,9104.4,9104.0
8624,R8624,9296.0,9296.2,9296.0,9296.2,9296.0,9296.4,9296.0,3519,9296.2,9296.0
8625,R8625,9343.6,9343.6,9344.0,9343.6,9343.8,9343.6,3281,9343.6,9343.6,9343.6
8626,R8626,9106.6,9106.2,9106.6,9106.4,9106.4,9106.4,4468,9106.2,9106.2,9106.6
8627,R8627,9015.0,9014.6,9015.0,9014.6,9014.6,9014.6,9015.0,9015.0,4926,9014.6
8628,R8628,8012.2,8012.4,8012.0,8012.0,8012.2,9939,8012.4,8012.2,8012.2,8012.0
8629,R8629,8273.4,8273.0,8273.2,8273.4,8273.2,8273.2,8273.2,8273.2,8634,8273.4
8630,R8630,8456.0,8455.8,8455.8,8455.8,8456.2,8455.8,8456.0,8456.0,7720,8456.2
8631,R8631,9411.2,9410.8,9411.0,9410.8,9410.8,9411.2,9411.2,9411.2,9411.0,2945
8632,R8632,9594.0,9594.0,9593.8,9593.6,2031,9593.6,9593.6,9594.0,9594.0,9594.0
8633,R8633,8184.0,8183.8,8183.6,8183.6,8183.6,9081,8184.0,8183.8,8183.6,8184.0
8634,R8634,8814.0,5931,8813.6,8813.8,8814.0,8813.8,8813.8,8813.8,8814.0,8813.6
8635,R8635,8563.2,8563.6,8563.4,8563.2,8563.2,8563.2,8563.4,8563.4,7183,8563.2
8636,R8636,9889.0,9889.4,9889.4,554,9889.2,9889.0,9889.2,9889.0,9889.4,9889.0
8637,R8637,8367.4,8367.2,8367.2,8163,8367.6,8367.6,8367.4,8367.6,8367.4,8367.4
8638,R8638,9688.2,1560,9687.8,9687.8,9687.8,9687.8,9687.8,9688.0,9688.0,9688.0
8639,R8639,9960.4,9960.6,9960.4,9960.4,9960.6,197,9960.6,9960.6,9960.4,9960.4
8640,R8640,9912.6,9912.2,438,9912.6,9912.6,9912.2,9912.4,9912.2,9912.6,9912.4
8641,R8641,9968.0,9968.0,9967.6,9968.0,9967.8,161,9967.8,9968.0,9967.8,9967.6
8642,R8642,9804.2,980,9804.0,9804.0,9803.8,9804.0,9803.8,9804.0,9804.2,9804.0
8643,R8643,9873.4,9873.4,9873.0,9873.4,634,9873.4,9873.4,9873.2,9873.0,9873.2
8644,R8644,8592.4,8592.2,8592.0,8592.0,8592.2,7039,8592.0,8592.0,8592.2,8592.2
8645,R8645,8167.0,9166,8166.8,8166.8,8167.0,8167.0,8166.8,8167.0,8166.8,8166.6
8646,R8646,9479.8,9479.8,9479.8,9479.6,9479.8,9479.6,2601,9479.6,9479.8,9479.6
8647,R8647,9291.6,9291.4,9291.6,9291.2,9291.4,9291.6,3543,9291.2,9291.4,9291.4
8648,R8648,8941.6,8941.8,8941.6,8941.4,5292,8941.6,8941.8,8941.8,8941.4,8941.8
8649,R8649,8740.6,8740.8,8740.8,6297,8740.8,8740.8,8740.6,8740.4,8740.6,8740.4
8650,R8650,9880.6,9880.8,9880.6,9880.8,9880.6,597,9880.8,9880.8,9880.4,9880.6
8651,R8651,8689.4,6553,8689.6,8689.4,8689.2,8689.6,8689.2,8689.2,8689.6,8689.6
8652,R8652,8402.2,8402.0,8401.8,8402.2,8401.8,8401.8,8402.0,8402.0,7990,8402.0
8653,R8653,9641.4,9641.4,9641.2,9641.4,9641.0,9641.4,9641.2,9641.0,1794,9641.2
8654,R8654,9538.0,9538.4,9538.4,9538.0,2309,9538.2,9538.2,9538.4,9538.2,9538.4
8655,R8655,8439.2,8439.2,8438.8,8439.2,7805,8438.8,8439.0,8438.8,8438.8,8438.8
8656,R8656,8263.0,8262.8,8263.0,8263.2,8263.0,8263.0,8685,8263.0,8263.2,8262.8
8657,R8657,9573.0,9573.0,9573.0,9573.4,2134,9573.2,9573.2,9573.0,9573.0,9573.4
8658,R8658,8447.8,8447.8,8448.2,8447.8,8447.8,8447.8,8448.2,8448.2,7760,8448.2
8659,R8659,9003.4,9003.0,9003.2,9003.2,9003.4,9003.2,9003.4,4984,9003.2,9003.0
8660,R8660,9301.0,9301.0,3494,9301.2,9301.2,9301.4,9301.0,9301.0,9301.0,9301.0
8661,R8661,9999.6,9999.4,9999.6,9999.2,9999.4,9999.4,9999.4,9999.4,3,9999.2
8662,R8662,8456.6,7718,8456.2,8456.2,8456.4,8456.6,8456.2,8456.4,8456.6,8456.2
8663,R8663,8812.0,8812.0,5941,8811.6,8812.0,8811.8,8811.8,8811.6,8811.8,8812.0
8664,R8664,8627.0,8626.8,8627.0,8627.0,8627.0,8626.8,8626.8,6866,8627.0,8626.6
8665,R8665,9174.2,9174.0,9174.2,9174.0,4129,9174.2,9174.2,9174.4,9174.4,9174.0
8666,R8666,9569.4,9569.2,9569.6,9569.6,9569.4,9569.4,9569.4,9569.6,9569.6,2153
8667,R8667,8694.8,8694.6,8695.0,8694.8,8694.8,6526,8695.0,8695.0,8695.0,8694.6
8668,R8668,8283.4,8283.4,8583,8283.2,8283.4,8283.4,8283.2,8283.2,8283.6,8283.4
8669,R8669,9701.4,9701.2,9701.6,1493,9701.2,9701.6,9701.4,9701.2,9701.2,9701.4
8670,R8670,8767.0,6165,8767.2,8766.8,8766.8,8766.8,8767.2,8767.2,8767.2,8767.2
8671,R8671,8651.8,8651.8,8652.0,8652.0,8651.8,8652.0,6740,8652.0,8652.0,8652.0
8672,R8672,8557.8,8557.4,8557.6,8557.6,8557.6,8557.8,7212,8557.6,8557.6,8557.8
8673,R8673,8829.2,5855,8829.2,8829.2,8829.2,8829.0,8829.0,8829.0,8829.2,8828.8
8674,R8674,9551,8090.0,8090.0,8089.8,8090.0,8089.6,8089.8,8089.8,8090.0,8089.6
8675,R8675,8638.6,8639.0,8638.8,8638.8,8639.0,6806,8638.6,8638.6,8638.6,8638.8
8676,R8676,8664.6,8664.4,8664.6,8664.6,6677,8664.8,8664.6,8664.4,8664.4,8664.4
8677,R8677,8385.4,8385.8,8385.6,8072,8385.4,8385.8,8385.4,8385.8,8385.4,8385.6
8678,R8678,9312.0,9312.0,3439,9312.0,9312.4,9312.4,9312.0,9312.0,9312.4,9312.4
8679,R8679,9427.8,9427.8,9428.0,2861,9427.6,9427.6,9427.8,9427.8,9427.6,9427.8
8680,R8680,8353.4,8234,8353.2,8353.2,8353.2,8353.0,8353.0,8353.0,8353.0,8353.4
8681,R8681,8048.2,8048.2,8048.0,9760,8048.0,8048.2,8048.2,8047.8,8047.8,8048.2
8682,R8682,9852.2,9851.8,9851.8,9851.8,9852.0,740,9852.2,9852.2,9852.0,9852.2
8683,R8683,8626.4,6867,8626.8,8626.4,8626.6,8626.6,8626.6,8626.4,8626.6,8626.4
8684,R8684,8009.4,8009.6,8009.4,9953,8009.4,8009.6,8009.4,8009.6,8009.6,8009.2
8685,R8685,8090.8,8091.2,8091.2,8091.0,8090.8,9545,8090.8,8090.8,8091.2,8090.8
8686,R8686,8214.8,8215.0,8925,8214.8,8215.0,8215.2,8214.8,8215.0,8214.8,8215.0
8687,R8687,8467.4,8467.4,8467.2,8467.0,8467.2,8467.2,8467.0,8467.4,8467.0,7664
8688,R8688,8967.4,8967.4,8967.8,5162,8967.6,8967.6,8967.8,8967.8,8967.6,8967.8
8689,R8689,9291.0,9291.0,9290.8,9290.6,9291.0,9291.0,9290.8,9290.6,9290.8,3546
8690,R8690,9546.0,9545.6,9545.6,9545.6,9546.0,2271,9545.8,9545.8,9546.0,9546.0
8691,R8691,8345.4,8345.4,8345.2,8345.0,8345.4,8345.2,8345.0,8345.0,8274,8345.4
8692,R8692,9088.4,9088.4,9088.2,9088.4,9088.0,9088.4,9088.4,9088.4,9088.4,4559
8693,R8693,8684.2,8684.6,8684.6,8684.2,8684.4,8684.2,6578,8684.6,8684.4,8684.6
8694,R8694,9979.4,102,9979.4,9979.4,9979.4,9979.4,9979.6,9979.4,9979.4,9979.8
8695,R8695,8891.8,8892.0,8892.2,8892.0,8892.0,5540,8892.0,8891.8,8892.2,8892.2
8696,R8696,9989.2,9989.2,9989.0,9989.0,9989.0,9989.0,55,9988.8,9989.2,9989.0
8697,R8697,9592.4,2037,9592.6,9592.4,9592.8,9592.4,9592.6,9592.6,9592.6,9592.8
8698,R8698,9853.2,9853.4,9853.0,9853.2,734,9853.2,9853.0,9853.4,9853.0,9853.0
8699,R8699,8573.6,8573.8,7131,8574.0,8573.8,8573.6,8573.8,8573.6,8573.8,8574.0
8700,R8700,9405.8,9405.4,9405.8,2972,9405.6,9405.8,9405.8,9405.4,9405.4,9405.6
8701,R8701,8298.4,8298.4,8298.0,8298.2,8509,8298.2,8298.2,8298.0,8298.2,8298.4
8702,R8702,9921.6,9921.8,9921.6,392,9921.6,9921.8,9921.8,9921.8,9921.8,9921.8
8703,R8703,9612.6,9612.6,9612.6,9612.4,9612.4,1938,9612.6,9612.4,9612.2,9612.6
8704,R8704,9269.4,9269.4,3653,9269.4,9269.4,9269.6,9269.6,9269.4,9269.4,9269.2
8705,R8705,8110.6,8110.6,8110.8,8110.6,9446,8110.6,8111.0,8111.0,8110.8,8110.6
8706,R8706,8237.0,8237.0,8236.8,8237.0,8237.0,8816,8237.0,8237.0,8236.6,8236.8
8707,R8707,8495.0,8495.4,8495.0,8495.4,8495.4,7524,8495.4,8495.4,8495.4,8495.0
8708,R8708,9177.0,9177.0,4116,9176.6,9176.6,9176.8,9176.8,9176.8,9176.6,9176.6
8709,R8709,8381.6,8381.8,8381.6,8381.8,8381.8,8382.0,8381.6,8381.6,8091,8381.8
8710,R8710,9104.8,9105.2,4475,9104.8,9105.2,9105.2,9105.0,9105.2,9105.2,9105.0
8711,R8711,8268.6,8268.4,8268.2,8268.6,8268.6,8658,8268.2,8268.6,8268.2,8268.2
