id,label,attr_0,attr_1
2452,R2452,9842,8031.4
2453,R2453,9487.0,2566
2454,R2454,8186.8,9067
2455,R2455,9630.6,1848
2456,R2456,7336,8533.0
2457,R2457,9817.0,915
2458,R2458,9230.4,3848
2459,R2459,1017,9796.8
2460,R2460,8449.2,7755
2461,R2461,653,9869.6
2462,R2462,9095.2,4523
2463,R2463,9430,8114.2
2464,R2464,9286,8142.8
2465,R2465,6063,8787.6
2466,R2466,9944.0,281
2467,R2467,6872,8625.8
2468,R2468,5429,8914.0
2469,R2469,9641.0,1795
2470,R2470,8945.4,5274
2471,R2471,3487,9302.4
2472,R2472,8304.8,8475
2473,R2473,9188.0,4059
2474,R2474,8607.8,6961
2475,R2475,224,9955.4
2476,R2476,9400.0,2999
2477,R2477,9124.8,4375
2478,R2478,8785.2,6075
2479,R2479,3572,9285.8
2480,R2480,4863,9027.4
2481,R2481,8427.0,7865
2482,R2482,5350,8929.8
2483,R2483,8170.8,9145
2484,R2484,9940.0,299
2485,R2485,2180,9564.0
2486,R2486,7224,8555.2
2487,R2487,8750.6,6247
2488,R2488,4900,9020.0
2489,R2489,9160.6,4196
2490,R2490,9406.6,2968
2491,R2491,4229,9154.4
2492,R2492,9287.8,3560
2493,R2493,8001.4,9992
2494,R2494,7775,8445.0
2495,R2495,9279.8,3600
2496,R2496,1870,9626.0
2497,R2497,8325.0,8374
2498,R2498,5403,8919.2
2499,R2499,5176,8965.0
2500,R2500,6937,8612.6
2501,R2501,6910,8618.0
2502,R2502,8615.4,6924
2503,R2503,2940,9412.2
2504,R2504,2969,9406.0
2505,R2505,9589.4,2053
2506,R2506,8445.8,7772
2507,R2507,3269,9346.4
2508,R2508,8720.0,6399
2509,R2509,8988,8202.4
2510,R2510,5843,8831.4
2511,R2511,8783.6,6082
2512,R2512,8568.2,7158
2513,R2513,9700.6,1496
2514,R2514,8669,8266.2
2515,R2515,8091.4,9542
2516,R2516,9979.0,105
2517,R2517,9245.6,3773
2518,R2518,9372.0,3139
2519,R2519,9403,8119.4
2520,R2520,8160.0,9201
2521,R2521,8893.4,5532
2522,R2522,8115.0,9425
2523,R2523,3749,9250.2
2524,R2524,4635,9073.0
2525,R2525,42,9991.6
2526,R2526,8709,8258.0
2527,R2527,2990,9401.8
2528,R2528,7515,8497.0
2529,R2529,9701.4,1492
2530,R2530,3344,9331.0
2531,R2531,2994,9401.4
2532,R2532,8156,8368.6
2533,R2533,5788,8842.6
2534,R2534,9235.2,3825
2535,R2535,8237.0,8814
2536,R2536,7659,8468.2
2537,R2537,9866,8027.0
2538,R2538,1706,9659.0
2539,R2539,2573,9485.2
2540,R2540,7764,8447.0
2541,R2541,7083,8583.2
2542,R2542,6040,8792.2
2543,R2543,8845.6,5773
2544,R2544,8968.4,5157
2545,R2545,3384,9323.2
2546,R2546,4609,9078.4
2547,R2547,2801,9439.6
2548,R2548,9887.8,560
2549,R2549,9635.8,1820
2550,R2550,1227,9754.6
2551,R2551,8218.8,8905
2552,R2552,8491.2,7544
2553,R2553,7151,8569.6
2554,R2554,9311.2,3443
2555,R2555,5717,8856.4
2556,R2556,9859.6,702
2557,R2557,9694.8,1527
2558,R2558,5977,8804.8
2559,R2559,8885.4,5574
2560,R2560,2792,9441.6
2561,R2561,8705.6,6472
2562,R2562,8399.8,8001
2563,R2563,5447,8910.4
2564,R2564,9277.0,3616
2565,R2565,9041,8191.6
2566,R2566,1026,9794.8
2567,R2567,8838.6,5807
2568,R2568,8395,8320.8
2569,R2569,8954.8,5227
2570,R2570,9689.2,1555
2571,R2571,8151.2,9243
2572,R2572,9069.4,4653
2573,R2573,9562.0,2189
2574,R2574,804,9839.4
2575,R2575,8504.6,7478
2576,R2576,9087.4,4564
2577,R2577,5164,8967.0
2578,R2578,8846,8231.0
2579,R2579,5398,8920.2
2580,R2580,8422.0,7890
2581,R2581,7604,8479.4
2582,R2582,8639.2,6805
2583,R2583,8250.4,8748
2584,R2584,9332.8,3337
2585,R2585,377,9924.4
2586,R2586,8543.0,7284
2587,R2587,1644,9671.2
2588,R2588,7310,8538.2
2589,R2589,1714,9657.2
2590,R2590,2588,9482.6
2591,R2591,8492.4,7538
2592,R2592,4496,9101.0
2593,R2593,2370,9525.8
2594,R2594,9278,8144.4
2595,R2595,8969.4,5152
2596,R2596,8062.6,9688
2597,R2597,3294,9341.4
2598,R2598,9790.8,1045
2599,R2599,9653.6,1731
2600,R2600,1798,9640.2
2601,R2601,3800,9239.8
2602,R2602,8152.2,9238
2603,R2603,9858,8028.4
2604,R2604,4632,9073.4
2605,R2605,738,9852.6
2606,R2606,9635.0,1824
2607,R2607,4539,9092.4
2608,R2608,8569,8286.0
2609,R2609,8663.8,6682
2610,R2610,9867.2,665
2611,R2611,9766.8,1167
2612,R2612,9242.8,3785
2613,R2613,8237.8,8812
2614,R2614,1223,9755.4
2615,R2615,8173,8365.4
2616,R2616,8173.6,9132
2617,R2617,9987.4,62
2618,R2618,9098.6,4507
2619,R2619,9316.0,3420
2620,R2620,9155.2,4223
2621,R2621,1181,9763.6
2622,R2622,8300.2,8500
2623,R2623,4944,9011.4
2624,R2624,8086.0,9571
2625,R2625,2130,9574.0
2626,R2626,8836.0,5821
2627,R2627,9618,8076.2
2628,R2628,8605.2,6974
2629,R2629,389,9922.0
2630,R2630,5561,8887.8
2631,R2631,9523.2,2385
2632,R2632,1605,9679.2
2633,R2633,5302,8939.6
2634,R2634,9490.6,2548
2635,R2635,7083,8583.2
2636,R2636,9177.0,4114
2637,R2637,9412.4,2939
2638,R2638,8516.2,7420
2639,R2639,8238.4,8809
2640,R2640,9457,8108.6
2641,R2641,8562.0,7190
2642,R2642,8621.4,6893
2643,R2643,2911,9417.8
2644,R2644,5036,8992.8
2645,R2645,5811,8837.6
2646,R2646,369,9926.0
2647,R2647,8080.8,9595
2648,R2648,8229.4,8853
2649,R2649,4073,9185.4
2650,R2650,3477,9304.8
2651,R2651,1131,9773.6
2652,R2652,9153.4,4233
2653,R2653,8679,8264.4
2654,R2654,9764.0,1180
2655,R2655,9081.8,4590
2656,R2656,8943.8,5281
2657,R2657,9057.4,4712
2658,R2658,8056,8388.8
2659,R2659,8426.6,7866
2660,R2660,3088,9382.4
2661,R2661,4248,9150.4
2662,R2662,2342,9531.8
2663,R2663,6695,8661.0
2664,R2664,1608,9678.6
2665,R2665,7309,8538.0
2666,R2666,1748,9650.4
2667,R2667,5008,8998.2
2668,R2668,8081.4,9593
2669,R2669,8917.4,5412
2670,R2670,9665.0,1676
2671,R2671,9272.4,3637
2672,R2672,8798.6,6008
2673,R2673,9691.4,1544
2674,R2674,4006,9198.8
2675,R2675,8263,8347.4
2676,R2676,8679.4,6603
2677,R2677,2973,9405.6
2678,R2678,9227,8154.8
2679,R2679,2766,9446.6
2680,R2680,8081.8,9592
2681,R2681,9843,8031.6
2682,R2682,8950.2,5249
2683,R2683,190,9961.8
2684,R2684,2207,9558.8
2685,R2685,4591,9081.6
2686,R2686,8081.8,9591
2687,R2687,9009.0,4956
2688,R2688,4057,9188.6
2689,R2689,8420.6,7897
2690,R2690,9260,8147.8
2691,R2691,9169.0,4156
2692,R2692,4451,9109.8
2693,R2693,8944.6,5278
2694,R2694,9843.2,785
2695,R2695,7331,8533.8
2696,R2696,5296,8940.6
2697,R2697,1317,9736.8
2698,R2698,1424,9715.4
2699,R2699,4882,9023.6
2700,R2700,8070.4,9647
2701,R2701,7898,8420.2
2702,R2702,9634.2,1829
2703,R2703,8771.2,6144
2704,R2704,9817.8,912
2705,R2705,9511.0,2445
2706,R2706,8836,8232.6
2707,R2707,8383.0,8086
2708,R2708,7871,8425.6
2709,R2709,9259.2,3704
2710,R2710,9118.0,4411
2711,R2711,8999.0,5004
2712,R2712,8447.4,7764
2713,R2713,9209,8158.4
2714,R2714,8520.0,7400
2715,R2715,9366.2,3168
2716,R2716,4608,9078.2
2717,R2717,8578.8,7105
2718,R2718,2998,9400.2
2719,R2719,9180,8163.8
2720,R2720,8379.8,8100
2721,R2721,4460,9107.8
2722,R2722,2680,9464.0
2723,R2723,9321.2,3395
2724,R2724,8940.8,5297
2725,R2725,6987,8602.8
2726,R2726,8256,8348.6
2727,R2727,4296,9140.8
2728,R2728,5922,8815.6
2729,R2729,3663,9267.2
2730,R2730,6301,8739.8
2731,R2731,7909,8418.0
2732,R2732,9655,8069.2
2733,R2733,8322.8,8386
2734,R2734,9116.4,4417
2735,R2735,9319.6,3403
2736,R2736,7826,8434.8
2737,R2737,3133,9373.2
2738,R2738,8401,8319.6
2739,R2739,3582,9283.6
2740,R2740,7996,8400.8
2741,R2741,5561,8887.6
2742,R2742,8668.0,6660
2743,R2743,9675.8,1622
2744,R2744,8173.4,9134
2745,R2745,3804,9239.4
2746,R2746,8411.0,7946
2747,R2747,2469,9506.4
2748,R2748,8079,8384.4
2749,R2749,9506.8,2466
2750,R2750,8320.2,8400
2751,R2751,9437.2,2814
2752,R2752,9200.4,3998
2753,R2753,9381.4,3094
2754,R2754,8757.6,6213
2755,R2755,9615.2,1924
2756,R2756,7307,8538.8
2757,R2757,2267,9546.4
2758,R2758,3619,9276.2
2759,R2759,52,9989.8
2760,R2760,8962.6,5188
2761,R2761,3729,9254.2
2762,R2762,8837.0,5815
2763,R2763,6869,8626.2
2764,R2764,4382,9123.4
2765,R2765,9940.6,298
2766,R2766,6280,8743.8
2767,R2767,8600.6,6996
2768,R2768,8199.4,9002
2769,R2769,1657,9668.8
2770,R2770,7882,8423.6
2771,R2771,9952.2,239
2772,R2772,1094,9781.2
2773,R2773,164,9967.0
2774,R2774,9430,8114.2
2775,R2775,8996.2,5019
2776,R2776,9193.2,4033
2777,R2777,8276.6,8617
2778,R2778,8895.4,5524
2779,R2779,8352.4,8238
2780,R2780,6412,8717.4
2781,R2781,5335,8932.8
2782,R2782,8924.4,5379
2783,R2783,5499,8900.4
2784,R2784,9476.6,2618
2785,R2785,2453,9509.4
2786,R2786,9044.2,4780
2787,R2787,1489,9702.2
2788,R2788,8558.4,7208
2789,R2789,8157.4,9214
2790,R2790,9489.8,2550
2791,R2791,8024.2,9879
2792,R2792,9825.8,872
2793,R2793,8657.2,6713
2794,R2794,8599.6,7003
2795,R2795,907,9818.8
2796,R2796,9355,8128.8
2797,R2797,3294,9341.0
2798,R2798,4876,9024.6
2799,R2799,9860.0,701
2800,R2800,5836,8832.6
2801,R2801,9316.8,3416
2802,R2802,7882,8423.6
2803,R2803,9287.0,3565
2804,R2804,672,9865.6
2805,R2805,3174,9365.0
2806,R2806,6914,8617.4
2807,R2807,9997.2,13
2808,R2808,3092,9381.8
2809,R2809,3658,9268.4
2810,R2810,7960,8408.2
2811,R2811,8846,8230.6
2812,R2812,9045.6,4772
2813,R2813,2603,9479.2
2814,R2814,9476,8104.8
2815,R2815,1026,9794.8
2816,R2816,9490.8,2546
2817,R2817,8231.2,8843
2818,R2818,8014.8,9927
2819,R2819,4583,9083.4
2820,R2820,2375,9525.0
2821,R2821,9254.4,3728
2822,R2822,8065.4,9674
2823,R2823,9133.2,4334
2824,R2824,7136,8573.0
2825,R2825,8552.4,7238
2826,R2826,8679,8264.0
2827,R2827,9485.8,2572
2828,R2828,8310.8,8446
2829,R2829,3453,9309.6
2830,R2830,9333.6,3333
2831,R2831,7946,8410.6
2832,R2832,6678,8664.6
2833,R2833,9581.0,2094
2834,R2834,8079.8,9600
2835,R2835,8635.2,6823
2836,R2836,4970,9005.8
2837,R2837,9936,8013.0
2838,R2838,9202.8,3986
2839,R2839,9532.4,2337
2840,R2840,9184.2,4080
2841,R2841,9803.0,984
2842,R2842,8674.0,6630
2843,R2843,9037,8192.4
2844,R2844,8919.6,5402
2845,R2845,9183.4,4083
2846,R2846,9994.0,30
2847,R2847,4663,9067.4
2848,R2848,4620,9076.2
2849,R2849,1082,9783.8
2850,R2850,8782.2,6088
2851,R2851,6057,8788.6
2852,R2852,9779.6,1103
2853,R2853,9375.6,3122
2854,R2854,3204,9359.2
2855,R2855,7018,8596.6
2856,R2856,8240.6,8798
2857,R2857,9484,8103.0
2858,R2858,8907.0,5466
2859,R2859,7446,8510.6
2860,R2860,65,9987.2
2861,R2861,5187,8962.8
2862,R2862,9220.2,3899
2863,R2863,8680.2,6598
2864,R2864,8110,8377.8
2865,R2865,8823,8235.4
2866,R2866,4590,9082.2
2867,R2867,9238.6,3806
2868,R2868,8451.4,7742
2869,R2869,9233.4,3832
2870,R2870,1694,9661.4
2871,R2871,9177.8,4112
2872,R2872,8248.4,8759
2873,R2873,6709,8658.4
2874,R2874,5652,8869.4
2875,R2875,8600.0,7001
2876,R2876,8073.8,9632
2877,R2877,8646,8271.0
2878,R2878,5421,8915.6
2879,R2879,6932,8613.6
2880,R2880,9199.2,4005
2881,R2881,9810.6,947
2882,R2882,8118.2,9409
2883,R2883,8317.8,8412
2884,R2884,8327,8334.6
2885,R2885,9733.6,1333
2886,R2886,2853,9429.4
2887,R2887,8981,8204.0
2888,R2888,9296.0,3520
2889,R2889,9694.8,1526
2890,R2890,8430,8314.0
2891,R2891,9819.4,903
2892,R2892,2650,9469.8
2893,R2893,8899.6,5503
2894,R2894,8074.2,9628
2895,R2895,2369,9526.0
2896,R2896,5681,8864.0
2897,R2897,8845.6,5772
2898,R2898,9785.8,1071
2899,R2899,8247.2,8765
2900,R2900,2413,9517.2
2901,R2901,9428.6,2858
2902,R2902,7313,8537.2
2903,R2903,877,9824.4
2904,R2904,9537.4,2312
2905,R2905,1973,9605.6
2906,R2906,8124.4,9379
2907,R2907,5778,8844.4
2908,R2908,8267.2,8664
2909,R2909,3893,9221.2
2910,R2910,9328.2,3360
2911,R2911,8216.6,8916
2912,R2912,8323.2,8383
2913,R2913,9839.4,803
2914,R2914,8525.2,7375
2915,R2915,8081.0,9595
2916,R2916,3268,9346.2
2917,R2917,1667,9666.4
2918,R2918,8557,8288.6
2919,R2919,9672.4,1639
2920,R2920,9086.2,4570
2921,R2921,4735,9053.0
2922,R2922,6954,8609.0
2923,R2923,3281,9344.0
2924,R2924,9133.6,4333
2925,R2925,7244,8551.0
2926,R2926,2685,9463.2
2927,R2927,1154,9769.2
2928,R2928,9415.4,2923
2929,R2929,1353,9729.4
2930,R2930,2285,9543.2
2931,R2931,6047,8790.6
2932,R2932,8342.4,8288
2933,R2933,8319,8336.0
2934,R2934,910,9817.8
2935,R2935,8020.6,9898
2936,R2936,8182.6,9087
2937,R2937,8755.8,6221
2938,R2938,1776,9645.0
2939,R2939,9881.6,591
2940,R2940,8424.6,7877
2941,R2941,5360,8927.8
2942,R2942,8111.8,9440
2943,R2943,8237.2,8813
2944,R2944,9530.8,2346
2945,R2945,9824.8,877
2946,R2946,8044.8,9777
2947,R2947,8414.2,7928
2948,R2948,8409.2,7954
2949,R2949,8441.4,7794
2950,R2950,8710.0,6450
2951,R2951,927,9814.8
2952,R2952,9213.4,3932
2953,R2953,8418,8316.2
2954,R2954,3650,9270.2
2955,R2955,5015,8997.0
2956,R2956,199,9960.0
2957,R2957,8753.4,6233
2958,R2958,112,9977.8
2959,R2959,9946.2,268
2960,R2960,3666,9266.8
2961,R2961,7927,8414.4
2962,R2962,9196,8160.8
2963,R2963,9457.8,2711
2964,R2964,4322,9135.6
2965,R2965,9251.0,3745
2966,R2966,9805.6,971
2967,R2967,9886.4,568
2968,R2968,8266.6,8666
2969,R2969,8780,8243.8
2970,R2970,9898.2,510
2971,R2971,8863.6,5681
2972,R2972,8682.6,6586
2973,R2973,8262.2,8688
2974,R2974,8727.6,6363
2975,R2975,9584.0,2079
2976,R2976,8218.2,8910
2977,R2977,8622.6,6888
2978,R2978,1562,9687.6
2979,R2979,9459.8,2702
2980,R2980,5476,8904.8
2981,R2981,9843.8,782
2982,R2982,8624.4,6877
2983,R2983,8871.4,5643
2984,R2984,6389,8722.2
2985,R2985,8508.8,7455
2986,R2986,9692.8,1536
2987,R2987,462,9907.8
2988,R2988,6861,8628.0
2989,R2989,9185.6,4072
2990,R2990,9812.0,940
2991,R2991,9689.8,1550
2992,R2992,9785.0,1074
2993,R2993,7286,8542.6
2994,R2994,9613.2,1933
2995,R2995,2474,9505.4
2996,R2996,9649.0,1756
2997,R2997,8597.8,7012
2998,R2998,8916.8,5417
2999,R2999,8868,8226.4
3000,R3000,9470.2,2650
3001,R3001,9670.6,1648
3002,R3002,8510.0,7451
3003,R3003,8290.4,8547
3004,R3004,6888,8622.6
3005,R3005,6346,8730.8
3006,R3006,8773.4,6133
3007,R3007,6394,8721.2
3008,R3008,9051.2,4744
3009,R3009,9628.4,1857
3010,R3010,9574.4,2128
3011,R3011,6231,8753.8
3012,R3012,8196.8,9015
3013,R3013,9920,8016.2
3014,R3014,9385.6,3073
3015,R3015,7698,8460.6
3016,R3016,7547,8490.8
3017,R3017,9748.2,1259
3018,R3018,8419.4,7902
3019,R3019,9296.4,3518
3020,R3020,1969,9606.2
3021,R3021,3788,9242.4
3022,R3022,8344.4,8278
3023,R3023,4742,9051.8
3024,R3024,9988.2,58
3025,R3025,9278.6,3607
3026,R3026,1537,9692.8
3027,R3027,6192,8761.8
3028,R3028,158,9968.6
3029,R3029,4519,9096.4
3030,R3030,9725,8055.0
3031,R3031,8634.4,6829
3032,R3032,6975,8605.2
3033,R3033,947,9810.8
3034,R3034,6491,8701.6
3035,R3035,8088.2,9558
3036,R3036,8919.0,5404
3037,R3037,9479,8104.4
3038,R3038,7667,8466.8
3039,R3039,8144,8371.4
3040,R3040,9681.6,1593
3041,R3041,6816,8636.8
3042,R3042,8288.6,8557
3043,R3043,9461.6,2693
3044,R3044,8542.4,7288
3045,R3045,8320.4,8397
3046,R3046,3290,9341.8
3047,R3047,8054.8,9725
3048,R3048,5141,8972.0
3049,R3049,9680.2,1598
3050,R3050,2655,9469.2
3051,R3051,5609,8878.2
3052,R3052,9042.8,4787
3053,R3053,2185,9562.8
3054,R3054,3858,9228.2
3055,R3055,8507.8,7462
3056,R3056,8687.0,6564
3057,R3057,4992,9001.4
3058,R3058,4769,9046.2
3059,R3059,8655.6,6723
3060,R3060,8254.6,8726
3061,R3061,5818,8836.6
3062,R3062,8567,8286.6
3063,R3063,8638,8272.2
3064,R3064,8414.4,7927
3065,R3065,8413.4,7932
3066,R3066,9167.0,4166
3067,R3067,9487.6,2563
3068,R3068,4760,9047.8
3069,R3069,3255,9349.2
3070,R3070,8661,8267.8
3071,R3071,5926,8814.8
3072,R3072,8919.6,5403
3073,R3073,9942.4,289
3074,R3074,9196.2,4020
3075,R3075,8062.8,9685
3076,R3076,5452,8909.4
3077,R3077,9440.0,2799
3078,R3078,9392.4,3038
3079,R3079,8018.6,9908
3080,R3080,8893.8,5531
3081,R3081,9713,8057.4
3082,R3082,3703,9259.2
3083,R3083,9998.0,9
3084,R3084,8295.6,8522
3085,R3085,7825,8434.8
3086,R3086,9770.2,1148
3087,R3087,3393,9321.2
3088,R3088,9950.2,250
3089,R3089,87,9982.8
3090,R3090,9617,8076.8
3091,R3091,8973.2,5134
3092,R3092,8833,8233.4
3093,R3093,8915.4,5423
3094,R3094,3515,9297.2
3095,R3095,9424.8,2875
3096,R3096,1832,9633.4
3097,R3097,5585,8883.0
3098,R3098,9442,8111.8
3099,R3099,9700.6,1496
3100,R3100,7194,8561.4
3101,R3101,1737,9652.8
3102,R3102,310,9937.8
3103,R3103,5097,8980.8
3104,R3104,5234,8953.2
3105,R3105,8059.4,9704
3106,R3106,86,9982.8
3107,R3107,7498,8500.4
3108,R3108,4192,9161.4
3109,R3109,848,9830.4
3110,R3110,6566,8687.0
3111,R3111,4417,9116.6
3112,R3112,2112,9577.6
3113,R3113,660,9868.0
3114,R3114,7375,8525.2
3115,R3115,8919.4,5402
3116,R3116,9237.6,3813
3117,R3117,9693.2,1534
3118,R3118,9698.6,1507
3119,R3119,7594,8481.4
3120,R3120,6514,8697.0
3121,R3121,8102.0,9490
3122,R3122,4362,9127.6
3123,R3123,3991,9201.8
3124,R3124,8426.2,7870
3125,R3125,256,9948.6
3126,R3126,9104.0,4480
3127,R3127,830,9834.0
3128,R3128,9782.4,1089
3129,R3129,9978.4,107
3130,R3130,8735.6,6321
3131,R3131,9061.0,4695
3132,R3132,4484,9103.4
3133,R3133,9049.6,4752
3134,R3134,8607.4,6962
3135,R3135,9584.2,2080
3136,R3136,9218.0,3911
3137,R3137,8891.4,5542
3138,R3138,8698.0,6509
3139,R3139,2393,9521.6
3140,R3140,4358,9128.6
3141,R3141,8262.4,8689
3142,R3142,939,9812.0
3143,R3143,9276.8,3616
3144,R3144,3335,9333.2
3145,R3145,8794.4,6027
3146,R3146,9770,8046.0
3147,R3147,9612.4,1939
3148,R3148,8278.6,8606
3149,R3149,4469,9106.0
3150,R3150,8384.8,8075
3151,R3151,2538,9492.6
3152,R3152,8980.0,5099
3153,R3153,8206.8,8967
3154,R3154,8205.2,8974
3155,R3155,8952.6,5237
3156,R3156,9111.2,4445
3157,R3157,8596.0,7019
3158,R3158,9656.0,1719
3159,R3159,7400,8520.2
3160,R3160,7565,8487.0
3161,R3161,3082,9383.4
3162,R3162,9933.6,333
3163,R3163,9331,8133.8
3164,R3164,8369.8,8152
3165,R3165,8543,8291.6
3166,R3166,8998.0,5011
3167,R3167,8677.8,6610
3168,R3168,2907,9418.8
3169,R3169,9264.8,3675
3170,R3170,4440,9112.0
3171,R3171,9103,8179.4
3172,R3172,9910.0,450
3173,R3173,8955.4,5223
3174,R3174,8873.0,5634
3175,R3175,1486,9702.8
3176,R3176,8826.6,5866
3177,R3177,8739.0,6306
3178,R3178,9401,8119.8
3179,R3179,6982,8603.8
3180,R3180,1686,9662.6
3181,R3181,5394,8921.4
3182,R3182,3769,9246.2
3183,R3183,6259,8748.0
3184,R3184,3729,9254.2
3185,R3185,1279,9744.4
3186,R3186,7497,8500.6
3187,R3187,3366,9327.0
3188,R3188,7879,8424.2
3189,R3189,9387.0,3065
3190,R3190,9057,8188.4
3191,R3191,6350,8730.0
3192,R3192,2920,9415.8
3193,R3193,9312.4,3438
3194,R3194,7896,8420.6
3195,R3195,3404,9319.0
3196,R3196,3932,9213.8
3197,R3197,8424.0,7881
3198,R3198,8701,8259.6
3199,R3199,8740.8,6296
3200,R3200,389,9922.2
3201,R3201,8546.4,7268
3202,R3202,8796.4,6017
3203,R3203,6508,8698.4
3204,R3204,3074,9385.4
3205,R3205,8488.4,7558
3206,R3206,8291.4,8544
3207,R3207,5543,8891.4
3208,R3208,9800.2,998
3209,R3209,3822,9235.4
3210,R3210,9558.8,2207
3211,R3211,2554,9489.0
3212,R3212,8723.2,6385
3213,R3213,7109,8578.0
3214,R3214,3594,9281.0
3215,R3215,6773,8645.6
3216,R3216,9499.2,2504
3217,R3217,9875.2,625
3218,R3218,9421.8,2892
3219,R3219,8469.0,7656
3220,R3220,8773.2,6133
3221,R3221,8765.0,6176
3222,R3222,9241.8,3792
3223,R3223,9726,8054.6
3224,R3224,8763.6,6183
3225,R3225,8145.0,9276
3226,R3226,7177,8564.8
3227,R3227,9119.0,4404
3228,R3228,259,9948.4
3229,R3229,8649.6,6751
3230,R3230,8685.8,6572
3231,R3231,4134,9173.2
3232,R3232,8825.4,5872
3233,R3233,3669,9266.4
3234,R3234,3760,9248.0
3235,R3235,9860,8027.8
3236,R3236,271,9946.0
3237,R3237,8476.8,7617
3238,R3238,9818,8036.2
3239,R3239,9790.0,1050
3240,R3240,1531,9693.6
3241,R3241,6480,8704.2
3242,R3242,8784.4,6077
3243,R3243,9362.8,3187
3244,R3244,141,9971.8
3245,R3245,9809.0,954
3246,R3246,8958.0,5209
3247,R3247,4347,9130.8
3248,R3248,9010.8,4946
3249,R3249,8075.0,9626
3250,R3250,8979.2,5104
3251,R3251,6890,8622.0
3252,R3252,8856.4,5717
3253,R3253,9414,8117.2
3254,R3254,498,9900.2
3255,R3255,803,9839.2
3256,R3256,8093.2,9534
3257,R3257,8339.2,8303
3258,R3258,477,9904.4
3259,R3259,5250,8950.0
3260,R3260,9745.2,1274
3261,R3261,4973,9005.6
3262,R3262,2324,9535.2
3263,R3263,4355,9129.0
3264,R3264,9315.8,3421
3265,R3265,9502,8099.8
3266,R3266,4534,9093.0
3267,R3267,9338.8,3306
3268,R3268,9639.8,1802
3269,R3269,4581,9084.0
3270,R3270,4714,9057.4
3271,R3271,3278,9344.4
3272,R3272,9983.2,84
3273,R3273,9816.2,919
3274,R3274,5719,8856.2
3275,R3275,8992.6,5037
3276,R3276,3277,9344.6
3277,R3277,3406,9318.6
3278,R3278,9021.8,4890
3279,R3279,8330.4,8349
3280,R3280,542,9891.4
3281,R3281,1228,9754.2
3282,R3282,8833.4,5833
3283,R3283,8599.6,7002
3284,R3284,8063.4,9683
3285,R3285,8190.2,9048
3286,R3286,7575,8485.2
3287,R3287,9113.4,4433
3288,R3288,4363,9127.4
3289,R3289,9907.8,462
3290,R3290,8138.6,9307
3291,R3291,5103,8979.4
3292,R3292,3278,9344.4
3293,R3293,8662.8,6686
3294,R3294,8326.8,8367
3295,R3295,9645,8071.2
3296,R3296,8463.2,7683
3297,R3297,2333,9533.4
3298,R3298,8759.0,6205
3299,R3299,7038,8592.2
3300,R3300,980,9804.0
3301,R3301,2608,9478.2
3302,R3302,8360.2,8198
3303,R3303,9133.0,4336
3304,R3304,9343.8,3282
3305,R3305,7112,8577.4
3306,R3306,3882,9223.4
3307,R3307,8103,8379.2
3308,R3308,9282.8,3585
3309,R3309,289,9942.0
3310,R3310,2180,9563.8
3311,R3311,4492,9101.4
3312,R3312,7165,8567.0
3313,R3313,8517.8,7412
3314,R3314,1355,9729.2
3315,R3315,1090,9782.2
3316,R3316,8058.6,9707
3317,R3317,3240,9352.2
3318,R3318,2141,9572.0
3319,R3319,7683,8463.2
3320,R3320,7895,8421.2
3321,R3321,5977,8804.6
3322,R3322,7650,8470.2
3323,R3323,4455,9109.0
3324,R3324,9359.4,3202
3325,R3325,8188.4,9057
3326,R3326,8603,8279.4
3327,R3327,4012,9197.8
3328,R3328,7745,8451.0
3329,R3329,8983.6,5081
3330,R3330,1231,9753.6
3331,R3331,9035,8193.2
3332,R3332,8325.6,8372
3333,R3333,3725,9255.0
3334,R3334,9049.4,4752
3335,R3335,8396.4,8019
3336,R3336,8679.6,6603
3337,R3337,9358,8128.6
3338,R3338,1343,9731.6
3339,R3339,8356,8328.6
3340,R3340,8993.2,5033
3341,R3341,9463,8107.2
3342,R3342,1266,9746.8
3343,R3343,9466.2,2668
3344,R3344,8343.6,8283
3345,R3345,8340.4,8299
3346,R3346,9133.2,4335
3347,R3347,9096.2,4519
3348,R3348,6232,8753.6
3349,R3349,9773.2,1134
3350,R3350,8512.2,7439
3351,R3351,6338,8732.6
3352,R3352,9526,8095.0
3353,R3353,9508.2,2460
3354,R3354,8743.0,6285
3355,R3355,8987.4,5064
3356,R3356,9587,8082.4
3357,R3357,8477.6,7611
3358,R3358,3950,9209.8
3359,R3359,6787,8642.4
3360,R3360,2014,9597.2
3361,R3361,4800,9040.0
3362,R3362,8673.4,6632
3363,R3363,8357.0,8215
3364,R3364,1046,9790.8
3365,R3365,9204,8159.4
3366,R3366,8673.2,6635
3367,R3367,6633,8673.6
3368,R3368,3694,9261.4
3369,R3369,8000,8400.0
3370,R3370,9957.4,213
3371,R3371,9730.2,1349
3372,R3372,2155,9568.8
3373,R3373,9634.4,1828
3374,R3374,2061,9587.6
3375,R3375,8605.4,6973
3376,R3376,396,9920.6
3377,R3377,9723.8,1382
3378,R3378,8754.2,6230
3379,R3379,8524.4,7378
3380,R3380,9566.2,2170
3381,R3381,658,9868.2
3382,R3382,6798,8640.2
3383,R3383,9677.8,1610
3384,R3384,5339,8932.4
3385,R3385,9547.0,2265
3386,R3386,2412,9517.8
3387,R3387,6434,8713.0
3388,R3388,4339,9132.2
3389,R3389,8618.2,6908
