id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
9878,R9878,9677.4,1614,9677.4,9677.2,9677.4,9677.4,9677.0
9879,R9879,8683.0,8683.0,8683.0,8683.2,8683.2,8683.2,6585
9880,R9880,8106.2,8106.6,8106.6,8106.2,8106.6,8106.4,9468
9881,R9881,8874.0,5631,8873.6,8873.6,8874.0,8873.8,8874.0
9882,R9882,9523.0,9523.0,2384,9523.0,9523.4,9523.2,9523.4
9883,R9883,8612.2,8612.0,8611.8,8612.2,8612.2,6940,8612.2
9884,R9884,4142,9171.6,9171.4,9171.8,9171.4,9171.6,9171.6
9885,R9885,9720.4,9720.4,9720.4,9720.0,1399,9720.4,9720.4
9886,R9886,8151.2,8151.2,8151.2,8151.0,9245,8151.0,8151.2
9887,R9887,9064.6,4678,9064.4,9064.2,9064.2,9064.6,9064.6
9888,R9888,8923,8215.2,8215.4,8215.4,8215.6,8215.4,8215.6
9889,R9889,8573.6,8573.4,8573.4,8573.6,8573.6,7133,8573.4
9890,R9890,8851.0,5744,8851.4,8851.0,8851.2,8851.4,8851.4
9891,R9891,9550.4,9550.6,9550.4,9550.2,9550.4,9550.4,2248
9892,R9892,9933.0,9933.2,9933.4,9933.4,9933.2,334,9933.2
9893,R9893,1375,9725.2,9724.8,9725.2,9724.8,9725.0,9725.0
9894,R9894,4752,9049.4,9049.8,9049.8,9049.6,9049.4,9049.8
9895,R9895,9636.8,9637.0,9636.8,9637.0,9636.8,1816,9636.8
9896,R9896,8037.6,9812,8037.6,8037.8,8037.4,8037.4,8037.4
9897,R9897,8502.4,8502.0,8502.2,8502.0,8502.2,7489,8502.0
9898,R9898,1605,9679.0,9678.8,9679.0,9679.0,9679.0,9679.2
9899,R9899,9903.0,9903.2,9903.2,485,9902.8,9902.8,9903.0
9900,R9900,8604.2,8604.2,8604.4,8604.4,6979,8604.4,8604.0
9901,R9901,9095,8181.2,8181.0,8180.8,8181.0,8181.2,8181.2
9902,R9902,3347,9330.4,9330.6,9330.6,9330.4,9330.8,9330.4
9903,R9903,8960.6,8960.2,8960.6,8960.2,5198,8960.4,8960.4
9904,R9904,9972.2,9972.4,139,9972.0,9972.4,9972.4,9972.4
9905,R9905,9770.2,9770.2,9770.2,9770.2,9770.4,9770.2,1149
9906,R9906,8280.2,8280.0,8599,8280.0,8280.2,8280.0,8280.0
9907,R9907,5847,8830.8,8830.8,8830.8,8830.4,8830.8,8830.6
9908,R9908,9284.4,9284.4,9284.4,9284.2,9284.6,9284.4,3578
9909,R9909,8303.6,8303.6,8303.8,8304.0,8304.0,8481,8303.8
9910,R9910,9807.8,9807.8,9807.4,9807.6,962,9807.4,9807.4
9911,R9911,9625.6,9625.4,9625.8,9625.6,9625.4,1872,9625.8
9912,R9912,9658.8,1706,9659.0,9659.0,9658.8,9658.6,9658.6
9913,R9913,7830,8434.0,8434.0,8434.2,8433.8,8434.2,8434.2
9914,R9914,8076.0,8075.8,8076.0,8076.0,8075.6,8075.6,9621
9915,R9915,8766.2,8766.2,6168,8766.6,8766.2,8766.2,8766.2
9916,R9916,8793.2,6033,8793.4,8793.4,8793.2,8793.4,8793.4
9917,R9917,9158.2,4208,9158.2,9158.6,9158.4,9158.4,9158.2
9918,R9918,9430.2,9429.8,2850,9430.0,9430.0,9430.0,9429.8
9919,R9919,8135.4,8135.8,8135.4,9322,8135.6,8135.6,8135.4
9920,R9920,8683.4,6583,8683.2,8683.4,8683.2,8683.2,8683.2
9921,R9921,8380.6,8098,8380.2,8380.4,8380.6,8380.4,8380.2
9922,R9922,9403.2,9403.6,2983,9403.4,9403.6,9403.2,9403.6
9923,R9923,9729.6,9729.6,1351,9729.8,9729.8,9729.6,9730.0
9924,R9924,9776.6,9777.0,1116,9776.8,9777.0,9776.6,9776.8
9925,R9925,9006.8,9007.0,9006.8,9006.8,9006.8,4965,9006.8
9926,R9926,8724.0,6379,8724.2,8724.4,8724.4,8724.4,8724.0
9927,R9927,9700.0,9700.2,9700.2,9700.2,1499,9700.0,9700.0
9928,R9928,9775.8,9775.8,9776.2,9776.2,1120,9775.8,9775.8
9929,R9929,8428.2,8428.6,7858,8428.2,8428.6,8428.2,8428.6
9930,R9930,8845.6,8845.4,8845.4,5772,8845.8,8845.6,8845.8
9931,R9931,8889.4,8889.2,8889.2,5553,8889.2,8889.4,8889.4
9932,R9932,9270.6,9270.6,9271.0,9270.8,3646,9271.0,9270.6
9933,R9933,8114.8,8115.0,9426,8114.8,8115.0,8114.8,8115.0
9934,R9934,8751.4,8751.8,8751.6,8751.6,8751.6,8751.8,6242
9935,R9935,8979.0,8979.0,8979.0,5106,8979.0,8978.8,8978.6
9936,R9936,8819.6,8819.6,5901,8819.8,8819.6,8819.6,8819.6
9937,R9937,8861.4,8861.4,8861.2,5693,8861.6,8861.2,8861.2
9938,R9938,9617.8,1912,9617.6,9617.4,9617.4,9617.6,9617.8
9939,R9939,8394.0,8031,8393.6,8394.0,8393.6,8393.8,8393.8
9940,R9940,512,9897.4,9897.8,9897.4,9897.8,9897.6,9897.6
9941,R9941,9270.2,9270.0,9270.4,9270.4,3649,9270.2,9270.4
9942,R9942,9212.4,9212.8,9212.6,9212.8,3937,9212.6,9212.8
9943,R9943,9083.8,9083.8,9083.8,4581,9083.8,9083.6,9084.0
9944,R9944,9452.0,9452.2,9452.0,9452.0,9452.0,9452.2,2739
9945,R9945,8981.4,8981.2,8981.2,8981.2,8981.0,5094,8981.4
9946,R9946,9402.6,9402.4,2988,9402.6,9402.4,9402.2,9402.6
9947,R9947,8888.0,8887.8,8887.8,8888.0,8887.6,8887.8,5561
9948,R9948,8746.8,8746.4,8746.4,6267,8746.4,8746.6,8746.6
9949,R9949,8372.2,8372.4,8138,8372.6,8372.4,8372.4,8372.4
9950,R9950,9663.4,9663.8,9663.6,9663.8,9663.4,9663.8,1682
9951,R9951,9661.0,1695,9660.8,9661.2,9660.8,9661.0,9660.8
9952,R9952,9018.2,9018.2,4908,9018.4,9018.2,9018.4,9018.4
9953,R9953,9284.2,3578,9284.6,9284.4,9284.2,9284.4,9284.4
9954,R9954,8676.2,8675.8,8676.2,8676.2,8676.0,6620,8676.2
9955,R9955,8866.2,5668,8866.2,8866.4,8866.2,8866.6,8866.2
9956,R9956,3169,9366.4,9366.2,9366.2,9366.0,9366.4,9366.4
9957,R9957,8740.6,8740.8,8740.6,8741.0,8740.8,6296,8740.6
9958,R9958,9246.8,9246.6,9246.6,9246.4,3767,9246.6,9246.4
9959,R9959,9920.0,9919.8,401,9920.0,9919.6,9920.0,9919.6
9960,R9960,8270.0,8270.2,8270.0,8270.0,8650,8270.2,8269.8
9961,R9961,9329.6,9329.4,9329.2,9329.6,3353,9329.4,9329.6
9962,R9962,1281,9744.0,9743.6,9743.6,9744.0,9743.6,9744.0
9963,R9963,8795.0,8795.0,8795.0,8794.6,6026,8795.0,8794.8
9964,R9964,8924.8,8924.8,8924.4,8924.4,5377,8924.4,8924.8
9965,R9965,9946.4,267,9946.4,9946.8,9946.4,9946.4,9946.6
9966,R9966,8137.6,8137.6,8137.8,8137.6,9311,8137.6,8137.8
9967,R9967,2153,9569.4,9569.4,9569.2,9569.6,9569.2,9569.4
9968,R9968,9465.0,9465.0,9465.2,9465.0,2674,9465.2,9465.0
9969,R9969,9950.8,9950.8,9950.6,9950.8,9951.0,246,9950.8
9970,R9970,8386.0,8070,8386.0,8385.8,8386.0,8386.0,8386.2
9971,R9971,8957.4,8957.0,8957.0,8957.0,8957.0,5214,8957.4
9972,R9972,9942.2,9942.2,9942.2,9942.4,9942.4,9942.4,289
9973,R9973,9579.6,2101,9579.6,9580.0,9579.6,9579.6,9579.8
9974,R9974,8499.2,8499.6,8499.4,8499.6,7503,8499.2,8499.4
9975,R9975,9210.4,3949,9210.0,9210.0,9210.2,9210.0,9210.2
9976,R9976,9915.8,9916.0,9915.6,9915.8,421,9915.8,9916.0
9977,R9977,8435.0,7824,8435.2,8435.4,8435.4,8435.0,8435.2
9978,R9978,8600.2,8600.0,8600.0,8600.4,8600.0,6999,8600.4
9979,R9979,8834.4,5829,8834.4,8834.2,8834.0,8834.4,8834.4
9980,R9980,9240.4,9240.4,3797,9240.4,9240.4,9240.8,9240.4
9981,R9981,9098.6,9098.8,9098.6,9098.8,9098.6,4506,9098.8
9982,R9982,8041.2,8041.4,8041.2,8041.2,8041.2,8041.4,9794
9983,R9983,9379.6,9379.6,9379.4,9379.4,9379.6,9379.6,3102
9984,R9984,9547.6,2263,9547.4,9547.4,9547.4,9547.6,9547.2
9985,R9985,9044.2,9044.4,4779,9044.0,9044.0,9044.2,9044.4
9986,R9986,8624.4,8624.2,8624.2,8624.2,8624.4,6879,8624.2
9987,R9987,2114,9577.0,9577.2,9577.4,9577.2,9577.2,9577.4
9988,R9988,9213.8,3931,9213.8,9213.6,9213.6,9213.6,9213.6
9989,R9989,5371,8925.6,8925.8,8925.6,8925.6,8926.0,8925.8
9990,R9990,8597.8,8597.6,8597.4,7012,8597.8,8597.4,8597.6
9991,R9991,9137.0,4315,9136.8,9137.0,9137.2,9137.0,9137.2
9992,R9992,9850.4,9850.0,749,9850.2,9850.4,9850.4,9850.0
9993,R9993,9376,8124.6,8125.0,8125.0,8124.8,8124.8,8124.8
9994,R9994,8301.4,8494,8301.4,8301.2,8301.4,8301.0,8301.2
9995,R9995,9484.0,9483.8,2581,9483.6,9483.6,9483.8,9484.0
9996,R9996,8070.8,8071.0,9646,8070.8,8070.8,8070.8,8070.8
9997,R9997,8548.8,8549.0,8549.0,8548.8,8549.2,8548.8,7255
9998,R9998,8763.8,8763.8,8763.4,8763.6,8763.4,8763.4,6182
9999,R9999,9843.0,786,9842.6,9842.6,9843.0,9843.0,9843.0
10000,R10000,9201.0,9201.0,9200.8,9200.6,9200.8,3996,9200.6
10001,R10001,8034.8,8035.0,9825,8034.8,8035.2,8034.8,8035.2
10002,R10002,9792.8,9793.0,1036,9793.0,9792.6,9792.6,9793.0
10003,R10003,8709.6,6452,8709.4,8709.4,8709.8,8709.6,8709.6
10004,R10004,9756.2,9755.8,9756.0,9756.2,1220,9756.0,9755.8
10005,R10005,6485,8703.0,8702.8,8703.0,8703.0,8702.8,8703.0
10006,R10006,8242.2,8242.0,8790,8241.8,8242.0,8242.2,8242.2
10007,R10007,8140.6,8140.8,8140.6,9297,8140.6,8140.8,8140.6
10008,R10008,4074,9185.0,9185.0,9185.0,9185.2,9185.4,9185.2
10009,R10009,8023.2,8023.2,8022.8,8023.0,9885,8022.8,8022.8
10010,R10010,9686.6,9686.6,9686.8,1566,9687.0,9687.0,9687.0
10011,R10011,8992.0,8992.2,8991.8,8992.2,8992.2,5040,8991.8
10012,R10012,8571.8,8571.8,8571.8,8571.8,7142,8571.6,8571.6
10013,R10013,8000.6,8000.6,9997,8000.4,8000.8,8000.8,8000.4
10014,R10014,9576.0,9576.2,9576.0,2119,9576.2,9576.2,9576.0
10015,R10015,9451.8,9451.6,9451.6,9451.6,2741,9452.0,9452.0
10016,R10016,8306.6,8306.4,8467,8306.6,8306.8,8306.6,8306.4
10017,R10017,8601.6,8601.4,8601.6,8601.2,8601.4,8601.2,6993
10018,R10018,8728.0,8728.0,8728.0,8728.0,8728.4,8728.4,6359
10019,R10019,9612.8,9612.8,9613.2,9613.0,9613.2,1935,9613.0
10020,R10020,7145,8571.0,8571.2,8570.8,8571.0,8571.2,8570.8
10021,R10021,9613.0,9613.0,9613.2,9612.8,9612.8,1935,9613.0
10022,R10022,9072.6,4637,9072.6,9072.6,9072.8,9072.8,9072.4
10023,R10023,9845.2,9844.8,9845.0,9845.2,9844.8,775,9844.8
10024,R10024,8320.0,8320.0,8401,8320.0,8320.0,8320.0,8319.6
10025,R10025,9097.2,9097.2,4513,9097.4,9097.6,9097.6,9097.4
10026,R10026,8545,8291.0,8291.2,8291.0,8291.2,8290.8,8291.2
10027,R10027,8334.4,8334.2,8334.2,8334.2,8334.0,8329,8334.4
10028,R10028,7262,8547.6,8547.4,8547.6,8547.6,8547.6,8547.8
10029,R10029,9429.0,9428.8,9428.8,9429.0,9428.8,9429.0,2856
10030,R10030,8149.8,8149.6,8149.6,8150.0,8150.0,9251,8150.0
10031,R10031,8003.2,8003.6,8003.2,8003.4,8003.6,9983,8003.6
10032,R10032,8886.0,5569,8886.0,8886.0,8886.4,8886.2,8886.0
10033,R10033,5500,8899.8,8900.0,8899.8,8900.0,8900.2,8899.8
10034,R10034,551,9889.8,9890.0,9889.8,9889.8,9889.6,9889.6
10035,R10035,376,9925.0,9925.0,9924.6,9924.8,9924.8,9924.8
10036,R10036,9623.2,1883,9623.4,9623.2,9623.6,9623.4,9623.2
10037,R10037,5352,8929.6,8929.8,8929.8,8929.8,8929.6,8929.8
10038,R10038,490,9901.8,9902.2,9901.8,9902.0,9902.2,9902.0
10039,R10039,8480.8,8480.8,8480.6,8480.6,7597,8480.6,8480.8
10040,R10040,8818.4,8818.8,5907,8818.6,8818.4,8818.4,8818.6
10041,R10041,9797.0,9797.4,9797.0,9797.4,1014,9797.4,9797.0
10042,R10042,8920.0,8919.6,8919.8,5401,8919.6,8919.8,8920.0
10043,R10043,6744,8651.4,8651.0,8651.0,8651.4,8651.2,8651.2
10044,R10044,9699.0,1506,9698.6,9698.6,9699.0,9699.0,9698.6
10045,R10045,8676.0,8676.4,8676.0,8676.4,6619,8676.4,8676.0
10046,R10046,8800.8,8801.0,5996,8801.0,8800.6,8800.8,8800.6
10047,R10047,9534.0,9534.4,9534.4,2329,9534.2,9534.4,9534.4
10048,R10048,9229.4,9229.0,9229.2,3854,9229.2,9229.0,9229.0
10049,R10049,8617.4,8617.4,8617.4,6913,8617.4,8617.2,8617.6
10050,R10050,8810.2,8809.8,8809.8,5950,8809.8,8810.2,8810.0
10051,R10051,9746.8,9746.4,9746.8,9746.6,1267,9746.6,9746.4
10052,R10052,8012.8,8012.6,8012.4,8012.8,8012.4,9937,8012.6
10053,R10053,9661.8,9661.4,9661.4,9661.4,1692,9661.6,9661.4
10054,R10054,8953.2,8953.6,8953.4,8953.2,8953.6,5233,8953.2
10055,R10055,8516.8,8516.8,7415,8516.8,8517.2,8516.8,8516.8
10056,R10056,8448.4,7757,8448.4,8448.8,8448.6,8448.6,8448.8
10057,R10057,9707.4,9707.6,9707.6,9707.4,9707.4,9707.6,1462
10058,R10058,8273.4,8273.2,8273.2,8273.2,8273.2,8273.4,8633
10059,R10059,8396.0,8396.2,8019,8396.2,8396.4,8396.4,8396.0
10060,R10060,8926.2,8926.4,8926.6,5368,8926.4,8926.2,8926.6
10061,R10061,8866.4,8866.6,8866.2,5668,8866.6,8866.2,8866.4
10062,R10062,9354.2,9354.6,9354.2,3228,9354.4,9354.2,9354.2
10063,R10063,9532.2,2340,9531.8,9531.8,9532.2,9531.8,9532.2
10064,R10064,9964.2,9964.2,179,9964.2,9964.2,9964.2,9964.0
10065,R10065,9852.0,9852.4,739,9852.2,9852.2,9852.2,9852.0
10066,R10066,9179.8,9180.0,9179.6,4101,9180.0,9180.0,9179.6
10067,R10067,8831.6,8831.6,8831.8,8831.6,8831.6,5842,8831.4
10068,R10068,9692.6,9692.6,9692.6,9692.4,1538,9692.4,9692.4
10069,R10069,8784.8,8784.8,8784.6,8785.0,8785.0,8784.8,6076
10070,R10070,9034.6,9034.4,9034.8,9034.8,9034.6,9034.4,4827
10071,R10071,7722,8455.8,8455.8,8455.6,8455.8,8455.6,8455.8
10072,R10072,9845.8,9845.6,9845.8,9845.6,9845.8,772,9845.8
10073,R10073,9845.0,9845.0,9845.2,775,9845.2,9845.2,9845.2
10074,R10074,184,9963.2,9963.2,9963.0,9963.2,9963.4,9963.4
10075,R10075,9945.0,9945.4,9945.4,9945.4,274,9945.0,9945.4
10076,R10076,9983.0,9983.4,9983.4,9983.4,9983.2,84,9983.4
10077,R10077,8878.6,8878.6,8878.6,8878.8,8878.8,8878.6,5606
10078,R10078,8236.2,8236.2,8818,8236.2,8236.2,8236.2,8236.4
10079,R10079,6643,8671.6,8671.6,8671.2,8671.2,8671.6,8671.4
10080,R10080,9539.8,9540.2,9539.8,2300,9540.2,9540.2,9540.0
10081,R10081,8026.0,8025.6,8025.8,8025.8,8025.6,9871,8025.6
10082,R10082,9787.6,9787.2,9787.4,9787.6,1063,9787.6,9787.2
10083,R10083,9709.4,9709.2,1454,9709.4,9709.2,9709.4,9709.2
10084,R10084,9637.0,1814,9637.0,9637.4,9637.4,9637.2,9637.0
10085,R10085,8503.4,8503.0,7484,8503.2,8503.0,8503.0,8503.0
10086,R10086,8058.4,8058.6,8058.2,8058.6,8058.2,8058.2,9708
10087,R10087,9251.6,9251.4,9251.4,3743,9251.2,9251.2,9251.2
10088,R10088,9067.8,9068.2,9068.2,9067.8,4660,9068.2,9068.2
10089,R10089,9873.6,9873.6,9873.8,632,9873.6,9873.8,9873.4
10090,R10090,9495.6,9495.2,2523,9495.6,9495.4,9495.2,9495.2
10091,R10091,9306.6,9306.6,3466,9306.8,9307.0,9306.8,9306.6
10092,R10092,9760.8,1195,9761.2,9761.0,9761.2,9761.0,9760.8
10093,R10093,9295.6,9295.4,9295.8,9295.4,9295.8,3522,9295.8
10094,R10094,8917.6,8917.4,8917.4,8917.2,5413,8917.4,8917.2
10095,R10095,8230.6,8230.8,8230.8,8230.4,8847,8230.4,8230.4
10096,R10096,9663.6,9663.6,9663.6,9663.8,1682,9663.4,9663.4
10097,R10097,8069.6,8069.2,8069.2,8069.2,8069.2,9653,8069.6
10098,R10098,9742.4,9742.8,9742.4,9742.8,9742.8,1287,9742.8
10099,R10099,9222.0,3889,9222.2,9222.0,9222.4,9222.2,9222.2
10100,R10100,9389.8,3050,9390.2,9390.2,9389.8,9390.2,9390.2
10101,R10101,9720.8,9720.8,9721.2,9721.2,9721.2,1395,9720.8
10102,R10102,38,9992.2,9992.4,9992.6,9992.2,9992.4,9992.4
10103,R10103,9057.6,9057.2,9057.6,4713,9057.6,9057.4,9057.2
10104,R10104,9888.4,9888.4,558,9888.4,9888.6,9888.6,9888.2
10105,R10105,9313.4,9313.0,9313.0,9313.2,9313.4,3434,9313.2
10106,R10106,8192.0,8191.8,8191.8,8192.2,8191.8,8191.8,9040
10107,R10107,9847.0,9847.2,9847.2,764,9847.2,9847.0,9847.0
10108,R10108,8511.6,8511.6,8511.2,8511.6,8511.4,8511.2,7443
10109,R10109,8490,8302.0,8302.2,8302.2,8302.0,8302.2,8301.8
10110,R10110,8810.2,8810.4,5948,8810.4,8810.2,8810.4,8810.2
10111,R10111,8449.2,8449.2,7753,8449.6,8449.4,8449.4,8449.4
10112,R10112,230,9954.2,9953.8,9954.2,9953.8,9954.2,9954.2
10113,R10113,8944.2,5278,8944.2,8944.4,8944.2,8944.2,8944.4
10114,R10114,6843,8631.4,8631.6,8631.2,8631.6,8631.6,8631.6
10115,R10115,1257,9748.6,9748.6,9748.8,9748.6,9748.4,9748.8
10116,R10116,1427,9714.4,9714.4,9714.4,9714.6,9714.8,9714.6
10117,R10117,9243.6,9243.2,9243.6,9243.2,9243.6,3783,9243.2
10118,R10118,8162.8,8163.0,9186,8163.0,8162.6,8162.6,8162.6
10119,R10119,8789.6,8789.2,8789.4,6053,8789.6,8789.2,8789.4
10120,R10120,8631.8,8631.8,6842,8631.8,8631.6,8631.8,8631.4
10121,R10121,8982.2,8982.0,8982.0,8982.2,8982.2,5090,8981.8
10122,R10122,8839.6,8839.6,5801,8839.8,8839.8,8840.0,8839.6
10123,R10123,9879.2,9878.8,9878.8,9879.0,9879.0,9878.8,605
10124,R10124,4873,9025.4,9025.2,9025.2,9025.4,9025.4,9025.2
10125,R10125,9928.4,9928.4,9928.2,9928.2,9928.6,9928.2,358
10126,R10126,8292.6,8293.0,8293.0,8536,8292.8,8292.6,8292.8
10127,R10127,199,9960.0,9960.4,9960.2,9960.0,9960.0,9960.0
10128,R10128,8416.2,8416.4,8416.2,7918,8416.4,8416.2,8416.4
10129,R10129,9956.4,219,9956.2,9956.0,9956.2,9956.0,9956.0
10130,R10130,8514.8,8514.6,8514.6,8514.8,7427,8514.6,8514.6
10131,R10131,9808.4,9808.6,957,9808.8,9808.4,9808.6,9808.6
10132,R10132,8565.6,7172,8565.4,8565.8,8565.8,8565.8,8565.4
10133,R10133,8734.8,8734.8,8734.4,6327,8734.6,8734.8,8734.4
10134,R10134,8508.6,8508.8,8508.8,7456,8509.0,8509.0,8509.0
10135,R10135,9872.4,637,9872.4,9872.6,9872.6,9872.6,9872.4
10136,R10136,9567.4,9567.2,9567.2,9567.4,9567.4,9567.2,2164
10137,R10137,9450.2,9449.8,9450.0,9450.2,9449.8,9449.8,2750
10138,R10138,8127.4,8127.8,8127.6,8127.4,9362,8127.4,8127.4
10139,R10139,8816.2,8816.0,8815.8,8816.0,5920,8816.0,8816.0
10140,R10140,9748.4,9748.8,9748.6,9748.4,1257,9748.4,9748.4
10141,R10141,9897.8,9897.8,9897.4,9897.8,9897.8,9897.8,512
10142,R10142,9113.2,9113.0,9113.0,9113.0,9113.2,4434,9113.4
10143,R10143,8312.6,8312.6,8312.6,8312.8,8312.6,8437,8312.6
10144,R10144,8050.2,9748,8050.2,8050.2,8050.2,8050.6,8050.6
10145,R10145,5743,8851.4,8851.4,8851.2,8851.6,8851.2,8851.4
10146,R10146,8550.2,8550.0,7250,8550.2,8550.0,8549.8,8549.8
10147,R10147,1210,9757.8,9758.0,9758.0,9758.2,9757.8,9758.0
10148,R10148,9157.6,9157.6,9157.6,9158.0,9157.8,9157.6,4211
10149,R10149,9791.4,9791.4,9791.4,1042,9791.6,9791.8,9791.6
10150,R10150,1658,9668.2,9668.6,9668.2,9668.4,9668.4,9668.2
10151,R10151,9580.8,9580.6,2097,9580.4,9580.4,9580.8,9580.8
10152,R10152,9393.0,9393.0,9393.0,9393.0,9393.0,3034,9393.4
10153,R10153,8158.2,9208,8158.4,8158.4,8158.4,8158.2,8158.2
10154,R10154,9423.4,9423.8,9423.6,9423.4,2882,9423.6,9423.4
10155,R10155,9541.6,9542.0,9541.8,9542.0,9541.6,9542.0,2291
10156,R10156,9900.8,9900.6,9900.6,9900.6,496,9900.8,9901.0
10157,R10157,8183.0,8183.2,8183.2,9085,8183.2,8183.0,8183.0
10158,R10158,8609.4,8609.2,8609.4,8609.2,6953,8609.6,8609.2
10159,R10159,1022,9795.6,9795.4,9795.4,9795.4,9795.4,9795.4
10160,R10160,7111,8578.0,8578.0,8577.8,8577.8,8578.0,8577.8
10161,R10161,8110.8,8111.0,8110.6,8111.0,8110.6,8111.0,9446
10162,R10162,8328.8,8329.2,8329.2,8328.8,8355,8328.8,8329.0
10163,R10163,5370,8926.0,8925.8,8926.2,8926.2,8926.0,8925.8
10164,R10164,9659.0,9658.8,9659.0,1705,9658.8,9658.8,9658.8
10165,R10165,9862.6,9862.6,9862.6,688,9862.4,9862.6,9862.4
10166,R10166,8611.4,8611.0,8611.4,6944,8611.2,8611.0,8611.0
10167,R10167,4591,9081.8,9081.6,9082.0,9082.0,9081.6,9082.0
10168,R10168,9170.4,9170.6,4147,9170.8,9170.8,9170.6,9170.8
10169,R10169,8898.8,8898.4,8898.6,5507,8898.8,8898.8,8898.6
10170,R10170,8136.0,8136.0,8136.4,8136.4,8136.4,8136.2,9319
10171,R10171,9023,8195.4,8195.6,8195.4,8195.6,8195.6,8195.6
10172,R10172,1660,9668.0,9668.0,9667.8,9668.0,9667.8,9668.2
10173,R10173,9451.8,2741,9451.6,9451.8,9452.0,9452.0,9451.8
10174,R10174,9839.8,9839.8,801,9839.6,9839.6,9839.6,9840.0
10175,R10175,9403.6,9403.4,9403.2,9403.2,9403.2,2983,9403.2
10176,R10176,9733.2,9733.4,9733.0,1334,9733.0,9733.4,9733.2
10177,R10177,9344.8,9344.8,9344.4,9344.6,3277,9344.8,9344.8
10178,R10178,9408.2,2959,9408.2,9408.2,9408.0,9408.4,9408.4
10179,R10179,9326.4,3369,9326.2,9326.0,9326.4,9326.4,9326.2
10180,R10180,8038.0,8038.0,8038.4,8038.2,8038.2,8038.2,9809
10181,R10181,9958.0,9957.8,9958.0,9958.2,210,9957.8,9958.0
10182,R10182,8501.8,8502.0,8501.8,7490,8502.2,8502.2,8502.0
10183,R10183,9678.2,1609,9678.0,9678.4,9678.4,9678.4,9678.2
10184,R10184,8054.8,8055.0,8054.6,8055.0,8054.8,8054.8,9726
10185,R10185,8604.6,8604.8,6976,8604.8,8604.8,8604.6,8604.8
10186,R10186,9740.6,9740.6,9740.6,9740.8,1297,9740.8,9740.8
10187,R10187,9683.8,9683.6,9683.6,9683.4,9683.8,1582,9683.6
10188,R10188,9586.2,9586.2,9586.6,9586.4,9586.2,2068,9586.4
10189,R10189,8873.2,5633,8873.2,8873.6,8873.6,8873.2,8873.4
10190,R10190,9000.8,9000.6,9001.0,9001.0,4996,9000.8,9000.8
10191,R10191,8744.0,6281,8743.8,8743.6,8743.8,8744.0,8743.8
10192,R10192,5949,8810.2,8810.2,8810.4,8810.2,8810.0,8810.4
10193,R10193,8523.2,7384,8523.4,8523.2,8523.0,8523.4,8523.2
10194,R10194,8752.6,8753.0,6236,8752.8,8752.8,8753.0,8752.8
10195,R10195,8541.8,8541.6,8541.6,8541.8,8541.6,8541.8,7292
10196,R10196,9740.4,9740.4,1298,9740.2,9740.2,9740.6,9740.6
10197,R10197,8022.8,8022.8,8022.8,9886,8022.8,8022.8,8022.6
10198,R10198,2498,9500.4,9500.2,9500.4,9500.6,9500.6,9500.2
10199,R10199,8019.4,8019.4,8019.2,8019.0,8019.4,8019.0,9904
10200,R10200,9334.6,9334.4,3328,9334.4,9334.6,9334.6,9334.4
10201,R10201,8360,8328.0,8327.8,8328.0,8328.0,8327.8,8328.0
10202,R10202,9128.4,4359,9128.2,9128.0,9128.2,9128.0,9128.4
10203,R10203,8024.4,8024.6,8024.4,8024.4,8024.4,8024.8,9877
10204,R10204,9371.4,9371.6,9371.2,3143,9371.2,9371.6,9371.6
10205,R10205,6757,8648.4,8648.6,8648.4,8648.4,8648.6,8648.8
10206,R10206,9077.4,4612,9077.6,9077.4,9077.4,9077.8,9077.4
10207,R10207,9987.8,9988.2,60,9988.0,9988.0,9988.2,9988.2
10208,R10208,9191.8,4042,9191.8,9191.4,9191.4,9191.6,9191.6
10209,R10209,8736.4,8736.4,8736.0,8736.2,6319,8736.4,8736.2
10210,R10210,8882,8223.6,8223.8,8223.8,8223.6,8223.6,8223.6
10211,R10211,9004.6,9004.8,4977,9004.8,9004.6,9004.4,9004.6
10212,R10212,8556.6,8556.6,7218,8556.2,8556.2,8556.2,8556.6
10213,R10213,9583.4,9583.4,9583.4,9583.2,9583.4,9583.6,2083
10214,R10214,9570,8086.2,8086.2,8086.0,8085.8,8086.0,8086.2
10215,R10215,8030.6,8030.4,8030.4,8030.8,9847,8030.6,8030.8
10216,R10216,9305.2,9304.8,9305.2,9305.2,3475,9305.0,9305.0
10217,R10217,8383.2,8383.0,8383.2,8084,8383.2,8383.4,8383.4
10218,R10218,8355.4,8355.6,8355.6,8222,8355.6,8355.4,8355.6
10219,R10219,8211.8,8211.6,8211.8,8211.6,8212.0,8941,8211.6
10220,R10220,8684.0,8684.2,8684.0,6580,8684.2,8684.2,8684.0
10221,R10221,8278,8344.4,8344.6,8344.2,8344.6,8344.2,8344.2
10222,R10222,9190.6,4047,9190.4,9190.4,9190.6,9190.6,9190.6
10223,R10223,8831.2,5844,8831.0,8831.4,8831.0,8831.4,8831.4
10224,R10224,9233.4,3833,9233.2,9233.4,9233.4,9233.2,9233.4
10225,R10225,8246.0,8246.4,8246.2,8246.0,8769,8246.0,8246.0
10226,R10226,8299.4,8299.2,8299.4,8299.4,8299.4,8504,8299.0
10227,R10227,9199.2,9199.4,9199.0,9199.4,9199.2,4004,9199.4
