id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
3530,R3530,5970,1406,3127,3946,4094,8607,823
3531,R3531,6151,6602,2417,1269,5099,1250,4808
3532,R3532,618,1656,8525,8018,5424,9712,8789
3533,R3533,5979,8356,7472,7606,785,4619,9692
3534,R3534,7970,2420,6680,6671,464,5015,3096
3535,R3535,185,9545,1532,7014,3069,6225,5974
3536,R3536,6283,5709,2339,9761,5986,7838,1149
3537,R3537,9465,7203,9971,7297,1822,1658,3935
3538,R3538,5862,5509,2032,2344,7723,3843,9845
3539,R3539,6610,6596,4564,6506,5333,6320,9898
3540,R3540,8472,2111,9828,7954,5409,6560,9959
3541,R3541,4293,6106,6683,8098,1633,8679,9543
3542,R3542,35,37,1044,1492,6866,1813,9711
3543,R3543,4852,1701,612,3718,1900,8895,5483
3544,R3544,9496,4257,2158,8507,5661,7088,907
3545,R3545,8697,5827,559,8377,3191,4307,5388
3546,R3546,7188,8463,451,7891,4036,6361,6980
3547,R3547,4792,421,724,8100,1000,8646,1325
3548,R3548,76,7517,5471,3998,4867,5316,2803
3549,R3549,4811,7710,7878,3932,717,6172,1558
3550,R3550,4233,8718,9408,2083,4679,5795,7087
3551,R3551,4646,7284,1488,3503,1182,6412,8101
3552,R3552,575,4477,6257,5149,2553,7378,5672
3553,R3553,9482,3674,6564,4831,286,306,6041
3554,R3554,2552,5674,537,5695,3507,5159,9133
3555,R3555,8242,1130,1847,7907,4040,6467,5083
3556,R3556,1069,6886,1369,5064,6566,196,4206
3557,R3557,4293,7364,3875,8779,8410,4759,4095
3558,R3558,745,4694,5319,2849,3343,5819,9039
3559,R3559,2837,7521,3862,8811,338,4359,1338
3560,R3560,4069,1085,2465,1936,6751,2782,7533
3561,R3561,2466,357,5635,8703,6539,1306,9537
3562,R3562,4524,6207,9563,6245,5218,4558,3263
3563,R3563,4811,3479,8310,8624,1541,3422,2285
3564,R3564,2383,8507,3313,9073,881,1365,5177
3565,R3565,3510,5329,8330,8050,1620,3609,328
3566,R3566,6157,6216,59,9028,6634,3973,4085
3567,R3567,5387,8584,7175,4138,1830,3499,4193
3568,R3568,976,4996,8425,3457,1181,1494,247
3569,R3569,6393,4106,74,5725,6815,3836,8739
3570,R3570,9692,6089,9041,7543,7630,7821,5353
3571,R3571,700,7922,8298,8634,1260,1396,7562
3572,R3572,1560,1463,803,2225,1471,9121,6742
3573,R3573,2997,4082,6435,8611,3566,5647,1826
3574,R3574,3509,3269,8263,4657,4825,605,6387
3575,R3575,8105,7122,5228,6911,4659,7624,292
3576,R3576,5458,6703,7096,9734,14,1722,3372
3577,R3577,9054,6294,5411,5135,9934,2335,3149
3578,R3578,3642,9443,9733,1180,2454,4555,8867
3579,R3579,5729,1339,3232,4639,7243,9971,5499
3580,R3580,4016,9303,9958,6864,6753,1488,4028
3581,R3581,1357,3312,4982,3777,3591,469,9429
3582,R3582,2079,3763,3195,6070,3557,8030,5682
3583,R3583,9418,4373,7965,8810,6534,3235,5551
3584,R3584,5106,9097,4493,3054,5020,7721,1150
3585,R3585,3783,4371,9548,6221,1227,4630,1168
3586,R3586,2405,6713,5590,4195,3666,8180,8336
3587,R3587,4108,622,8892,793,1798,3028,6084
3588,R3588,3454,7801,9448,2867,4643,109,9375
3589,R3589,6892,8523,6929,3044,3271,5519,889
3590,R3590,6171,7000,3475,1521,8549,8576,4186
3591,R3591,4264,3502,3637,9913,1709,8011,2213
3592,R3592,6549,3135,6802,1854,8704,9364,3853
3593,R3593,2345,334,3844,2028,7589,5684,282
3594,R3594,2745,7134,8825,4044,1047,9079,788
3595,R3595,7597,3942,8466,9813,614,1105,6046
3596,R3596,4966,1283,6084,1287,3668,2074,7711
3597,R3597,5867,8845,4128,7905,2054,4711,4100
3598,R3598,5619,3937,4167,362,2431,1809,3919
3599,R3599,5864,9214,2635,6552,4372,9309,873
3600,R3600,8236,6905,896,9702,8021,8754,9889
3601,R3601,6166,9978,4694,7208,3785,3779,4406
3602,R3602,7969,2990,9686,4304,2385,6569,2764
3603,R3603,1114,4187,5445,2042,5307,8388,8511
3604,R3604,4236,9190,7566,71,7277,2444,5171
3605,R3605,9308,7068,5356,1198,5462,7777,6293
3606,R3606,8755,9535,6861,7928,7604,7884,1932
3607,R3607,5670,9134,6744,4050,1714,1814,413
3608,R3608,8002,2826,4724,6536,2301,4175,5081
3609,R3609,2851,4414,1786,2132,4366,5752,7652
3610,R3610,7231,8549,8087,868,4485,4693,5176
3611,R3611,4450,4163,5524,9229,7800,3193,9520
3612,R3612,3150,7691,500,7543,4627,9478,5240
3613,R3613,9657,8599,8087,6669,6297,5126,4465
3614,R3614,2965,6228,5289,8595,5439,7803,5584
3615,R3615,6876,7227,5357,1134,8219,8276,665
3616,R3616,6753,5619,3809,1674,7183,1195,7049
3617,R3617,4983,537,3704,2387,653,5774,134
3618,R3618,6980,8123,9082,4839,990,824,6566
3619,R3619,3681,6919,1068,4706,1089,7354,6900
3620,R3620,3373,3273,6647,9888,5829,5340,1272
3621,R3621,2932,1237,550,6431,7276,6995,7381
3622,R3622,5406,6259,9027,1422,5889,7239,5093
3623,R3623,3526,1746,5497,1196,486,2437,4211
3624,R3624,5832,6541,2402,6846,200,5656,2082
3625,R3625,9027,5322,834,7354,3364,3529,6781
3626,R3626,5121,7961,9188,6138,517,8881,2903
3627,R3627,7409,1336,4033,2669,7180,9647,1814
3628,R3628,2528,3002,479,2715,9166,5208,945
3629,R3629,7843,3171,9659,2185,6521,6646,6957
3630,R3630,6878,6752,5721,7997,8422,9777,6719
3631,R3631,1016,6833,6395,464,8636,2305,2993
3632,R3632,6171,8119,9904,888,605,6130,7299
3633,R3633,6671,9805,6975,3086,1809,5779,7642
3634,R3634,5109,2177,8066,9091,4217,3061,6242
3635,R3635,4615,4939,1904,8926,3375,1393,4859
3636,R3636,60,9595,2127,1954,3706,9939,3629
3637,R3637,328,2481,6780,2706,4192,4679,9851
3638,R3638,4987,6502,9398,5667,5820,6466,4103
3639,R3639,7005,4262,2386,8222,339,3296,1163
3640,R3640,3609,7318,4130,3716,8060,7711,5650
3641,R3641,4604,4558,4029,3962,1947,6858,9582
3642,R3642,7062,484,4871,1400,6262,7908,6677
3643,R3643,8273,7922,6623,5889,6976,5786,472
3644,R3644,8104,4718,1068,4591,2773,720,8399
3645,R3645,9420,5652,3261,7205,2046,1697,8207
3646,R3646,5123,6492,6912,9426,5679,8979,809
3647,R3647,9891,1572,3495,3791,5901,6188,8972
3648,R3648,1429,7587,5984,5674,1005,2502,6458
3649,R3649,5377,9234,1471,2191,8502,4107,7052
3650,R3650,8022,7698,1074,2600,579,5718,4860
3651,R3651,6687,1009,4767,9852,5238,4713,4636
3652,R3652,1622,2641,3262,6328,858,1163,5510
3653,R3653,9392,9623,1104,3482,7640,1957,6641
3654,R3654,7192,2014,2260,4899,2525,4500,5149
3655,R3655,3561,776,2762,629,6588,7312,10
3656,R3656,1080,8874,1419,9699,9485,1539,7387
3657,R3657,3379,6948,5386,2020,6727,1311,267
3658,R3658,9111,9028,7027,140,8425,3664,3163
3659,R3659,3604,78,3543,4964,5329,9093,3022
3660,R3660,6714,3368,621,2182,9178,2104,3221
3661,R3661,7842,7662,7755,4503,5574,2594,8272
3662,R3662,5556,5189,5163,4446,8538,4250,191
3663,R3663,8722,6528,2298,3634,6796,7989,2789
3664,R3664,8822,4850,3343,3521,7439,1041,3134
3665,R3665,7851,1126,7946,1906,975,888,3806
3666,R3666,2822,912,7922,1224,2707,5358,3735
3667,R3667,4709,8551,9607,855,1276,6865,7737
3668,R3668,4692,5598,9817,7213,3150,7080,9108
3669,R3669,7848,3399,7342,2988,1606,5778,9394
3670,R3670,8874,1886,1403,9002,4231,1914,8838
3671,R3671,2101,3625,9212,2597,4998,1068,9190
3672,R3672,6732,6576,5917,4019,7597,3490,7115
3673,R3673,8545,5465,6677,4404,1792,174,9351
3674,R3674,6664,3104,6242,8481,7601,8715,2442
3675,R3675,7153,4722,2389,328,7684,1023,1849
3676,R3676,6969,1429,440,5900,5305,3400,8234
3677,R3677,7232,8293,4490,4489,6846,6794,1893
3678,R3678,6885,2840,3505,8194,8176,7199,526
3679,R3679,8314,6152,6829,5333,1098,1262,5209
3680,R3680,8809,2112,3677,9983,5100,7694,7126
3681,R3681,1238,5385,9388,3377,4345,4875,4704
3682,R3682,6829,1207,5819,7190,4228,6466,2043
3683,R3683,3161,6256,9034,5540,8252,424,5045
3684,R3684,9047,2938,1190,6,2596,2904,5887
3685,R3685,8055,9931,6769,3726,9986,7602,7944
3686,R3686,591,4097,5564,1320,937,7907,962
3687,R3687,557,5758,548,8077,9155,2501,4717
3688,R3688,7242,9209,4217,4396,303,6159,283
3689,R3689,1644,2120,3442,7958,3260,7739,7451
3690,R3690,4551,8958,7306,4004,2512,7016,2841
3691,R3691,9927,4032,3283,8519,208,796,6769
3692,R3692,5334,55,2367,4550,2205,6987,9342
3693,R3693,3274,3692,829,1098,539,9074,1287
3694,R3694,4435,3644,2233,5921,1594,2648,7439
3695,R3695,4042,6292,1732,9438,8975,9253,3481
3696,R3696,5202,9780,4199,730,8825,7916,643
3697,R3697,4264,4598,6403,254,4429,8661,7211
3698,R3698,1325,9755,3450,5401,6353,4598,5813
3699,R3699,9811,2263,7954,7801,3401,2503,6195
3700,R3700,3819,7423,3147,8997,6518,9733,3613
3701,R3701,9645,4987,6435,8561,8364,6283,4445
3702,R3702,3553,6984,7651,6987,7774,5763,3353
3703,R3703,6833,9787,2286,6020,4768,3078,102
3704,R3704,3301,471,4212,6165,7918,5306,725
3705,R3705,5632,2600,1595,5228,838,2607,4412
3706,R3706,7224,6223,8878,8389,9631,5254,8104
3707,R3707,6936,9872,7786,493,9450,2999,4376
3708,R3708,298,3885,4451,6415,3469,8370,1111
3709,R3709,2451,4045,7994,5405,7023,8623,6942
3710,R3710,1038,3144,6394,9527,4330,726,8812
3711,R3711,8850,1039,9593,6162,6182,4172,7873
3712,R3712,2595,6677,437,5830,4687,9952,6839
3713,R3713,8321,7169,3809,6432,2275,1600,5858
3714,R3714,8398,3403,7031,6478,7112,1148,1876
3715,R3715,787,9430,1903,2324,8777,6280,7952
3716,R3716,3618,7505,968,1076,9163,7782,6963
3717,R3717,2547,1252,4205,9602,2194,4299,2420
3718,R3718,6184,4787,3324,7300,2154,3016,7587
3719,R3719,7294,7440,4435,9607,6496,2913,671
3720,R3720,1577,4776,7168,7835,6525,6297,7884
3721,R3721,8906,8798,6282,3787,5597,5341,7854
3722,R3722,6375,4405,1218,8032,2551,205,6254
3723,R3723,2197,9852,7565,4249,6480,8613,619
3724,R3724,9768,1049,4916,207,26,3266,5110
3725,R3725,137,9175,3085,8260,7460,8385,6280
3726,R3726,6983,5115,1711,3739,7475,595,3306
3727,R3727,4326,3565,4175,9388,656,4153,523
3728,R3728,2271,721,8365,3987,5375,9297,1160
3729,R3729,2210,3224,1619,1150,200,8027,5574
3730,R3730,7939,7016,9757,5963,6770,3161,7450
3731,R3731,6419,8910,199,2752,3343,7300,182
3732,R3732,7944,5978,8488,8087,1553,4990,2423
3733,R3733,2459,1624,8745,5308,9254,4398,9161
3734,R3734,4863,634,6955,4465,2603,2494,7529
3735,R3735,3507,244,1243,6587,3001,2004,1398
3736,R3736,5767,5045,728,7730,1130,4496,7346
3737,R3737,5165,3018,8017,1742,9892,6514,6587
3738,R3738,5614,4625,8759,7165,9671,7563,6901
3739,R3739,6394,5155,9726,5561,2576,9326,1362
3740,R3740,6652,889,8276,1311,4140,6136,4839
3741,R3741,7211,851,8945,868,2546,4064,6186
3742,R3742,4249,7447,9565,5538,4570,8634,226
3743,R3743,5791,4479,6482,3459,7498,8879,5611
3744,R3744,2072,1983,7183,4435,7614,704,6072
3745,R3745,8935,1360,4949,8533,9225,7560,3857
3746,R3746,1117,9831,421,6458,8360,93,3364
3747,R3747,1771,5035,3004,2155,4828,494,4966
3748,R3748,1335,2538,5123,2701,3856,4805,3305
3749,R3749,7979,4268,2190,7149,663,1535,8938
3750,R3750,731,672,3843,2889,8384,248,5197
3751,R3751,3355,9465,2734,2316,2861,2233,6728
3752,R3752,2235,5506,8300,4793,7707,3503,6213
3753,R3753,7463,5005,8264,8059,1370,303,6836
3754,R3754,1513,2347,3631,4973,1560,3901,1695
3755,R3755,4422,4028,6543,8543,6330,414,77
3756,R3756,8955,9710,520,7735,4787,8784,536
3757,R3757,1614,2273,467,3405,5293,1682,4139
3758,R3758,941,8636,1356,9988,2950,8759,9057
3759,R3759,1618,8020,2934,3330,3384,5653,9610
3760,R3760,1568,9820,6913,7987,5595,6827,543
3761,R3761,9526,87,4940,1943,4970,1873,4500
3762,R3762,2350,5089,2546,6961,255,1790,7692
3763,R3763,6015,5310,1010,2090,2912,3586,4289
3764,R3764,6600,8020,2989,7623,9444,5462,4292
3765,R3765,3069,4521,2582,1513,2416,8123,2825
3766,R3766,1437,3153,6645,7823,6841,3964,5282
3767,R3767,7914,5331,9404,6919,8320,3858,7005
3768,R3768,8363,7115,7825,2210,8884,6849,2255
3769,R3769,4238,9994,1178,6127,1241,2697,5137
3770,R3770,516,8838,8998,6758,3808,5758,9314
3771,R3771,3400,9200,8366,849,9141,6274,2011
3772,R3772,3829,4399,1602,1405,9466,3930,9054
3773,R3773,6976,6411,3079,8461,9671,3129,6872
3774,R3774,8656,6251,3959,3403,7703,126,8955
3775,R3775,1967,521,7254,2364,6576,925,6038
3776,R3776,3549,1645,2688,1491,3156,2941,59
3777,R3777,8522,2016,3013,81,3692,7714,4156
3778,R3778,9591,2291,1425,3462,4993,2129,8423
3779,R3779,5790,5983,4863,9491,4740,4498,6990
3780,R3780,4671,8894,2885,7693,4143,4660,9820
3781,R3781,151,9941,5777,3010,8515,2179,4361
3782,R3782,7646,1266,7629,9087,5727,4766,9992
3783,R3783,4804,2705,8778,9526,5354,5855,8327
3784,R3784,4225,291,6297,7645,4587,6131,728
3785,R3785,3321,952,2906,8775,7928,9872,8902
3786,R3786,417,9471,3373,658,922,9782,8646
3787,R3787,3990,3495,3432,605,4485,6873,9660
3788,R3788,9133,7976,932,592,3109,7045,2735
3789,R3789,7629,996,9908,1329,6817,4363,9168
3790,R3790,7444,4927,8807,3795,7323,7052,3312
3791,R3791,3256,9174,1414,3749,1144,138,6110
3792,R3792,1594,9691,6833,9584,7403,3436,6215
3793,R3793,4306,5922,414,5504,3334,5143,7398
3794,R3794,5980,8892,2059,102,3447,3372,2590
3795,R3795,204,7468,1603,846,8571,5342,9419
3796,R3796,5380,591,8802,2394,4185,5097,8924
3797,R3797,3464,5788,4988,831,8153,2514,6909
3798,R3798,7955,1541,2515,9253,9106,9305,5050
3799,R3799,7255,3768,6501,1254,3915,9708,5817
3800,R3800,8429,3164,3532,7713,4685,5788,1975
3801,R3801,7009,6065,6729,5985,3000,6103,4225
3802,R3802,5208,6986,9320,7001,1860,8061,9321
3803,R3803,6455,6515,831,7685,1560,4115,5807
3804,R3804,9825,5710,614,963,3525,872,4782
3805,R3805,4732,3068,783,7020,3075,4115,509
3806,R3806,2386,2890,9493,8300,5116,360,8051
3807,R3807,6324,8357,8169,5080,2714,6296,3884
3808,R3808,9710,6857,9110,1504,1377,8700,2554
3809,R3809,1778,1674,4771,52,2541,4718,4735
3810,R3810,9240,4257,1945,2239,3551,9419,4788
3811,R3811,3481,6787,6358,8439,339,6738,9316
3812,R3812,3663,5702,9019,935,8469,5585,6176
3813,R3813,2914,778,1973,4280,1839,6994,4172
3814,R3814,8111,9070,9521,5643,9147,1820,6132
3815,R3815,6073,1995,9655,6887,4310,9594,4821
3816,R3816,8936,5279,736,5900,9838,2126,4983
3817,R3817,5258,2512,4016,6628,2053,4408,6046
3818,R3818,4957,9591,9092,3330,3866,9333,3824
3819,R3819,7897,1211,4624,9251,9516,9978,1898
3820,R3820,1367,9143,7993,3580,9884,1571,102
3821,R3821,9217,8236,8664,2367,5578,2182,7537
3822,R3822,8039,2117,2250,15,9694,651,4657
3823,R3823,6726,7102,8487,9382,4543,3744,5956
3824,R3824,4633,70,7872,3086,3109,3913,9954
3825,R3825,1033,6900,596,5960,9759,4870,227
3826,R3826,7882,891,3551,1213,1090,9513,3816
3827,R3827,1559,1609,1852,990,32,3780,6853
3828,R3828,6253,7295,4129,7396,5651,4368,1206
3829,R3829,6410,1289,5425,9795,1387,3930,9783
3830,R3830,1261,7429,8781,8130,3226,1235,197
3831,R3831,4812,9443,62,3548,8772,2332,465
3832,R3832,558,4562,180,5977,6341,6393,8973
3833,R3833,7844,8732,9648,1410,3721,709,1776
3834,R3834,2950,6997,6297,1260,5089,9741,4097
3835,R3835,492,7568,2842,9139,8476,1611,1450
3836,R3836,7572,2983,4838,2505,1425,6200,4891
3837,R3837,9608,3083,8494,5543,167,3384,539
3838,R3838,8859,9109,3317,2133,1379,3518,8854
3839,R3839,6353,4366,249,7781,6048,4719,5074
3840,R3840,7763,7714,7789,1141,9042,3843,9163
3841,R3841,7107,3592,6830,3119,6634,9470,2325
3842,R3842,8107,8304,4009,7728,888,7095,6277
3843,R3843,1078,3583,3089,3537,5850,3967,5914
3844,R3844,7586,7947,6411,5315,2047,8352,6136
3845,R3845,9317,6706,4756,2421,6538,8739,5629
3846,R3846,1939,1832,8599,1660,7172,3253,1433
3847,R3847,4766,8037,3033,1115,4635,2254,5338
3848,R3848,5312,7964,7922,4227,2152,557,6656
3849,R3849,757,736,5298,3780,361,417,6843
3850,R3850,4623,8561,9557,5025,2744,3566,8356
3851,R3851,6743,8965,1585,40,7652,1276,79
3852,R3852,6392,4337,1129,6156,4939,9553,3670
3853,R3853,8071,4857,6192,291,1343,9061,1746
3854,R3854,7544,3641,7548,6998,9262,4611,1198
3855,R3855,3858,7357,8888,6489,4585,3042,4696
3856,R3856,1453,6704,9884,5030,8269,2450,3968
3857,R3857,2697,1518,4942,7384,8429,4845,9070
3858,R3858,3331,4267,3430,7813,7784,9013,3990
3859,R3859,8999,9919,7937,883,3582,4874,5697
3860,R3860,6905,9499,8044,8209,1259,3769,3338
3861,R3861,116,2874,2754,4335,9179,8966,3437
3862,R3862,8510,9114,2708,4784,2430,3568,1214
3863,R3863,6523,3402,5422,9437,6125,4609,5378
3864,R3864,431,772,6093,3849,3310,2132,2506
3865,R3865,5987,4447,3078,7068,9987,6031,3905
3866,R3866,8897,4991,1,3125,6076,232,1825
3867,R3867,5504,5547,5723,542,570,5460,3550
3868,R3868,2805,8051,6141,6920,8793,3020,2289
3869,R3869,3724,8364,8811,9176,4670,8582,9454
3870,R3870,8982,4597,6380,1009,639,4481,2455
3871,R3871,895,4995,3613,4660,1256,3889,9634
3872,R3872,2188,6100,2715,7801,6002,9587,3415
3873,R3873,6296,7208,683,6014,2108,6044,8431
3874,R3874,2156,4930,6436,2600,490,8773,7091
3875,R3875,2457,7518,5371,8342,5753,6804,242
3876,R3876,9942,4155,1133,3729,3328,8230,619
3877,R3877,243,8249,9460,4426,1893,219,2672
3878,R3878,4314,5265,6137,3119,8533,2639,5513
3879,R3879,1029,2442,6720,5656,7356,356,4525
3880,R3880,4701,2904,7550,4846,8417,4681,449
3881,R3881,8447,5909,6854,3705,8515,1926,5238
3882,R3882,5248,2229,4477,8241,5687,2545,8769
3883,R3883,8413,3090,5122,4553,9230,3187,9060
3884,R3884,3772,4653,511,9334,2027,8421,2059
3885,R3885,2380,1025,3242,68,6904,9584,2271
3886,R3886,5133,6324,7726,7527,9272,4791,2955
3887,R3887,2425,3963,509,141,4089,7690,6593
3888,R3888,6536,1697,7404,849,23,6029,8396
3889,R3889,7337,2480,7325,1053,275,7445,5341
3890,R3890,5972,5630,7633,6109,3677,5987,9359
3891,R3891,6384,1535,655,2018,3362,4279,1285
3892,R3892,3853,8849,5457,5967,1208,1418,5836
3893,R3893,6142,4187,8222,2621,579,2089,3998
3894,R3894,4579,9697,1293,9628,7639,8307,8071
3895,R3895,2878,2018,1561,6612,8154,9351,4394
3896,R3896,773,6208,848,7723,9838,7518,9117
3897,R3897,2304,5671,2965,2872,6916,804,280
3898,R3898,7057,2318,3869,7398,1938,1115,8439
3899,R3899,9547,8828,3454,1365,1052,4326,8294
3900,R3900,4276,8125,1627,4494,5822,5921,9351
3901,R3901,3246,6548,7035,2939,7853,6555,3915
3902,R3902,8874,6389,7244,8847,254,6166,2204
3903,R3903,1420,6934,1387,6176,6077,4068,4173
3904,R3904,408,1145,1340,7701,4857,1680,1175
3905,R3905,245,3294,8244,9332,8332,2242,5450
3906,R3906,1778,5218,4413,2792,2815,7527,2722
3907,R3907,7474,595,1263,5883,4942,5629,1522
3908,R3908,8819,7404,7805,999,9536,7015,1153
3909,R3909,368,2349,6060,5278,3033,7277,818
3910,R3910,6157,2380,9416,3520,6300,3275,9746
3911,R3911,280,5959,5793,326,6675,4793,19
3912,R3912,2165,8644,5,6086,7627,3801,6754
3913,R3913,2687,1385,1580,5715,7028,4113,2124
3914,R3914,8633,5121,6823,4254,784,8884,1695
3915,R3915,8832,672,3355,5741,9611,54,398
3916,R3916,3589,2944,7248,7928,3063,1361,6756
3917,R3917,6998,9261,665,3253,9610,9197,5081
3918,R3918,2541,4798,5068,1248,8337,7699,5478
3919,R3919,5712,2455,9311,5886,3989,5097,9303
3920,R3920,8445,144,3232,7977,6414,7831,1274
3921,R3921,5718,5440,4823,6882,3726,5586,5810
3922,R3922,2132,3820,9978,4119,2587,1374,4959
3923,R3923,8628,9768,3944,3436,3622,6473,3320
3924,R3924,8660,8479,6709,449,8982,4969,2218
3925,R3925,9771,2161,9934,4898,5755,5693,6999
3926,R3926,9774,6351,4511,2670,8180,315,4815
3927,R3927,6231,5755,3985,8003,4600,1455,7155
3928,R3928,3705,851,7463,4705,1938,8540,7152
3929,R3929,546,4357,4786,3533,5185,1276,1787
3930,R3930,9210,171,2632,50,6818,9687,4242
3931,R3931,8862,500,6447,2973,7573,4040,8596
3932,R3932,3138,2860,6012,3704,3466,4439,1630
3933,R3933,4780,9388,5491,466,8145,8493,1267
3934,R3934,6452,8503,6529,2350,7912,4353,6963
3935,R3935,9159,3154,6813,8037,1890,5357,1996
3936,R3936,1058,4768,1182,9350,1664,3197,8302
3937,R3937,452,4030,6573,3702,5777,3361,2295
3938,R3938,7517,7614,1551,1830,5445,8338,6975
3939,R3939,3293,6790,6003,720,3594,2719,4540
3940,R3940,7853,4946,755,8258,5806,3509,3334
3941,R3941,8607,594,135,7390,6761,8886,5761
3942,R3942,5867,5512,8963,7122,5671,3403,8238
3943,R3943,4998,799,8279,2297,7353,373,1688
3944,R3944,7981,9775,3435,4678,7952,2389,5590
3945,R3945,399,7768,3390,3986,5771,3693,1430
3946,R3946,852,7446,2295,4177,4981,7491,3841
3947,R3947,1466,8379,1072,8526,4706,4341,729
3948,R3948,3169,8382,7069,6205,6566,408,3809
3949,R3949,1959,6854,9263,6457,8611,7572,6689
3950,R3950,2747,4451,4304,4220,1095,5905,6425
3951,R3951,2535,20,4576,4808,1444,9241,2915
3952,R3952,8219,2562,7675,529,9266,4145,3570
3953,R3953,7489,7300,140,8080,3974,3130,3646
3954,R3954,4083,8025,815,9482,6823,3763,1885
3955,R3955,7246,9317,1982,255,7283,1381,9593
3956,R3956,7984,8614,9274,631,7769,9930,1235
3957,R3957,4493,1693,5598,6378,8121,3492,9210
3958,R3958,6102,5601,1685,3319,5956,809,4990
3959,R3959,3238,9903,4571,2098,7080,8212,9195
3960,R3960,9236,6727,803,4206,3010,6200,3028
3961,R3961,3372,610,3144,35,58,6463,3962
3962,R3962,4705,48,7196,8698,5788,5200,4048
3963,R3963,6305,5198,3847,1405,3101,9791,5618
3964,R3964,1324,9161,427,2515,4232,7097,5581
3965,R3965,2931,4347,8937,8490,1915,3375,9682
3966,R3966,4273,9540,8370,9433,6339,8787,6847
3967,R3967,5536,2602,4884,3171,2916,3203,1161
3968,R3968,6386,4617,6338,7968,7096,3091,3392
3969,R3969,7394,4997,2550,7383,1674,9645,8818
3970,R3970,8596,7594,8632,15,3836,7717,3234
3971,R3971,777,3715,1203,8420,2484,2664,8842
3972,R3972,9857,892,8407,4485,1622,6300,3006
3973,R3973,2967,6089,6765,6400,7423,751,9755
3974,R3974,7977,5484,2813,91,1579,6313,3513
3975,R3975,4349,4702,7786,3352,3933,4323,5775
3976,R3976,539,8893,8401,1593,7390,2816,2741
3977,R3977,6406,6414,2569,738,9658,5797,8146
3978,R3978,3927,6267,4858,3908,4015,9476,1966
3979,R3979,7878,9392,3461,4701,5908,4367,2427
3980,R3980,8959,5653,3110,7018,1808,666,4157
3981,R3981,9244,5864,232,148,8124,4012,8415
3982,R3982,9812,9066,3132,9421,1418,1887,5188
3983,R3983,1311,770,9825,4191,9818,4942,867
3984,R3984,4981,2641,6789,2238,2199,6048,2362
3985,R3985,1846,335,6525,8066,272,6637,8358
3986,R3986,1787,5859,8883,7148,5379,9318,9551
3987,R3987,7847,2874,2964,3412,4126,6967,6336
3988,R3988,1363,7441,6566,9600,3989,1525,2081
3989,R3989,1011,7417,1381,9042,2669,1188,3727
3990,R3990,6097,8864,6854,3365,5155,4605,7299
3991,R3991,3643,4355,344,8161,2407,6122,8110
3992,R3992,1545,2847,6876,282,2638,8513,3657
3993,R3993,8789,9198,2169,4312,1996,2057,4920
3994,R3994,6415,2323,6566,1018,977,8459,3255
3995,R3995,1842,8344,7066,8577,6854,7533,616
3996,R3996,276,5175,952,5144,81,7248,9488
3997,R3997,5689,4133,2246,4452,3535,6736,7150
3998,R3998,6032,8285,3058,2412,7224,1507,9437
3999,R3999,9902,347,5212,3110,561,9638,9393
4000,R4000,8417,1110,66,8974,6401,348,4684
4001,R4001,7128,5748,5318,5717,3833,9118,6087
4002,R4002,7919,7301,8885,7823,8610,1824,3624
4003,R4003,1,7515,9929,1794,7032,381,78
4004,R4004,7694,9471,7787,6630,4214,3808,3505
4005,R4005,5899,867,1074,4685,4906,7894,3579
4006,R4006,5855,3414,6931,1209,7081,8267,7699
4007,R4007,1138,6635,3533,3961,5989,819,9669
4008,R4008,9262,5468,3786,2132,5315,4711,877
4009,R4009,1839,3466,9937,7749,4166,471,9982
4010,R4010,5451,49,7724,6898,9640,4218,9607
4011,R4011,6842,880,9039,3396,4755,2991,5068
4012,R4012,5977,576,1751,3658,3644,159,4547
4013,R4013,6125,5260,2925,2176,5132,5485,2542
4014,R4014,1804,8749,9535,4896,1229,2977,1710
4015,R4015,5598,1464,8576,5188,6633,7895,6330
4016,R4016,4798,5060,9103,2035,3424,4760,4401
4017,R4017,8094,7033,2473,1056,1756,1036,6154
4018,R4018,5944,4239,9050,3075,2572,6218,8091
4019,R4019,5283,5164,7646,6249,1739,7845,9045
4020,R4020,6168,6790,4738,8171,1030,7631,53
4021,R4021,4468,6438,4044,9512,2368,657,4204
4022,R4022,3212,7730,3412,2370,4276,9059,4744
4023,R4023,5941,1433,2115,2486,1697,9198,5179
4024,R4024,9404,3892,412,530,6966,967,4548
4025,R4025,3244,8160,429,162,5423,6373,5940
4026,R4026,6358,43,4968,1647,1209,5371,1107
4027,R4027,5436,311,7755,3544,1436,6091,1094
4028,R4028,2383,8932,638,8691,6983,6378,150
4029,R4029,5968,7192,9267,8659,736,6855,7729
4030,R4030,6172,6633,5935,7906,6209,2076,9202
4031,R4031,4032,8269,6436,7844,4894,1373,9051
4032,R4032,2031,4236,4905,1937,9577,10,8752
4033,R4033,6627,808,8401,55,8968,7141,785
4034,R4034,4880,2051,8259,751,5451,7721,30
4035,R4035,1599,7618,50,3295,5562,2476,9857
4036,R4036,2986,4659,6973,8847,6586,1379,6165
4037,R4037,8235,2728,6042,2630,9012,9832,1872
4038,R4038,8440,4536,7774,1278,1360,2337,879
4039,R4039,8170,3358,2560,3052,8757,4046,9958
4040,R4040,8113,8930,3299,9319,7220,3079,879
