id,label,attr_0,attr_1,attr_2,attr_3,attr_4
2993,R2993,6876,6526,775,1691,6281
2994,R2994,1300,1413,5477,8285,8205
2995,R2995,4526,4750,7337,8068,337
2996,R2996,3461,8529,8829,6046,4903
2997,R2997,8664,480,7848,9709,9860
2998,R2998,4197,3234,2668,2645,4924
2999,R2999,7684,7461,1737,9742,7439
3000,R3000,9788,3948,8519,5392,1302
3001,R3001,6126,9460,6028,1556,403
3002,R3002,3371,3606,3233,4032,2747
3003,R3003,952,1368,3009,7021,3790
3004,R3004,5870,4714,6560,2655,9102
3005,R3005,1048,7861,4554,7533,8765
3006,R3006,8894,6332,2583,3218,7214
3007,R3007,9814,1607,6555,916,6817
3008,R3008,8881,2668,281,4616,5582
3009,R3009,2294,1077,6765,5701,518
3010,R3010,6343,365,6583,9728,9709
3011,R3011,1329,9343,5599,8023,5927
3012,R3012,6582,5423,8336,7626,473
3013,R3013,3630,2072,5982,870,8115
3014,R3014,3138,7575,6275,9627,6620
3015,R3015,739,9693,7726,8400,13
3016,R3016,233,4399,797,8541,3632
3017,R3017,6756,1843,5344,5218,6365
3018,R3018,9962,1931,173,1991,8592
3019,R3019,554,9124,1894,855,243
3020,R3020,6973,5420,6189,5179,2507
3021,R3021,8204,2212,6718,5268,6339
3022,R3022,2631,2972,8411,3113,153
3023,R3023,5102,9654,2156,6582,2676
3024,R3024,4776,191,2768,9584,7784
3025,R3025,4630,2883,2405,7554,5873
3026,R3026,8078,73,2400,6432,5928
3027,R3027,4132,6079,9967,7982,4811
3028,R3028,4195,2724,1354,780,4227
3029,R3029,8168,1681,7979,4561,3288
3030,R3030,832,8813,7952,6556,7755
3031,R3031,6967,4578,8150,8654,3699
3032,R3032,667,8984,2489,7922,7555
3033,R3033,6667,9215,3512,7955,6728
3034,R3034,7855,8907,6530,7814,1995
3035,R3035,7659,2503,330,5584,9968
3036,R3036,8917,2650,8071,7110,6603
3037,R3037,4979,3485,5903,6807,5921
3038,R3038,3141,1162,3814,9445,8033
3039,R3039,5956,5044,8879,3665,3319
3040,R3040,3149,1548,2788,3656,3785
3041,R3041,9523,1264,4667,960,5439
3042,R3042,9507,7469,6109,3026,7266
3043,R3043,673,2771,2058,3004,9216
3044,R3044,5294,5731,3216,9423,3079
3045,R3045,1417,6832,7956,6184,1903
3046,R3046,2146,3663,3439,666,4389
3047,R3047,661,2079,6936,9462,6015
3048,R3048,5865,9707,5905,3906,9272
3049,R3049,9659,7452,6617,2737,4078
3050,R3050,4062,5862,5671,4550,8557
3051,R3051,3002,7769,2681,5749,4791
3052,R3052,4188,8899,9665,7067,7227
3053,R3053,7673,5674,9703,5577,4930
3054,R3054,373,8573,166,5227,19
3055,R3055,3797,1687,2640,306,3852
3056,R3056,9831,1394,8920,6924,9403
3057,R3057,7963,630,8303,2061,6234
3058,R3058,5672,1173,9524,3980,8514
3059,R3059,6681,1896,6246,5543,9715
3060,R3060,2856,6699,7277,1148,984
3061,R3061,2683,6944,9537,9284,591
3062,R3062,5738,7461,6602,1473,57
3063,R3063,7864,3900,1759,5387,769
3064,R3064,2600,3193,9706,3784,6641
3065,R3065,3557,2009,123,5924,2059
3066,R3066,5927,6420,4841,3318,171
3067,R3067,5763,5916,6781,471,8346
3068,R3068,9266,9618,9390,1505,336
3069,R3069,9930,4930,7994,9685,9341
3070,R3070,5472,2629,2374,7912,9600
3071,R3071,4014,2706,5498,928,1920
3072,R3072,1896,4180,6133,1701,2652
3073,R3073,1795,5933,4725,1758,8599
3074,R3074,9119,7524,8224,1759,8815
3075,R3075,653,5355,5432,7273,5848
3076,R3076,3734,4349,2437,9227,8575
3077,R3077,6616,8021,5145,5470,5385
3078,R3078,9618,626,4593,3426,9414
3079,R3079,9549,1511,9733,7053,1478
3080,R3080,2829,4008,7021,3930,540
3081,R3081,9667,9190,6356,9593,4658
3082,R3082,7596,2512,6488,4598,9118
3083,R3083,4686,9295,9556,3728,7544
3084,R3084,6918,4256,3905,6752,9588
3085,R3085,1370,1006,4224,6269,690
3086,R3086,8250,6149,7137,8420,9946
3087,R3087,4647,5649,309,1816,2341
3088,R3088,2780,8942,6377,627,6072
3089,R3089,1341,8532,8730,1469,5490
3090,R3090,1059,9101,1424,4439,9208
3091,R3091,4317,9716,6611,242,6490
3092,R3092,9136,3053,6103,8413,287
3093,R3093,7678,4248,4213,6888,7905
3094,R3094,9371,277,7710,4190,6349
3095,R3095,7699,8730,3972,1331,5880
3096,R3096,2035,9400,3566,6376,7595
3097,R3097,6253,8501,3323,6700,1258
3098,R3098,6010,5256,5908,4059,4906
3099,R3099,8635,8390,3522,7520,9006
3100,R3100,1259,5675,3880,1607,5299
3101,R3101,3516,2718,4690,6888,4729
3102,R3102,654,2358,9382,5136,8520
3103,R3103,8312,3071,4949,9201,621
3104,R3104,7442,8999,7934,8782,7250
3105,R3105,7172,5749,4257,7320,938
3106,R3106,5814,9170,501,9509,4080
3107,R3107,8626,2171,260,1906,1741
3108,R3108,6966,4040,8074,4521,2303
3109,R3109,5171,6581,8194,9630,7186
3110,R3110,1931,4313,7415,2676,3546
3111,R3111,142,3431,1618,3692,4397
3112,R3112,8271,8392,2513,4250,5979
3113,R3113,363,4732,8231,2217,1462
3114,R3114,9339,970,5981,9697,9888
3115,R3115,3445,4219,1699,5612,4990
3116,R3116,5574,5721,6428,3900,9054
3117,R3117,4623,7861,1150,5544,4413
3118,R3118,8044,7228,6518,8599,1047
3119,R3119,36,9387,4478,1446,2990
3120,R3120,8597,8133,9192,5120,1608
3121,R3121,5289,3364,1736,8676,4162
3122,R3122,8628,6015,4997,4879,5944
3123,R3123,3970,9774,1921,3888,75
3124,R3124,8541,6452,3730,2901,1864
3125,R3125,9297,1755,341,7730,3855
3126,R3126,9703,1340,6057,7508,5122
3127,R3127,8045,125,732,1413,9320
3128,R3128,1848,4494,3351,8593,1079
3129,R3129,3824,9034,6984,6493,233
3130,R3130,358,7045,5161,6041,1367
3131,R3131,9056,5861,6507,3632,5401
3132,R3132,9913,8948,941,4495,5798
3133,R3133,9174,4179,7969,2124,1391
3134,R3134,1800,6986,7946,2169,7106
3135,R3135,4976,4306,462,3703,4901
3136,R3136,4351,8763,1485,9419,4011
3137,R3137,9987,4804,3613,3174,1744
3138,R3138,1387,2093,2102,1791,7869
3139,R3139,8758,1759,931,9506,7948
3140,R3140,2722,3893,3130,540,8252
3141,R3141,2029,8751,5611,8601,986
3142,R3142,5855,9862,7050,9314,92
3143,R3143,2276,8706,6368,2063,370
3144,R3144,3135,6680,4023,9861,5117
3145,R3145,4207,4144,5722,7269,4004
3146,R3146,7979,7547,8532,4429,7823
3147,R3147,2581,5584,7061,5305,8020
3148,R3148,3874,2204,7752,413,6352
3149,R3149,572,9673,756,4915,2963
3150,R3150,8469,8424,9811,625,1133
3151,R3151,1407,9185,184,9307,9937
3152,R3152,6264,7427,5696,9623,670
3153,R3153,9690,3349,8445,5105,8512
3154,R3154,9826,6473,3857,1876,4045
3155,R3155,542,8220,196,8476,5081
3156,R3156,8438,1302,1179,6537,6339
3157,R3157,3322,9150,5516,6776,8242
3158,R3158,3479,5150,616,4741,4808
3159,R3159,3340,6014,3899,4423,4504
3160,R3160,6432,1940,2625,146,1359
3161,R3161,7228,5882,7499,6060,8721
3162,R3162,8335,4496,9372,4054,3512
3163,R3163,946,7072,5955,1838,3183
3164,R3164,1211,4191,1870,4558,6157
3165,R3165,5992,6232,4192,2418,9382
3166,R3166,4152,7335,8279,3637,3066
3167,R3167,636,9433,7253,9005,7655
3168,R3168,9665,9689,2608,9730,2092
3169,R3169,8424,2272,3625,3571,4575
3170,R3170,5732,1939,7143,5748,616
3171,R3171,4753,5783,8206,6160,1146
3172,R3172,6811,8991,3260,4439,8041
3173,R3173,1069,4758,3220,3426,3600
3174,R3174,3698,6521,2316,4168,4222
3175,R3175,8260,4766,4622,9422,7030
3176,R3176,4874,2473,2110,8364,7566
3177,R3177,6294,9133,3863,1521,896
3178,R3178,2060,9150,3216,5304,8726
3179,R3179,1416,5312,5353,7196,95
3180,R3180,8167,8923,5101,3164,3326
3181,R3181,5651,9672,4906,488,321
3182,R3182,8023,296,2273,351,7486
3183,R3183,8491,2033,5039,5788,8808
3184,R3184,6423,7300,2462,7283,6571
3185,R3185,6354,1945,792,4960,5724
3186,R3186,717,5173,6975,6636,3745
3187,R3187,6693,5456,4949,474,8249
3188,R3188,3849,9191,3246,2964,8711
3189,R3189,8514,1997,7978,9883,3017
3190,R3190,225,5086,1897,8476,5862
3191,R3191,3890,6661,8815,2305,9744
3192,R3192,1451,8839,4643,429,6820
3193,R3193,5785,9568,9272,3002,4007
3194,R3194,4226,9736,695,7515,9815
3195,R3195,9793,105,2236,4580,3335
3196,R3196,2993,5381,4221,746,7029
3197,R3197,7840,3345,5200,1567,2672
3198,R3198,8933,9275,5805,4571,6004
3199,R3199,2511,7432,9420,5563,4575
3200,R3200,596,2814,1286,8943,4919
3201,R3201,3871,5814,5210,7949,603
3202,R3202,7157,5680,3696,3669,1047
3203,R3203,126,7661,5787,7981,170
3204,R3204,4104,2025,6790,6456,6135
3205,R3205,130,8861,6141,8775,3555
3206,R3206,7945,7016,1546,1336,2826
3207,R3207,4215,5780,5408,3677,1956
3208,R3208,2488,1488,408,2553,1204
3209,R3209,2756,9702,7037,4567,9307
3210,R3210,8536,315,1939,5569,2504
3211,R3211,8919,2702,8515,637,123
3212,R3212,7169,4403,5601,5476,9326
3213,R3213,3866,6507,8714,542,4947
3214,R3214,5842,9522,7216,4148,5676
3215,R3215,2063,6224,4111,3266,8692
3216,R3216,6524,7363,6805,1042,1954
3217,R3217,6024,7875,2746,5960,2261
3218,R3218,917,3444,3913,5749,2944
3219,R3219,3073,1930,9795,3126,5500
3220,R3220,7119,5707,3634,6332,139
3221,R3221,4662,5540,8522,3287,8215
3222,R3222,8067,2999,8740,8794,9054
3223,R3223,2870,8236,5064,2692,9231
3224,R3224,6108,4539,7657,5566,3321
3225,R3225,13,2524,1621,2628,5082
3226,R3226,8137,7738,8635,2868,8140
3227,R3227,9574,240,2356,455,6213
3228,R3228,8103,4137,4397,4061,8100
3229,R3229,8721,5764,1351,4095,4210
3230,R3230,12,2710,7856,5600,4993
3231,R3231,3521,8638,7023,1592,8373
3232,R3232,1581,2984,7883,9233,4415
3233,R3233,2884,4384,3674,1750,8151
3234,R3234,1191,3106,4382,9044,4136
3235,R3235,7182,8013,2834,3392,6601
3236,R3236,3231,4051,3298,9786,261
3237,R3237,3782,3175,8263,7313,9173
3238,R3238,3767,8227,1659,6154,4945
3239,R3239,9868,1292,66,8370,6648
3240,R3240,6913,3949,1930,7120,1005
3241,R3241,9112,9730,6493,4261,3555
3242,R3242,3432,957,725,6017,3701
3243,R3243,2094,6432,9960,1824,3820
3244,R3244,8003,7435,4050,3254,1940
3245,R3245,2726,8069,5009,8413,8874
3246,R3246,7132,4505,8568,1551,1274
3247,R3247,4358,3932,3275,606,5130
3248,R3248,5099,2490,8979,5936,1933
3249,R3249,4931,8732,6802,2323,1578
3250,R3250,2077,611,3464,137,733
3251,R3251,5058,7490,4832,1832,8399
3252,R3252,7853,6032,8008,2265,5233
3253,R3253,8215,6829,2995,586,4565
3254,R3254,2599,1918,419,5212,8252
3255,R3255,9086,7789,3317,2464,8997
3256,R3256,1795,3251,2609,5562,4167
3257,R3257,386,6561,8539,2835,6423
3258,R3258,4776,2557,9464,9717,5504
3259,R3259,7809,9851,1168,7028,8787
3260,R3260,6424,4464,5621,2355,4124
3261,R3261,4746,849,3380,1798,4142
3262,R3262,7365,2746,1913,2491,9279
3263,R3263,4207,2641,445,1349,2829
3264,R3264,5730,2701,4451,1490,480
3265,R3265,906,7152,6193,7896,5015
3266,R3266,4708,8041,9776,4665,4942
3267,R3267,1712,8660,169,9711,8616
3268,R3268,1949,5476,886,5701,3732
3269,R3269,8275,7324,4459,6956,3785
3270,R3270,9833,7648,3815,3271,7250
3271,R3271,1497,3253,2446,5587,9865
3272,R3272,2085,6938,6765,8113,4055
3273,R3273,2400,4175,9926,1120,8692
3274,R3274,1211,392,8366,3579,3168
3275,R3275,4578,7744,6567,5192,6159
3276,R3276,709,3332,677,5108,7350
3277,R3277,5355,9425,3249,1093,6440
3278,R3278,7315,9665,2662,9222,8136
3279,R3279,9030,5611,4555,64,3446
3280,R3280,9703,794,19,6587,5380
3281,R3281,7168,3653,2930,2446,160
3282,R3282,6696,8955,452,8327,5595
3283,R3283,4326,9998,3310,6962,4076
3284,R3284,9135,1493,1444,4959,2783
3285,R3285,4513,1593,7642,5020,8627
3286,R3286,9637,8357,1185,2673,9355
3287,R3287,8480,3767,4614,6502,2603
3288,R3288,7534,5519,8764,148,5359
3289,R3289,2034,2385,8020,1057,2521
3290,R3290,4293,5707,853,3589,2062
3291,R3291,756,7285,7239,2503,2694
3292,R3292,8350,1383,5982,8842,5139
3293,R3293,3537,1131,215,3899,9277
3294,R3294,5053,2187,1293,4357,5452
3295,R3295,5238,4502,5734,5696,4526
3296,R3296,5405,8306,6007,2404,9807
3297,R3297,7278,4314,3906,974,5446
3298,R3298,837,8079,36,676,3666
3299,R3299,5853,3777,1009,229,9432
3300,R3300,3665,701,2547,9511,9201
3301,R3301,2172,5947,7412,6571,7070
3302,R3302,9645,6825,2086,5806,2278
3303,R3303,5128,4416,2158,8893,6068
3304,R3304,799,3288,1709,932,3544
3305,R3305,9212,1676,6208,9573,1874
3306,R3306,910,2277,5390,2248,2207
3307,R3307,9955,8437,6661,9543,6675
3308,R3308,9132,761,9926,3893,153
3309,R3309,2864,8476,4700,6859,8677
3310,R3310,110,8342,1209,6018,9089
3311,R3311,868,4791,4269,9371,1643
3312,R3312,8891,9445,9832,3267,4596
3313,R3313,7662,906,3166,2549,9729
3314,R3314,6857,2672,6047,8997,1835
3315,R3315,5246,9550,1763,8861,7035
3316,R3316,3982,3280,8916,2926,7066
3317,R3317,2876,3221,5354,7237,428
3318,R3318,3430,8481,2154,345,8733
3319,R3319,4168,4343,3704,2914,350
3320,R3320,6478,1141,6098,8900,6921
3321,R3321,1264,8145,1637,6776,2292
3322,R3322,4263,4838,4625,431,9748
3323,R3323,6741,7053,5527,201,1170
3324,R3324,2811,8879,4269,5697,8737
3325,R3325,6495,864,7054,8697,3533
3326,R3326,628,6257,9942,85,2779
3327,R3327,3554,7666,994,4207,802
3328,R3328,9960,6722,7725,281,284
3329,R3329,6865,9752,3980,1445,4081
3330,R3330,5809,6596,2769,9181,8445
3331,R3331,7690,6958,9613,1579,3652
3332,R3332,8760,6555,2064,7469,6477
3333,R3333,4459,8251,3638,830,9322
3334,R3334,1584,6988,7685,4487,7553
3335,R3335,320,8259,6189,9015,5320
3336,R3336,3657,6490,7513,2887,6854
3337,R3337,3202,2728,7498,6385,7750
3338,R3338,4954,8568,8238,7958,6461
3339,R3339,4437,4084,6843,4238,8315
3340,R3340,3957,3010,708,3434,830
3341,R3341,145,9564,4162,417,8775
3342,R3342,7510,8527,7610,2588,413
3343,R3343,2408,2195,7740,5877,2046
3344,R3344,8463,1654,6062,7808,4429
3345,R3345,7286,1541,5383,2537,5460
3346,R3346,578,4638,6749,6797,8746
3347,R3347,1467,391,199,3176,420
3348,R3348,8695,4109,3144,8470,7613
3349,R3349,7358,8540,812,8238,5438
3350,R3350,4086,7381,7566,5190,2577
3351,R3351,404,7988,5149,9228,1214
3352,R3352,5665,167,1191,4073,9718
3353,R3353,2064,9137,8722,2321,1088
3354,R3354,3328,873,5836,6634,7591
3355,R3355,7554,2266,4363,300,231
3356,R3356,620,8341,154,8830,9070
3357,R3357,2747,1276,5941,9519,8744
3358,R3358,251,7045,3899,9315,1762
3359,R3359,7231,4082,7851,393,7173
3360,R3360,2750,8835,9356,1740,8997
3361,R3361,1046,6261,1946,1044,7603
3362,R3362,2370,7283,7966,4425,2923
3363,R3363,2314,6261,9058,9851,2244
3364,R3364,9194,1798,2688,9864,3921
3365,R3365,6090,913,5677,1789,3639
3366,R3366,2348,4152,8862,7818,6986
3367,R3367,1587,854,2697,4556,4157
3368,R3368,2845,1531,4551,590,5097
3369,R3369,6770,2729,4039,734,9099
3370,R3370,2203,4964,2597,3617,17
3371,R3371,9862,3786,1085,9142,8671
3372,R3372,7818,1797,7403,6770,8618
3373,R3373,5594,7870,1038,8266,6830
3374,R3374,9918,1595,5607,8131,2923
3375,R3375,9890,691,1089,7677,2664
3376,R3376,1133,9194,4085,9816,3621
3377,R3377,1532,4816,6089,9292,9184
3378,R3378,804,5424,3858,2088,2750
3379,R3379,525,2727,3432,9544,9240
3380,R3380,8054,5337,5659,9269,1090
3381,R3381,5241,6780,2674,6616,8346
3382,R3382,6522,5336,1901,1787,9031
3383,R3383,8651,8326,2115,8902,3148
3384,R3384,6292,7011,6365,7942,9040
3385,R3385,3081,4252,5111,8012,3707
3386,R3386,7835,9336,4493,5652,181
3387,R3387,6257,380,9224,1141,9597
3388,R3388,9913,3577,8908,3620,7270
3389,R3389,6620,2556,8330,2131,7842
3390,R3390,8069,7676,4097,9473,1499
3391,R3391,4272,9800,8515,8767,1065
3392,R3392,2625,9288,1011,4825,1715
3393,R3393,5125,2835,1210,8287,2110
3394,R3394,3910,1154,8280,3645,636
3395,R3395,9924,5646,1843,1105,3724
3396,R3396,3715,6110,3152,7050,3295
3397,R3397,7408,8481,8985,1648,3097
3398,R3398,886,558,3507,988,4298
3399,R3399,6725,4016,9839,4006,9140
3400,R3400,2960,2582,4612,1524,6002
3401,R3401,3760,4376,2177,9370,3085
3402,R3402,7732,4821,5488,3542,563
3403,R3403,9135,6857,3282,2314,4765
3404,R3404,6778,2323,2411,2921,783
3405,R3405,8609,2196,3516,8459,3591
3406,R3406,7418,7668,2684,287,8650
3407,R3407,4131,3454,2544,3680,1414
3408,R3408,7057,6526,3708,3040,8739
3409,R3409,8956,1224,4635,3156,8911
3410,R3410,7018,3532,1273,6099,1749
3411,R3411,1895,8731,983,1557,9059
3412,R3412,8194,9292,3167,3960,8381
3413,R3413,6311,4870,6206,3464,1272
3414,R3414,5710,7084,9507,3757,3166
3415,R3415,6005,5432,2226,5548,2761
3416,R3416,3403,2308,1746,1792,196
3417,R3417,1624,8978,4253,975,8099
3418,R3418,8044,1144,5538,5575,487
3419,R3419,336,3440,461,4589,2024
3420,R3420,9396,4627,6625,3190,3808
3421,R3421,8544,5457,252,7113,5957
3422,R3422,1592,5771,6553,44,5637
3423,R3423,6281,4509,4964,5240,6515
3424,R3424,3777,7338,8573,1626,8954
3425,R3425,6314,5458,8529,5701,2913
3426,R3426,5527,6165,8128,4364,5474
3427,R3427,4628,637,4059,3578,2166
3428,R3428,8015,4421,899,2591,2578
3429,R3429,8383,3316,9465,2649,6269
3430,R3430,6959,2209,7951,1467,1414
3431,R3431,2279,7780,1221,7208,5066
3432,R3432,7819,4480,9773,9687,3534
3433,R3433,4074,7193,330,8069,6478
3434,R3434,6989,8469,885,8426,9466
3435,R3435,680,2150,7809,1021,2014
3436,R3436,8200,1209,7999,1246,2487
3437,R3437,7071,839,368,5475,4140
3438,R3438,3203,441,8856,9870,294
3439,R3439,3348,4318,45,6410,8457
3440,R3440,9969,2862,6534,9104,430
3441,R3441,3859,3859,3784,2257,7458
3442,R3442,1508,9557,2554,5074,3143
3443,R3443,6625,5499,4296,4016,2407
3444,R3444,3251,3851,7715,7601,726
3445,R3445,4315,5839,1296,3230,7092
3446,R3446,1626,3360,5475,7457,5327
3447,R3447,9996,2901,1700,6477,5372
3448,R3448,7859,4241,6417,5155,3383
3449,R3449,4811,6019,1701,8138,8768
3450,R3450,9397,2618,2505,8371,6207
3451,R3451,1437,6842,8639,6865,7391
3452,R3452,9622,3195,6926,778,1147
3453,R3453,3158,2237,350,2034,6864
3454,R3454,4420,8793,5560,6025,6170
3455,R3455,8244,1359,2401,4836,8201
3456,R3456,5848,3613,357,4873,4410
3457,R3457,3716,8567,9138,721,1305
3458,R3458,3306,7894,4869,8714,8177
3459,R3459,6100,5015,9345,8139,9644
3460,R3460,3937,520,8104,2970,9663
3461,R3461,6284,4301,4071,4107,6892
3462,R3462,4485,3659,6309,7891,1520
3463,R3463,8081,7831,5551,5016,4044
3464,R3464,7529,6804,9650,2560,1547
3465,R3465,7689,3749,5651,183,6041
3466,R3466,6085,7803,8261,6524,1637
3467,R3467,8247,6935,9547,6404,7283
3468,R3468,1759,522,4343,2310,1555
3469,R3469,5340,4189,4494,7859,1136
3470,R3470,9391,1690,750,2117,6754
3471,R3471,5056,1732,5773,5292,2554
3472,R3472,9593,1621,5921,4450,1027
3473,R3473,4494,3818,2000,4545,6902
3474,R3474,4708,7030,4414,5275,9491
3475,R3475,9553,1158,4005,6838,5324
3476,R3476,7515,5019,8681,148,5969
3477,R3477,9398,9019,2061,6858,5001
3478,R3478,2577,3975,2784,2413,4114
3479,R3479,9440,6823,8101,5048,3093
3480,R3480,8842,1011,3322,6975,6722
3481,R3481,9093,7085,8015,99,1171
3482,R3482,2167,6215,4864,4502,9208
3483,R3483,1915,2386,7270,2683,7029
3484,R3484,2543,459,8636,1445,9118
3485,R3485,1659,3717,2223,1968,5160
3486,R3486,2058,9221,7156,7906,6321
3487,R3487,5544,1511,9652,6842,4998
3488,R3488,4593,6097,14,7686,1677
3489,R3489,4936,9342,3306,4182,9579
3490,R3490,6105,5589,2755,4292,1312
3491,R3491,1082,3572,7135,9743,1153
3492,R3492,3227,3227,3801,7067,5299
3493,R3493,8978,9835,2098,320,6639
3494,R3494,9726,136,379,2937,768
3495,R3495,8587,2456,3338,6376,3767
3496,R3496,8841,5924,9330,6947,8386
3497,R3497,1237,3877,2374,1407,1015
3498,R3498,1910,5793,4721,4583,6183
3499,R3499,5298,2550,4640,9891,8562
3500,R3500,8440,4722,6481,2237,2946
3501,R3501,3603,1570,3338,7268,409
3502,R3502,911,4347,4767,5354,3639
3503,R3503,1869,3949,7926,6359,9249
3504,R3504,7071,5947,7100,8576,6965
3505,R3505,7233,2241,50,7124,471
3506,R3506,387,5556,229,3174,4659
3507,R3507,8034,6070,1566,7118,3407
3508,R3508,2361,3043,9450,5973,3357
3509,R3509,5761,183,2309,4831,6290
3510,R3510,4543,8062,7656,7416,77
3511,R3511,2375,4032,4231,5031,3029
3512,R3512,8610,9482,1311,664,2815
3513,R3513,4728,4882,6147,7597,5
3514,R3514,9971,8885,8545,526,7393
3515,R3515,1287,3190,9637,2648,9431
3516,R3516,1690,4267,1912,3119,9057
3517,R3517,3488,1660,5033,2447,5057
3518,R3518,4503,6184,3144,3233,1337
3519,R3519,480,9932,8256,1291,7443
3520,R3520,1522,8459,1360,6092,8448
3521,R3521,1169,8661,9349,891,10000
3522,R3522,5262,9942,8994,9017,157
3523,R3523,2268,3990,627,5478,4170
3524,R3524,5901,9412,2050,7926,7540
3525,R3525,3123,2083,3388,8465,324
3526,R3526,1104,2888,524,5160,8023
3527,R3527,221,3938,1913,6076,866
3528,R3528,5363,8843,6613,525,6633
3529,R3529,6579,2637,2273,4402,7269
3530,R3530,3964,7577,6732,2012,1853
3531,R3531,8747,8507,3191,5778,6097
3532,R3532,1904,9100,7789,6424,3770
3533,R3533,777,1175,5436,742,5199
3534,R3534,4694,243,5268,5599,2536
3535,R3535,2337,7956,4335,8058,4350
3536,R3536,7584,7450,4268,3228,6509
3537,R3537,9924,4168,2719,3981,6055
3538,R3538,9927,9292,7377,111,8013
3539,R3539,6018,2848,2653,6425,8686
3540,R3540,8917,9509,3483,9746,2874
3541,R3541,3720,6622,2136,8708,6264
3542,R3542,8864,8841,5131,696,663
3543,R3543,7242,3986,7925,604,1234
3544,R3544,549,3943,2816,3067,494
3545,R3545,5333,5844,204,4210,1398
3546,R3546,632,1978,7707,2102,6356
3547,R3547,8264,4355,5271,7904,6290
3548,R3548,252,732,4408,5434,2435
3549,R3549,735,2855,5732,9884,8287
3550,R3550,7903,7290,5460,2841,8776
3551,R3551,5955,4053,2641,5603,6188
3552,R3552,6566,8328,7638,8758,2369
3553,R3553,7602,6523,8163,3088,8650
3554,R3554,2145,7374,2270,7704,9763
3555,R3555,1575,7450,7064,4730,3468
3556,R3556,4412,9494,1720,3732,1290
3557,R3557,5383,9998,608,4382,9972
3558,R3558,6169,7741,8766,5776,1970
3559,R3559,3145,5682,756,5887,2389
3560,R3560,8603,5342,8478,5464,2940
3561,R3561,3884,6821,1685,7376,4121
3562,R3562,71,938,8326,8235,6136
3563,R3563,7433,318,5371,9013,1906
3564,R3564,7034,6156,8911,343,587
3565,R3565,7415,9822,1710,2196,5992
3566,R3566,6412,3407,1702,283,9923
3567,R3567,8749,2071,4933,2359,6169
3568,R3568,1772,3444,2150,1634,4177
3569,R3569,310,3642,2682,3659,1996
3570,R3570,6316,5788,1085,5718,1283
3571,R3571,51,3031,984,9490,2524
3572,R3572,7411,6553,7215,1979,7255
3573,R3573,5430,3525,4230,951,573
3574,R3574,2845,6726,4679,6347,249
3575,R3575,1998,1303,1008,4060,259
3576,R3576,1457,9310,8336,6916,5606
3577,R3577,944,9805,3712,4707,4472
3578,R3578,922,3867,8170,7863,3587
3579,R3579,6274,3566,6170,5932,3119
3580,R3580,329,4932,9984,1878,6407
3581,R3581,7626,9590,7975,3420,2861
3582,R3582,3489,6032,1384,2895,5643
3583,R3583,9162,3963,6175,4179,5951
3584,R3584,7230,8627,4239,646,4707
3585,R3585,5490,9040,9715,7143,153
3586,R3586,3134,3269,8140,6030,5300
3587,R3587,7869,2783,747,1995,7208
3588,R3588,8888,2336,3847,981,2848
3589,R3589,3948,4144,5246,2846,8367
3590,R3590,5553,6343,122,8669,3323
3591,R3591,4962,2384,1002,942,543
3592,R3592,9384,3446,5716,3737,7634
3593,R3593,6479,7036,3644,3683,4857
3594,R3594,4719,7732,42,7812,7757
3595,R3595,7705,3135,1229,4030,420
3596,R3596,4543,5609,9782,1139,812
3597,R3597,7473,9896,6954,2354,3412
3598,R3598,5826,198,5625,9092,9843
3599,R3599,323,6050,2577,690,9205
3600,R3600,2191,4494,5374,4189,9738
3601,R3601,3066,6919,3215,7547,2580
3602,R3602,4382,9353,2606,4336,680
3603,R3603,8405,7662,7875,7360,944
3604,R3604,9846,5497,8353,6746,4318
3605,R3605,8723,9060,9957,673,1743
3606,R3606,5281,4467,5920,8803,8881
3607,R3607,995,520,4719,3888,9367
3608,R3608,4078,4918,2561,3104,2953
3609,R3609,932,9738,7878,1604,4206
3610,R3610,2920,6059,1395,8019,2376
3611,R3611,5312,8173,3809,7951,2854
3612,R3612,395,2285,2748,8143,4236
3613,R3613,6489,1254,4398,6994,3256
3614,R3614,2170,8356,8368,4664,8780
3615,R3615,804,8680,6657,2081,8162
3616,R3616,1810,9635,9532,9188,8207
3617,R3617,1362,1257,8018,5827,5809
3618,R3618,2379,2245,7351,2007,2699
3619,R3619,3721,4720,1482,1197,6307
3620,R3620,7189,1704,5722,5201,2259
3621,R3621,9512,8021,4234,4020,6527
3622,R3622,2098,1609,8482,9275,4687
3623,R3623,9486,5365,4840,3068,8400
3624,R3624,8428,5249,6411,559,6358
3625,R3625,4627,4992,9502,5884,4069
3626,R3626,7995,3397,3069,302,6211
3627,R3627,5928,2411,377,7781,4801
3628,R3628,9670,8181,198,4450,6369
3629,R3629,2273,6074,5135,5805,426
3630,R3630,6993,6392,2080,6876,4366
3631,R3631,1681,5000,9955,89,3281
3632,R3632,131,1289,6118,2436,5553
3633,R3633,4822,549,571,5863,2292
3634,R3634,9633,5394,7033,4309,2884
3635,R3635,538,958,2273,8141,9213
3636,R3636,7658,5717,5820,2433,5577
3637,R3637,978,1797,8133,8626,562
3638,R3638,1691,6876,9788,6239,4932
3639,R3639,7153,7309,7721,6027,8099
3640,R3640,6781,6025,9095,9844,9733
3641,R3641,8372,2004,8403,4721,9125
3642,R3642,825,467,1333,1721,9474
